Case,Activity,Timestamp,Resource,label
652,review request received,2023-11-07 08:32:44.709,,
652,Check for completeness,2023-11-07 08:32:54.709,Clerk-000003,
652,Perform checks,2023-11-07 08:33:40.300,Clerk-000006,
652,Make decision,2023-11-07 08:38:31.847,Manager-000004,
652,notify reject,2023-11-07 09:28:54.124,Manager-000001,
652,review request received,2023-11-07 09:30:56.882,,
652,Check for completeness,2023-11-07 09:31:06.882,Clerk-000005,
652,Perform checks,2023-11-07 09:48:34.560,Clerk-000002,
652,Make decision,2023-11-07 10:08:50.137,Manager-000003,
652,Notify accept,2023-11-07 10:19:27.624,Manager-000001,
652,Deliver card,2023-11-07 10:20:44.074,Manager-000005,
652,EVENT 13 END,2023-11-07 10:27:01.886,,
653,Check for completeness,2023-11-07 09:47:34.521,Clerk-000001,
653,New online application received,2023-11-07 09:47:34.521,,
653,Perform checks,2023-11-07 09:49:02.449,Clerk-000004,
653,Make decision,2023-11-07 09:58:05.898,Manager-000005,
653,notify reject,2023-11-07 10:04:49.227,Manager-000006,
653,review request received,2023-11-07 10:08:02.946,,
653,Check for completeness,2023-11-07 10:08:12.946,Clerk-000005,
653,Request info,2023-11-07 10:15:00.539,Manager-000004,
653,info received,2023-11-07 10:26:55.085,,
653,Check for completeness,2023-11-07 10:27:05.085,Clerk-000001,
653,Perform checks,2023-11-07 10:39:35.091,Clerk-000004,
653,Make decision,2023-11-07 10:50:19.563,Manager-000003,
653,Notify accept,2023-11-07 11:26:22.471,Manager-000004,
653,Deliver card,2023-11-07 11:28:30.271,Manager-000005,
653,EVENT 13 END,2023-11-07 12:11:54.220,,
654,Check for completeness,2023-11-07 10:00:00.777,Clerk-000003,
654,New online application received,2023-11-07 10:00:00.777,,
654,Perform checks,2023-11-07 10:08:04.770,Clerk-000006,
654,Make decision,2023-11-07 10:13:09.134,Manager-000002,
654,notify reject,2023-11-07 10:22:38.851,Manager-000006,
654,time out,2023-11-07 10:33:05.086,,
654,EVENT 13 END,2023-11-07 10:33:15.086,,
655,Check for completeness,2023-11-07 10:47:37.779,Clerk-000003,
655,New online application received,2023-11-07 10:47:37.779,,
655,Perform checks,2023-11-07 10:54:28.956,Clerk-000002,
655,Make decision,2023-11-07 10:55:10.200,Manager-000001,
655,notify reject,2023-11-07 11:03:58.905,Manager-000002,
655,time out,2023-11-07 11:21:54.816,,
655,EVENT 13 END,2023-11-07 11:22:04.816,,
656,Check for completeness,2023-11-07 12:15:10.243,Clerk-000006,
656,New online application received,2023-11-07 12:15:10.243,,
656,Perform checks,2023-11-07 12:17:28.596,Clerk-000005,
656,Make decision,2023-11-07 12:39:30.990,Manager-000006,
656,Notify accept,2023-11-07 12:40:52.555,Manager-000001,
656,Deliver card,2023-11-07 12:41:13.340,Manager-000002,
656,EVENT 13 END,2023-11-07 12:45:40.388,,
657,Check for completeness,2023-11-07 13:31:08.208,Clerk-000001,
657,New online application received,2023-11-07 13:31:08.208,,
657,Request info,2023-11-07 13:52:43.061,Manager-000003,
657,info received,2023-11-07 14:01:21.132,,
657,Check for completeness,2023-11-07 14:01:31.132,Clerk-000004,
657,Perform checks,2023-11-07 14:03:29.379,Clerk-000003,
657,Make decision,2023-11-07 14:11:23.708,Manager-000005,
657,notify reject,2023-11-07 14:31:05.516,Manager-000001,
657,review request received,2023-11-07 14:57:10.234,,
657,Check for completeness,2023-11-07 14:57:20.234,Clerk-000005,
657,Perform checks,2023-11-07 15:03:47.449,Clerk-000006,
657,Make decision,2023-11-07 15:34:15.813,Manager-000001,
657,notify reject,2023-11-07 15:44:08.233,Manager-000004,
657,time out,2023-11-07 15:47:50.145,,
657,EVENT 13 END,2023-11-07 15:48:00.145,,
658,Check for completeness,2023-11-07 14:07:55.623,Clerk-000002,
658,New online application received,2023-11-07 14:07:55.623,,
658,Request info,2023-11-07 14:08:29.088,Manager-000004,
658,info received,2023-11-07 14:15:50.693,,
658,Check for completeness,2023-11-07 14:16:00.693,Clerk-000006,
658,Perform checks,2023-11-07 14:31:56.567,Clerk-000004,
658,Make decision,2023-11-07 14:33:17.421,Manager-000002,
658,notify reject,2023-11-07 15:01:21.371,Manager-000003,
658,time out,2023-11-07 15:06:52.880,,
658,EVENT 13 END,2023-11-07 15:07:02.880,,
659,Check for completeness,2023-11-07 14:22:12.945,Clerk-000005,
659,New online application received,2023-11-07 14:22:12.945,,
659,Request info,2023-11-07 14:22:15.189,Manager-000006,
659,info received,2023-11-07 14:39:43.392,,
659,Check for completeness,2023-11-07 14:39:53.392,Clerk-000002,
659,Perform checks,2023-11-07 14:55:12.197,Clerk-000003,
659,Make decision,2023-11-07 15:00:48.472,Manager-000004,
659,notify reject,2023-11-07 15:01:23.760,Manager-000006,
659,time out,2023-11-07 15:19:03.719,,
659,EVENT 13 END,2023-11-07 15:19:13.719,,
660,Check:homonymous,2023-11-07 14:31:46.781,Clerk-000001,homonymous Label(Activity:'Check for completeness')
660,New online application received,2023-11-07 14:31:46.781,,
660,Request info,2023-11-07 14:38:44.725,Manager-000003,
660,info received,2023-11-07 14:50:04.075,,
660,Check:homonymous,2023-11-07 14:50:14.075,Clerk-000004,homonymous Label(Activity:'Check for completeness')
660,Check:homonymous,2023-11-07 15:08:25.346,Clerk-000002,homonymous Label(Activity:'Perform checks')
660,Make decision,2023-11-07 15:16:11.522,Manager-000002,
660,Notify accept,2023-11-07 15:17:38.995,Manager-000004,
660,Deliver card,2023-11-07 15:28:07.534,Manager-000003,
660,EVENT 13 END,2023-11-07 15:40:52.213,,
661,Check for completeness,2023-11-07 14:46:17.548,Clerk-000003,
661,New online application received,2023-11-07 14:46:17.548,,
661,Perform checks,2023-11-07 14:48:38.137,Clerk-000005,
661,Make decision,2023-11-07 14:48:52.172,Manager-000004,
661,notify reject,2023-11-07 14:49:34.592,Manager-000005,
661,time out,2023-11-07 15:31:25.257,,
661,EVENT 13 END,2023-11-07 15:31:35.257,,
662,Check:homonymous,2023-11-07 14:48:55.926,Clerk-000006,homonymous Label(Activity:'Check for completeness')
662,New online application received,2023-11-07 14:48:55.926,,
662,Request info,2023-11-07 14:53:16.148,Manager-000006,
662,info received,2023-11-07 14:54:46.584,,
662,Check:homonymous,2023-11-07 14:54:56.584,Clerk-000001,homonymous Label(Activity:'Check for completeness')
662,Request info,2023-11-07 15:03:56.246,Manager-000001,
662,info received,2023-11-07 15:10:29.728,,
662,Check:homonymous,2023-11-07 15:10:39.728,Clerk-000003,homonymous Label(Activity:'Check for completeness')
662,Check:homonymous,2023-11-07 15:22:09.893,Clerk-000005,homonymous Label(Activity:'Perform checks')
662,Make decision,2023-11-07 15:36:23.067,Manager-000002,
662,notify reject,2023-11-07 15:39:58.459,Manager-000006,
662,time out,2023-11-07 15:42:59.160,,
662,EVENT 13 END,2023-11-07 15:43:09.160,,
663,Check for completeness,2023-11-07 15:52:50.900,Clerk-000001,
663,New online application received,2023-11-07 15:52:50.900,,
663,Perform checks,2023-11-07 15:53:06.734,Clerk-000004,
663,Make decision,2023-11-07 16:06:14.448,Manager-000005,
663,Notify accept,2023-11-07 16:22:26.779,Manager-000003,
663,Deliver card,2023-11-07 16:38:04.641,Manager-000006,
663,EVENT 13 END,2023-11-07 16:45:02.795,,
664,Check for completeness,2023-11-07 16:06:12.370,Clerk-000002,
664,New online application received,2023-11-07 16:06:12.370,,
664,Request info,2023-11-07 16:17:05.900,Manager-000002,
664,info received,2023-11-07 16:44:22.161,,
664,Check for completeness,2023-11-07 16:44:32.161,Clerk-000004,
664,Perform checks,2023-11-07 16:54:06.406,Clerk-000002,
664,Make decision,2023-11-07 16:54:44.485,Manager-000002,
664,notify reject,2023-11-07 17:16:40.939,Manager-000006,
664,review request received,2023-11-07 17:26:41.534,,
664,Check for completeness,2023-11-07 17:26:51.534,Clerk-000004,
664,Request info,2023-11-07 18:00:48.955,Manager-000001,
664,info received,2023-11-07 18:08:19.767,,
664,Check for completeness,2023-11-07 18:08:29.767,Clerk-000005,
664,Request info,2023-11-07 18:21:23.567,Manager-000003,
664,info received,2023-11-07 18:24:25.506,,
664,Check for completeness,2023-11-07 18:24:35.506,Clerk-000002,
664,Request info,2023-11-07 18:54:02.884,Manager-000001,
664,info received,2023-11-07 19:40:12.210,,
664,Check for completeness,2023-11-07 19:40:22.210,Clerk-000001,
664,Request info,2023-11-07 19:57:38.426,Manager-000005,
664,info received,2023-11-07 20:02:10.435,,
664,Check for completeness,2023-11-07 20:02:20.435,Clerk-000003,
664,Request info,2023-11-07 20:25:41.514,Manager-000004,
664,info received,2023-11-07 20:34:11.354,,
664,Check for completeness,2023-11-07 20:34:21.354,Clerk-000006,
664,Perform checks,2023-11-07 20:39:05.335,Clerk-000002,
664,Make decision,2023-11-07 20:43:51.393,Manager-000006,
664,Notify accept,2023-11-07 20:48:58.192,Manager-000003,
664,Deliver card,2023-11-07 20:58:46.701,Manager-000002,
664,EVENT 13 END,2023-11-07 21:06:45.797,,
665,Check:homonymous,2023-11-07 16:11:21.219,Clerk-000003,homonymous Label(Activity:'Check for completeness')
665,New online application received,2023-11-07 16:11:21.219,,
665,Check:homonymous,2023-11-07 16:39:57.629,Clerk-000001,homonymous Label(Activity:'Perform checks')
665,Make decision,2023-11-07 16:45:42.096,Manager-000004,
665,Notify accept,2023-11-07 16:48:06.780,Manager-000005,
665,Deliver card,2023-11-07 16:56:10.010,Manager-000006,
665,EVENT 13 END,2023-11-07 16:59:30.087,,
666,Check for completeness,2023-11-07 16:38:01.439,Clerk-000006,
666,New online application received,2023-11-07 16:38:01.439,,
666,Perform checks,2023-11-07 16:39:17.159,Clerk-000005,
666,Make decision,2023-11-07 16:41:13.107,Manager-000001,
666,Notify accept,2023-11-07 16:48:31.361,Manager-000003,
666,Deliver card,2023-11-07 17:06:11.204,Manager-000004,
666,EVENT 13 END,2023-11-07 17:16:52.550,,
667,Check for completeness,2023-11-07 16:58:42.325,Clerk-000006,
667,New online application received,2023-11-07 16:58:42.325,,
667,Request info,2023-11-07 17:08:50.149,Manager-000001,
667,info received,2023-11-07 17:27:16.097,,
667,Check for completeness,2023-11-07 17:27:26.097,Clerk-000002,
667,Perform checks,2023-11-07 17:28:35.908,Clerk-000006,
667,Make decision,2023-11-07 17:37:03.275,Manager-000002,
667,Notify accept,2023-11-07 17:41:30.753,Manager-000004,
667,Deliver card,2023-11-07 17:56:03.890,Manager-000006,
667,EVENT 13 END,2023-11-07 18:22:48.074,,
668,Check for completeness,2023-11-07 17:07:30.598,Clerk-000003,
668,New online application received,2023-11-07 17:07:30.598,,
668,Request info,2023-11-07 17:13:27.059,Manager-000005,
668,info received,2023-11-07 17:16:38.154,,
668,Check for completeness,2023-11-07 17:16:48.154,Clerk-000005,
668,Perform checks,2023-11-07 17:17:50.569,Clerk-000001,
668,Make decision,2023-11-07 17:22:47.343,Manager-000003,
668,notify reject,2023-11-07 17:31:33.334,Manager-000005,
668,time out,2023-11-07 17:32:34.930,,
668,EVENT 13 END,2023-11-07 17:32:44.930,,
669,Check for completeness,2023-11-07 18:08:01.509,Clerk-000003,
669,New online application received,2023-11-07 18:08:01.509,,
669,Perform checks,2023-11-07 18:43:17.463,Clerk-000006,
669,Make decision,2023-11-07 18:45:40.385,Manager-000002,
669,notify reject,2023-11-07 18:50:32.748,Manager-000004,
669,time out,2023-11-07 19:08:16.905,,
669,EVENT 13 END,2023-11-07 19:08:26.905,,
670,Check:homonymous,2023-11-07 18:13:02.186,Clerk-000001,homonymous Label(Activity:'Check for completeness')
670,New online application received,2023-11-07 18:13:02.186,,
670,Request info,2023-11-07 18:34:04.531,Manager-000005,
670,info received,2023-11-07 18:56:08.753,,
670,Check:homonymous,2023-11-07 18:56:18.753,Clerk-000004,homonymous Label(Activity:'Check for completeness')
670,Check:homonymous,2023-11-07 19:01:39.922,Clerk-000005,homonymous Label(Activity:'Perform checks')
670,Make decision,2023-11-07 19:12:21.538,Manager-000006,
670,Notify accept,2023-11-07 19:13:07.397,Manager-000003,
670,Deliver card,2023-11-07 19:17:16.164,Manager-000002,
670,EVENT 13 END,2023-11-07 19:18:46.477,,
671,Check:homonymous,2023-11-07 22:46:07.790,Clerk-000004,homonymous Label(Activity:'Check for completeness')
671,New online application received,2023-11-07 22:46:07.790,,
671,Check:homonymous,2023-11-07 22:47:49.784,Clerk-000005,homonymous Label(Activity:'Perform checks')
671,Make decision,2023-11-07 22:49:54.169,Manager-000001,
671,Notify accept,2023-11-07 22:49:59.594,Manager-000005,
671,Deliver card,2023-11-07 23:02:35.992,Manager-000004,
671,EVENT 13 END,2023-11-07 23:09:27.699,,
672,Check for completeness,2023-11-07 23:33:36.401,Clerk-000001,
672,New online application received,2023-11-07 23:33:36.401,,
672,Perform checks,2023-11-08 00:12:04.985,Clerk-000003,
672,Make decision,2023-11-08 00:42:30.835,Manager-000001,
672,Notify accept,2023-11-08 00:55:03.568,Manager-000004,
672,Deliver card,2023-11-08 01:09:32.390,Manager-000003,
672,EVENT 13 END,2023-11-08 01:32:35.429,,
673,Check for completeness,2023-11-08 00:16:26.244,Clerk-000006,
673,New online application received,2023-11-08 00:16:26.244,,
673,Perform checks,2023-11-08 00:32:31.545,Clerk-000004,
673,Make decision,2023-11-08 00:35:55.814,Manager-000003,
673,Notify accept,2023-11-08 00:36:53.741,Manager-000002,
673,Deliver card,2023-11-08 00:45:12.291,Manager-000005,
673,EVENT 13 END,2023-11-08 00:50:46.922,,
674,Check for completeness,2023-11-08 00:28:57.174,Clerk-000002,
674,New online application received,2023-11-08 00:28:57.174,,
674,Request info,2023-11-08 00:33:25.727,Manager-000006,
674,info received,2023-11-08 00:36:46.562,,
674,Check for completeness,2023-11-08 00:36:56.562,Clerk-000005,
674,Perform checks,2023-11-08 00:52:36.728,Clerk-000001,
674,Make decision,2023-11-08 00:56:25.380,Manager-000006,
674,notify reject,2023-11-08 01:11:35.422,Manager-000002,
674,review request received,2023-11-08 01:11:52.867,,
674,Check for completeness,2023-11-08 01:12:02.867,Clerk-000006,
674,Perform checks,2023-11-08 01:20:13.516,Clerk-000002,
674,Make decision,2023-11-08 01:25:18.819,Manager-000005,
674,Notify accept,2023-11-08 01:27:30.407,Manager-000001,
674,Deliver card,2023-11-08 01:34:17.310,Manager-000004,
674,EVENT 13 END,2023-11-08 01:50:30.316,,
675,Check for completeness,2023-11-08 01:47:01.822,Clerk-000004,
675,New online application received,2023-11-08 01:47:01.822,,
675,Perform checks,2023-11-08 01:51:12.069,Clerk-000003,
675,Make decision,2023-11-08 01:51:58.817,Manager-000006,
675,Notify accept,2023-11-08 02:16:38.551,Manager-000002,
675,Deliver card,2023-11-08 02:39:40.351,Manager-000005,
675,EVENT 13 END,2023-11-08 02:42:09.473,,
676,Check:homonymous,2023-11-08 02:52:38.766,Clerk-000005,homonymous Label(Activity:'Check for completeness')
676,New online application received,2023-11-08 02:52:38.766,,
676,Request info,2023-11-08 02:59:12.762,Manager-000003,
676,info received,2023-11-08 03:48:54.649,,
676,Check:homonymous,2023-11-08 03:49:04.649,Clerk-000001,homonymous Label(Activity:'Check for completeness')
676,Request info,2023-11-08 04:02:53.816,Manager-000001,
676,info received,2023-11-08 04:06:33.270,,
676,Check:homonymous,2023-11-08 04:06:43.270,Clerk-000006,homonymous Label(Activity:'Check for completeness')
676,Request info,2023-11-08 04:11:43.558,Manager-000004,
676,info received,2023-11-08 04:18:43.945,,
676,Check:homonymous,2023-11-08 04:18:53.945,Clerk-000002,homonymous Label(Activity:'Check for completeness')
676,Request info,2023-11-08 04:21:30.144,Manager-000006,
676,info received,2023-11-08 04:26:48.288,,
676,Check:homonymous,2023-11-08 04:26:58.288,Clerk-000004,homonymous Label(Activity:'Check for completeness')
676,Check:homonymous,2023-11-08 04:32:15.366,Clerk-000003,homonymous Label(Activity:'Perform checks')
676,Make decision,2023-11-08 04:52:59.386,Manager-000002,
676,notify reject,2023-11-08 04:54:05.684,Manager-000005,
676,review request received,2023-11-08 05:13:56.824,,
676,Check:homonymous,2023-11-08 05:14:06.824,Clerk-000005,homonymous Label(Activity:'Check for completeness')
676,Request info,2023-11-08 05:17:33.250,Manager-000003,
676,info received,2023-11-08 05:26:56.261,,
676,Check:homonymous,2023-11-08 05:27:06.261,Clerk-000001,homonymous Label(Activity:'Check for completeness')
676,Check:homonymous,2023-11-08 05:43:48.675,Clerk-000004,homonymous Label(Activity:'Perform checks')
676,Make decision,2023-11-08 05:45:09.439,Manager-000004,
676,Notify accept,2023-11-08 05:50:39.361,Manager-000006,
676,Deliver card,2023-11-08 06:16:45.867,Manager-000003,
676,EVENT 13 END,2023-11-08 06:23:50.287,,
677,Check:homonymous,2023-11-08 05:27:25.187,Clerk-000006,homonymous Label(Activity:'Check for completeness')
677,New online application received,2023-11-08 05:27:25.187,,
677,Check:homonymous,2023-11-08 05:28:55.763,Clerk-000002,homonymous Label(Activity:'Perform checks')
677,Make decision,2023-11-08 05:38:53.083,Manager-000001,
677,Notify accept,2023-11-08 05:56:01.102,Manager-000002,
677,Deliver card,2023-11-08 05:56:01.120,Manager-000005,
677,EVENT 13 END,2023-11-08 06:08:03.331,,
678,Check:homonymous,2023-11-08 07:49:42.632,Clerk-000003,homonymous Label(Activity:'Check for completeness')
678,New online application received,2023-11-08 07:49:42.632,,
678,Request info,2023-11-08 08:01:08.764,Manager-000004,
678,info received,2023-11-08 08:12:51.554,,
678,Check:homonymous,2023-11-08 08:13:01.554,Clerk-000002,homonymous Label(Activity:'Check for completeness')
678,Request info,2023-11-08 08:22:53.990,Manager-000001,
678,info received,2023-11-08 08:25:48.811,,
678,Check:homonymous,2023-11-08 08:25:58.811,Clerk-000001,homonymous Label(Activity:'Check for completeness')
678,Request info,2023-11-08 08:37:23.936,Manager-000006,
678,info received,2023-11-08 08:45:09.748,,
678,Check:homonymous,2023-11-08 08:45:19.748,Clerk-000004,homonymous Label(Activity:'Check for completeness')
678,Check:homonymous,2023-11-08 09:03:10.732,Clerk-000003,homonymous Label(Activity:'Perform checks')
678,Make decision,2023-11-08 09:16:26.649,Manager-000003,
678,Notify accept,2023-11-08 09:20:07.642,Manager-000004,
678,Deliver card,2023-11-08 09:24:33.938,Manager-000001,
678,EVENT 13 END,2023-11-08 09:29:16.734,,
679,Check for completeness,2023-11-08 08:10:35.556,Clerk-000005,
679,New online application received,2023-11-08 08:10:35.556,,
679,Perform checks,2023-11-08 08:12:28.291,Clerk-000006,
679,Make decision,2023-11-08 08:23:28.024,Manager-000002,
679,notify reject,2023-11-08 08:28:29.633,Manager-000005,
679,time out,2023-11-08 08:30:54.273,,
679,EVENT 13 END,2023-11-08 08:31:04.273,,
680,Check:homonymous,2023-11-08 10:12:12.180,Clerk-000005,homonymous Label(Activity:'Check for completeness')
680,New online application received,2023-11-08 10:12:12.180,,
680,Request info,2023-11-08 10:22:14.766,Manager-000002,
680,info received,2023-11-08 11:01:44.291,,
680,Check:homonymous,2023-11-08 11:01:54.291,Clerk-000002,homonymous Label(Activity:'Check for completeness')
680,Check:homonymous,2023-11-08 11:06:00.845,Clerk-000006,homonymous Label(Activity:'Perform checks')
680,Make decision,2023-11-08 11:07:28.629,Manager-000005,
680,Notify accept,2023-11-08 11:12:30.379,Manager-000006,
680,Deliver card,2023-11-08 11:14:28.824,Manager-000003,
680,EVENT 13 END,2023-11-08 11:40:10.546,,
681,Check:homonymous,2023-11-08 14:17:53.717,Clerk-000001,homonymous Label(Activity:'Check for completeness')
681,New online application received,2023-11-08 14:17:53.717,,
681,Request info,2023-11-08 14:20:39.885,Manager-000004,
681,info received,2023-11-08 14:28:48.088,,
681,Check:homonymous,2023-11-08 14:28:58.088,Clerk-000004,homonymous Label(Activity:'Check for completeness')
681,Request info,2023-11-08 14:30:18.768,Manager-000001,
681,info received,2023-11-08 14:47:10.353,,
681,Check:homonymous,2023-11-08 14:47:20.353,Clerk-000003,homonymous Label(Activity:'Check for completeness')
681,Check:homonymous,2023-11-08 14:55:17.670,Clerk-000005,homonymous Label(Activity:'Perform checks')
681,Make decision,2023-11-08 14:57:55.341,Manager-000002,
681,notify reject,2023-11-08 15:09:34.788,Manager-000005,
681,review request received,2023-11-08 15:15:00.189,,
681,Check:homonymous,2023-11-08 15:15:10.189,Clerk-000006,homonymous Label(Activity:'Check for completeness')
681,Check:homonymous,2023-11-08 15:19:29.101,Clerk-000001,homonymous Label(Activity:'Perform checks')
681,Make decision,2023-11-08 15:29:54.967,Manager-000004,
681,Notify accept,2023-11-08 15:39:33.982,Manager-000002,
681,Deliver card,2023-11-08 15:47:36.627,Manager-000005,
681,EVENT 13 END,2023-11-08 15:57:38.430,,
682,Check for completeness,2023-11-08 15:14:58.435,Clerk-000002,
682,New online application received,2023-11-08 15:14:58.435,,
682,Request info,2023-11-08 15:26:39.650,Manager-000006,
682,info received,2023-11-08 15:27:57.184,,
682,Check for completeness,2023-11-08 15:28:07.184,Clerk-000004,
682,Request info,2023-11-08 15:29:10.776,Manager-000003,
682,info received,2023-11-08 15:31:44.184,,
682,Check for completeness,2023-11-08 15:31:54.184,Clerk-000003,
682,Request info,2023-11-08 15:34:53.795,Manager-000001,
682,info received,2023-11-08 15:53:24.652,,
682,Check for completeness,2023-11-08 15:53:34.652,Clerk-000005,
682,Perform checks,2023-11-08 15:57:21.374,Clerk-000006,
682,Make decision,2023-11-08 16:32:56.498,Manager-000003,
682,notify reject,2023-11-08 16:36:34.307,Manager-000004,
682,review request received,2023-11-08 16:53:09.738,,
682,Check for completeness,2023-11-08 16:53:19.738,Clerk-000003,
682,Request info,2023-11-08 16:57:45.818,Manager-000001,
682,info received,2023-11-08 17:02:59.663,,
682,Check for completeness,2023-11-08 17:03:09.663,Clerk-000005,
682,Perform checks,2023-11-08 17:20:37.936,Clerk-000002,
682,Make decision,2023-11-08 17:32:03.043,Manager-000003,
682,notify reject,2023-11-08 17:50:50.821,Manager-000004,
682,time out,2023-11-08 18:08:30.601,,
682,EVENT 13 END,2023-11-08 18:08:40.601,,
683,Check for completeness,2023-11-08 16:11:11.068,Clerk-000002,
683,New online application received,2023-11-08 16:11:11.068,,
683,Request info,2023-11-08 16:16:35.606,Manager-000006,
683,info received,2023-11-08 16:18:05.045,,
683,Check for completeness,2023-11-08 16:18:15.045,Clerk-000004,
683,Perform checks,2023-11-08 16:28:21.550,Clerk-000001,
683,Make decision,2023-11-08 16:38:22.588,Manager-000002,
683,Notify accept,2023-11-08 17:21:29.404,Manager-000005,
683,Deliver card,2023-11-08 17:23:17.460,Manager-000006,
683,EVENT 13 END,2023-11-08 17:32:29.301,,
684,Check:homonymous,2023-11-08 18:00:45.044,Clerk-000004,homonymous Label(Activity:'Check for completeness')
684,New online application received,2023-11-08 18:00:45.044,,
684,Request info,2023-11-08 18:08:06.481,Manager-000002,
684,info received,2023-11-08 18:10:00.186,,
684,Check:homonymous,2023-11-08 18:10:10.186,Clerk-000003,homonymous Label(Activity:'Check for completeness')
684,Request info,2023-11-08 18:15:17.118,Manager-000006,
684,info received,2023-11-08 18:16:02.321,,
684,Check:homonymous,2023-11-08 18:16:12.321,Clerk-000006,homonymous Label(Activity:'Check for completeness')
684,Request info,2023-11-08 18:25:10.622,Manager-000003,
684,info received,2023-11-08 18:27:31.320,,
684,Check:homonymous,2023-11-08 18:27:41.320,Clerk-000004,homonymous Label(Activity:'Check for completeness')
684,Request info,2023-11-08 18:45:52.071,Manager-000002,
684,info received,2023-11-08 18:54:52.429,,
684,Check:homonymous,2023-11-08 18:55:02.429,Clerk-000005,homonymous Label(Activity:'Check for completeness')
684,Request info,2023-11-08 19:09:41.716,Manager-000004,
684,info received,2023-11-08 19:11:51.175,,
684,Check:homonymous,2023-11-08 19:12:01.175,Clerk-000001,homonymous Label(Activity:'Check for completeness')
684,Request info,2023-11-08 19:15:10.980,Manager-000001,
684,info received,2023-11-08 19:29:56.119,,
684,Check:homonymous,2023-11-08 19:30:06.119,Clerk-000004,homonymous Label(Activity:'Check for completeness')
684,Request info,2023-11-08 19:31:39.306,Manager-000003,
684,info received,2023-11-08 19:41:44.149,,
684,Check:homonymous,2023-11-08 19:41:54.149,Clerk-000003,homonymous Label(Activity:'Check for completeness')
684,Check:homonymous,2023-11-08 19:47:53.385,Clerk-000005,homonymous Label(Activity:'Perform checks')
684,Make decision,2023-11-08 19:54:55.905,Manager-000004,
684,notify reject,2023-11-08 20:27:28.209,Manager-000002,
684,review request received,2023-11-08 20:27:47.937,,
684,Check:homonymous,2023-11-08 20:27:57.937,Clerk-000001,homonymous Label(Activity:'Check for completeness')
684,Check:homonymous,2023-11-08 20:45:45.598,Clerk-000004,homonymous Label(Activity:'Perform checks')
684,Make decision,2023-11-08 20:57:56.444,Manager-000001,
684,notify reject,2023-11-08 21:06:53.030,Manager-000004,
684,review request received,2023-11-08 21:11:05.631,,
684,Check:homonymous,2023-11-08 21:11:15.631,Clerk-000003,homonymous Label(Activity:'Check for completeness')
684,Check:homonymous,2023-11-08 21:21:35.970,Clerk-000005,homonymous Label(Activity:'Perform checks')
684,Make decision,2023-11-08 21:42:46.249,Manager-000002,
684,notify reject,2023-11-08 21:43:56.416,Manager-000005,
684,review request received,2023-11-08 21:47:05.829,,
684,Check:homonymous,2023-11-08 21:47:15.829,Clerk-000006,homonymous Label(Activity:'Check for completeness')
684,Request info,2023-11-08 22:16:31.750,Manager-000006,
684,info received,2023-11-08 22:24:57.325,,
684,Check:homonymous,2023-11-08 22:25:07.325,Clerk-000001,homonymous Label(Activity:'Check for completeness')
684,Request info,2023-11-08 22:25:38.811,Manager-000001,
684,info received,2023-11-08 23:24:44.134,,
684,Check:homonymous,2023-11-08 23:24:54.134,Clerk-000003,homonymous Label(Activity:'Check for completeness')
684,Request info,2023-11-08 23:41:38.284,Manager-000005,
684,info received,2023-11-08 23:53:59.922,,
684,Check:homonymous,2023-11-08 23:54:09.922,Clerk-000001,homonymous Label(Activity:'Check for completeness')
684,Check:homonymous,2023-11-08 23:56:57.871,Clerk-000002,homonymous Label(Activity:'Perform checks')
684,Make decision,2023-11-08 23:59:30.783,Manager-000004,
684,Notify accept,2023-11-09 00:00:45.566,Manager-000003,
684,Deliver card,2023-11-09 00:01:21.013,Manager-000002,
684,EVENT 13 END,2023-11-09 00:05:05.827,,
685,Check:homonymous,2023-11-08 18:02:00.723,Clerk-000006,homonymous Label(Activity:'Check for completeness')
685,New online application received,2023-11-08 18:02:00.723,,
685,Check:homonymous,2023-11-08 18:03:41.012,Clerk-000001,homonymous Label(Activity:'Perform checks')
685,Make decision,2023-11-08 18:04:58.351,Manager-000001,
685,notify reject,2023-11-08 18:10:51.728,Manager-000005,
685,review request received,2023-11-08 18:15:52.817,,
685,Check:homonymous,2023-11-08 18:16:02.817,Clerk-000002,homonymous Label(Activity:'Check for completeness')
685,Check:homonymous,2023-11-08 18:41:32.224,Clerk-000003,homonymous Label(Activity:'Perform checks')
685,Make decision,2023-11-08 18:51:59.065,Manager-000005,
685,notify reject,2023-11-08 18:58:59.913,Manager-000003,
685,review request received,2023-11-08 19:10:27.483,,
685,Check:homonymous,2023-11-08 19:10:37.483,Clerk-000006,homonymous Label(Activity:'Check for completeness')
685,Check:homonymous,2023-11-08 19:14:09.241,Clerk-000002,homonymous Label(Activity:'Perform checks')
685,Make decision,2023-11-08 19:15:01.263,Manager-000002,
685,Notify accept,2023-11-08 19:26:32.619,Manager-000005,
685,Deliver card,2023-11-08 19:28:42.391,Manager-000006,
685,EVENT 13 END,2023-11-08 19:35:46.732,,
686,Check:homonymous,2023-11-08 18:15:34.784,Clerk-000005,homonymous Label(Activity:'Check for completeness')
686,New online application received,2023-11-08 18:15:34.784,,
686,Check:homonymous,2023-11-08 18:16:28.518,Clerk-000001,homonymous Label(Activity:'Perform checks')
686,Make decision,2023-11-08 18:41:26.982,Manager-000004,
686,Notify accept,2023-11-08 18:46:22.453,Manager-000001,
