Case,Activity,Timestamp,Resource,label
1154,prepare drinks,2024-06-25 18:44:01.567,Barman-000003,
1154,Bring drinks,2024-06-25 18:46:58.067,Barman-000001,
1154,Review drinks,2024-06-25 18:53:38.575,Waiter-000001,
1154,Prepare main course,2024-06-27 19:50:50.481,Cook-000003,
1154,Signal food complete,2024-07-01 20:36:41.698,Cook-000003,
1154,Bring food,2024-07-01 20:42:30.194,Cook helper-000003,
1154,Deliver to customer,2024-07-01 20:46:41.924,Waiter-000003,
1154,EVENT 8 END,2024-07-01 20:47:35.803,,
1155,Take order,2024-06-25 18:45:00.000,Waiter-000002,
1155,start,2024-06-25 18:45:00.000,,
1155,Review order,2024-06-25 18:46:24.454,Waiter-000003,
1155,prepare drinks,2024-06-25 18:47:06.371,Barman-000002,
1155,Bring drinks,2024-06-25 18:47:58.369,Barman-000003,
1155,Review drinks,2024-06-25 19:05:59.639,Waiter-000003,
1155,prepare drinks,2024-06-25 19:06:50.479,Barman-000001,
1155,Bring drinks,2024-06-25 19:17:58.261,Barman-000002,
1155,Review drinks,2024-06-25 19:24:37.261,Waiter-000003,
1155,prepare drinks,2024-06-25 19:24:58.397,Barman-000003,
1155,Bring drinks,2024-06-25 19:33:51.504,Barman-000001,
1155,Review drinks,2024-06-25 19:36:42.772,Waiter-000002,
1155,prepare drinks,2024-06-25 19:37:13.595,Barman-000002,
1155,Bring drinks,2024-06-25 19:41:16.207,Barman-000003,
1155,Review drinks,2024-06-25 19:42:30.621,Waiter-000001,
1155,prepare drinks,2024-06-25 19:44:44.426,Barman-000001,
1155,Bring drinks,2024-06-25 19:46:20.031,Barman-000003,
1155,Review drinks,2024-06-25 19:48:37.516,Waiter-000004,
1155,Prepare main course,2024-06-27 20:05:38.491,Cook-000002,
1155,Signal food complete,2024-07-01 21:14:47.264,Cook-000001,
1155,Bring food,2024-07-01 22:14:01.020,Cook helper-000003,
1155,Deliver to customer,2024-07-01 22:20:47.698,Waiter-000001,
1155,EVENT 8 END,2024-07-01 22:21:00.297,,
1156,Take order,2024-06-25 19:00:00.000,Waiter-000004,
1156,start,2024-06-25 19:00:00.000,,
1156,Review order,2024-06-25 19:01:38.022,Waiter-000005,
1156,Prepare starter,2024-06-25 19:01:58.516,Cook helper-000002,
1156,prepare drinks,2024-06-25 19:01:58.516,Barman-000002,
1156,Bring drinks,2024-06-25 19:03:15.813,Barman-000001,form-based events(2024-06-25 19:03:15.813)
1156,Review drinks,2024-06-25 19:03:15.813,Waiter-000002,form-based events(2024-06-25 19:03:43.323)
1156,prepare drinks,2024-06-25 19:04:05.478,Barman-000002,
1156,Bring drinks,2024-06-25 19:07:49.387,Barman-000003,form-based events(2024-06-25 19:07:49.387)
1156,Review drinks,2024-06-25 19:07:49.387,Waiter-000005,form-based events(2024-06-25 19:17:30.296)
1156,Prepare main course,2024-06-27 20:36:47.525,Cook-000002,
1156,Signal food complete,2024-07-01 22:21:09.112,Cook-000002,
1156,Bring food,2024-07-01 23:10:10.667,Cook helper-000001,
1156,Deliver to customer,2024-07-01 23:22:04.565,Waiter-000005,
1156,EVENT 8 END,2024-07-01 23:23:52.435,,
1157,Take order,2024-06-25 19:15:00.000,Waiter-000004,
1157,start,2024-06-25 19:15:00.000,,
1157,Review order,2024-06-25 19:17:45.849,Waiter-000002,
1157,Prepare starter,2024-06-25 19:18:21.519,Cook helper-000001,
1157,prepare drinks,2024-06-25 19:18:21.519,Barman-000003,
1157,Bring drinks,2024-06-25 19:20:50.696,Barman-000001,form-based events(2024-06-25 19:20:50.696)
1157,Review drinks,2024-06-25 19:20:50.696,Waiter-000001,form-based events(2024-06-25 19:27:00.257)
1157,Prepare main course,2024-06-27 20:44:48.467,Cook-000001,
1157,Signal food complete,2024-07-01 21:30:30.666,Cook-000003,
1157,Bring food,2024-07-01 22:24:44.909,Cook helper-000001,
1157,Deliver to customer,2024-07-01 22:27:27.095,Waiter-000004,
1157,EVENT 8 END,2024-07-01 22:27:28.265,,
1158,Take order,2024-06-25 19:30:00.000,Waiter-000004,
1158,start,2024-06-25 19:30:00.000,,
1158,Review order,2024-06-25 19:33:00.448,Waiter-000005,
1158,Prepare starter,2024-06-25 19:33:24.644,Cook helper-000003,
1158,prepare drinks,2024-06-25 19:33:24.644,Barman-000002,
1158,Bring drinks,2024-06-25 19:34:52.713,Barman-000003,form-based events(2024-06-25 19:34:52.713)
1158,Review drinks,2024-06-25 19:34:52.713,Waiter-000003,form-based events(2024-06-25 19:40:36.970)
1158,prepare drinks,2024-06-25 19:40:52.149,Barman-000001,
1158,Bring drinks,2024-06-25 19:41:33.003,Barman-000002,form-based events(2024-06-25 19:41:33.003)
1158,Review drinks,2024-06-25 19:41:33.003,Waiter-000005,form-based events(2024-06-25 19:43:14.350)
1158,Prepare main course,2024-06-27 21:29:38.062,Cook-000001,
1158,Signal food complete,2024-07-01 22:28:51.249,Cook-000001,
1158,Bring food,2024-07-01 22:41:03.142,Cook helper-000002,
1158,Deliver to customer,2024-07-01 22:54:13.221,Waiter-000003,
1158,EVENT 8 END,2024-07-01 22:55:01.141,,
1159,Take order,2024-06-25 19:45:00.000,Waiter-000002,
1159,start,2024-06-25 19:45:00.000,,
1159,Review order,2024-06-25 19:46:24.515,Waiter-000003,
1159,Prepare starter,2024-06-25 19:47:57.287,Cook helper-000001,
1159,prepare drinks,2024-06-25 19:47:57.287,Barman-000002,
1159,Bring drinks,2024-06-25 19:48:50.407,Barman-000001,
1159,Review drinks,2024-06-25 19:49:13.158,Waiter-000005,
1159,prepare drinks,2024-06-25 19:50:36.909,Barman-000003,
1159,Bring drinks,2024-06-25 19:51:45.571,Barman-000002,
1159,Review drinks,2024-06-25 20:20:11.360,Waiter-000003,
1159,prepare drinks,2024-06-25 20:21:10.592,Barman-000002,
1159,Bring drinks,2024-06-25 20:24:38.835,Barman-000003,
1159,Review drinks,2024-06-25 20:25:33.080,Waiter-000002,
1159,Prepare main course,2024-06-27 21:54:04.569,Cook-000001,
1159,Signal food complete,2024-07-01 22:41:03.142,Cook-000001,
1159,Bring food,2024-07-01 22:43:07.169,Cook helper-000003,
1159,Deliver to customer,2024-07-01 22:44:46.178,Waiter-000003,
1159,EVENT 8 END,2024-07-01 22:45:33.999,,
116,Take order,2024-05-09 23:00:00.000,Waiter-000005,
116,start,2024-05-09 23:00:00.000,,
116,Review order,2024-05-09 23:01:27.504,Waiter-000002,
116,Prepare starter,2024-05-09 23:02:01.396,Cook helper-000002,
116,prepare drinks,2024-05-09 23:02:01.396,Barman-000002,
116,Bring drinks,2024-05-09 23:02:41.371,Barman-000001,
116,Review drinks,2024-05-09 23:03:26.947,Waiter-000001,
116,Signal food complete,2024-05-09 23:04:58.641,Cook-000001,
116,prepare drinks,2024-05-09 23:05:53.162,Barman-000002,
116,Bring drinks,2024-05-09 23:09:12.278,Barman-000001,
116,Review drinks,2024-05-09 23:11:43.298,Waiter-000003,
116,prepare drinks,2024-05-09 23:11:47.648,Barman-000002,
116,Bring drinks,2024-05-09 23:22:30.377,Barman-000002,
116,Review drinks,2024-05-09 23:23:10.838,Waiter-000005,
116,prepare drinks,2024-05-09 23:24:06.560,Barman-000002,
116,Bring drinks,2024-05-09 23:27:32.590,Barman-000002,
116,Review drinks,2024-05-09 23:36:46.061,Waiter-000002,
116,Bring food,2024-05-10 00:04:53.298,Cook helper-000003,
116,Deliver to customer,2024-05-10 00:08:04.416,Waiter-000001,
116,EVENT 8 END,2024-05-10 00:08:30.719,,
1160,Take order,2024-06-25 20:00:00.000,Waiter-000001,
1160,start,2024-06-25 20:00:00.000,,
1160,Review order,2024-06-25 20:00:09.878,Waiter-000002,
1160,prepare drinks,2024-06-25 20:03:27.264,Barman-000001,
1160,Bring drinks,2024-06-25 20:15:16.261,Barman-000003,
1160,Review drinks,2024-06-25 20:17:43.084,Waiter-000002,
1160,prepare drinks,2024-06-25 20:19:29.248,Barman-000003,
1160,Bring drinks,2024-06-25 20:22:21.963,Barman-000003,
1160,Review drinks,2024-06-25 20:23:13.049,Waiter-000004,
1160,Prepare main course,2024-06-27 22:36:33.266,Cook-000001,
1160,Signal food complete,2024-07-01 23:04:40.791,Cook-000003,
1160,Bring food,2024-07-01 23:16:47.538,Cook helper-000002,
1160,Deliver to customer,2024-07-01 23:18:47.484,Waiter-000004,
1160,EVENT 8 END,2024-07-01 23:18:53.943,,
1161,Take order,2024-06-25 20:15:00.000,Waiter-000004,
1161,start,2024-06-25 20:15:00.000,,
1161,Review order,2024-06-25 20:17:24.362,Waiter-000001,
1161,Prepare starter,2024-06-25 20:17:37.384,Cook helper-000003,
1161,prepare drinks,2024-06-25 20:17:37.384,Barman-000001,
1161,Bring drinks,2024-06-25 20:20:02.440,Barman-000001,
1161,Review drinks,2024-06-25 20:28:17.082,Waiter-000003,
1161,prepare drinks,2024-06-25 20:29:09.907,Barman-000002,
1161,Bring drinks,2024-06-25 20:34:23.529,Barman-000003,
1161,Review drinks,2024-06-25 20:36:17.865,Waiter-000002,
1161,Prepare main course,2024-06-27 22:45:15.552,Cook-000001,
1161,Signal food complete,2024-07-01 23:10:10.667,Cook-000002,
1161,Bring food,2024-07-02 00:21:50.594,Cook helper-000003,
1161,Deliver to customer,2024-07-02 00:21:56.476,Waiter-000004,
1161,EVENT 8 END,2024-07-02 00:22:25.932,,
1162,Take order,2024-06-25 20:30:00.000,Waiter-000005,
1162,start,2024-06-25 20:30:00.000,,
1162,Review order,2024-06-25 20:30:21.977,Waiter-000004,
1162,Prepare starter,2024-06-25 20:30:42.420,Cook helper-000002,
1162,prepare drinks,2024-06-25 20:30:42.420,Barman-000003,
1162,Bring drinks,2024-06-25 20:34:09.794,Barman-000001,form-based events(2024-06-25 20:34:09.794)
1162,Review drinks,2024-06-25 20:34:09.794,Waiter-000001,form-based events(2024-06-25 20:35:01.661)
1162,Prepare main course,2024-06-27 22:46:58.701,Cook-000001,
1162,Signal food complete,2024-07-01 23:16:47.538,Cook-000003,
1162,Bring food,2024-07-01 23:57:33.303,Cook helper-000002,
1162,Deliver to customer,2024-07-02 00:09:22.847,Waiter-000001,
1162,EVENT 8 END,2024-07-02 00:10:15.921,,
1163,Take order,2024-06-25 20:45:00.000,Waiter-000005,
1163,start,2024-06-25 20:45:00.000,,
1163,Review order,2024-06-25 20:51:19.754,Waiter-000001,
1163,prepare drinks,2024-06-25 20:52:05.889,Barman-000002,
1163,Bring drinks,2024-06-25 20:54:56.240,Barman-000001,
1163,Review drinks,2024-06-25 20:57:19.753,Waiter-000002,
1163,prepare drinks,2024-06-25 20:58:52.639,Barman-000003,
1163,Bring drinks,2024-06-25 21:05:23.958,Barman-000002,
1163,Review drinks,2024-06-25 21:37:07.290,Waiter-000004,
1163,prepare drinks,2024-06-25 21:38:51.813,Barman-000002,
1163,Bring drinks,2024-06-25 21:46:04.845,Barman-000002,
1163,Review drinks,2024-06-25 21:53:48.380,Waiter-000004,
1163,Prepare main course,2024-06-27 22:52:30.190,Cook-000001,
1163,Signal food complete,2024-07-02 00:16:10.268,Cook-000001,
1163,Bring food,2024-07-02 00:46:17.680,Cook helper-000003,
1163,Deliver to customer,2024-07-02 00:49:29.821,Waiter-000002,
1163,EVENT 8 END,2024-07-02 00:50:56.382,,
1164,Take order,2024-06-25 21:00:00.000,Waiter-000003,
1164,start,2024-06-25 21:00:00.000,,
1164,Review order,2024-06-25 21:00:11.835,Waiter-000004,
1164,prepare drinks,2024-06-25 21:02:03.196,Barman-000002,
1164,Bring drinks,2024-06-25 21:05:22.150,Barman-000001,
1164,Review drinks,2024-06-25 21:07:58.536,Waiter-000005,
1164,Prepare main course,2024-06-27 23:10:21.135,Cook-000003,
1164,Signal food complete,2024-07-02 00:02:36.212,Cook-000001,
1164,Bring food,2024-07-02 00:07:23.067,Cook helper-000001,
1164,Deliver to customer,2024-07-02 00:20:41.234,Waiter-000001,
1164,EVENT 8 END,2024-07-02 00:22:10.596,,
1165,Take order,2024-06-25 21:15:00.000,Waiter-000001,
1165,start,2024-06-25 21:15:00.000,,
1165,Review order,2024-06-25 21:18:58.472,Waiter-000002,
1165,prepare drinks,2024-06-25 21:19:40.473,Barman-000003,
1165,Bring drinks,2024-06-25 21:20:18.815,Barman-000001,
1165,Review drinks,2024-06-25 21:20:55.637,Waiter-000003,
1165,prepare drinks,2024-06-25 21:21:02.250,Barman-000003,
1165,Bring drinks,2024-06-25 21:26:40.049,Barman-000001,
1165,Review drinks,2024-06-25 21:38:32.828,Waiter-000005,
1165,Prepare main course,2024-06-27 23:35:21.785,Cook-000003,
1165,Signal food complete,2024-07-02 00:21:50.594,Cook-000002,
1165,Bring food,2024-07-02 00:26:50.158,Cook helper-000002,
1165,Deliver to customer,2024-07-02 00:33:41.152,Waiter-000001,
1165,EVENT 8 END,2024-07-02 00:34:51.264,,
1166,Take order,2024-06-25 21:30:00.000,Waiter-000001,
1166,start,2024-06-25 21:30:00.000,,
1166,Review order,2024-06-25 21:35:19.273,Waiter-000003,
1166,prepare drinks,2024-06-25 21:36:42.978,Barman-000003,
1166,Bring drinks,2024-06-25 21:43:57.218,Barman-000001,
1166,Review drinks,2024-06-25 21:49:37.376,Waiter-000002,
1166,Prepare main course,2024-06-27 23:41:21.485,Cook-000003,
1166,Signal food complete,2024-07-02 00:34:57.616,Cook-000002,
1166,Bring food,2024-07-02 00:50:11.129,Cook helper-000002,
1166,Deliver to customer,2024-07-02 01:02:06.691,Waiter-000001,
1166,EVENT 8 END,2024-07-02 01:03:07.517,,
1167,Take order,2024-06-25 21:45:00.000,Waiter-000001,
1167,start,2024-06-25 21:45:00.000,,
1167,Review order,2024-06-25 21:45:47.213,Waiter-000003,
1167,Prepare starter,2024-06-25 21:46:04.222,Cook helper-000002,
1167,prepare drinks,2024-06-25 21:46:04.222,Barman-000003,
1167,Bring drinks,2024-06-25 21:54:02.542,Barman-000001,
1167,Review drinks,2024-06-25 21:56:19.462,Waiter-000005,
1167,prepare drinks,2024-06-25 21:56:47.814,Barman-000002,
1167,Bring drinks,2024-06-25 21:56:58.062,Barman-000003,
1167,Review drinks,2024-06-25 22:04:38.460,Waiter-000003,
1167,Prepare main course,2024-06-27 23:48:21.853,Cook-000003,
1167,Signal food complete,2024-07-02 00:50:11.129,Cook-000002,
1167,Bring food,2024-07-02 00:58:40.730,Cook helper-000003,
1167,Deliver to customer,2024-07-02 00:59:43.740,Waiter-000005,
1167,EVENT 8 END,2024-07-02 01:02:52.792,,
1168,Take order,2024-06-25 22:00:00.000,Waiter-000001,
1168,start,2024-06-25 22:00:00.000,,
1168,Review order,2024-06-25 22:04:49.478,Waiter-000002,
1168,Prepare starter,2024-06-25 22:06:20.367,Cook helper-000001,
1168,prepare drinks,2024-06-25 22:06:20.367,Barman-000001,
1168,Bring drinks,2024-06-25 22:17:46.415,Barman-000002,
1168,Review drinks,2024-06-25 22:19:32.547,Waiter-000001,
1168,Prepare main course,2024-06-28 00:02:06.885,Cook-000002,
1168,Signal food complete,2024-07-02 01:47:49.621,Cook-000001,
1168,Bring food,2024-07-02 18:21:51.564,Cook helper-000002,
1168,Deliver to customer,2024-07-02 18:26:26.206,Waiter-000002,
1168,EVENT 8 END,2024-07-02 18:28:36.986,,
1169,Take order,2024-06-25 22:15:00.000,Waiter-000004,
1169,start,2024-06-25 22:15:00.000,,
1169,Review order,2024-06-25 22:17:48.434,Waiter-000005,
1169,Prepare starter,2024-06-25 22:18:09.482,Cook helper-000003,
1169,prepare drinks,2024-06-25 22:18:09.482,Barman-000003,
1169,Bring drinks,2024-06-25 22:19:38.603,Barman-000001,
1169,Review drinks,2024-06-25 22:20:21.918,Waiter-000003,
1169,Signal food complete,2024-06-28 00:09:32.716,Cook-000001,
1169,Bring food,2024-06-28 00:41:44.480,Cook helper-000003,
1169,Deliver to customer,2024-06-28 00:45:08.471,Waiter-000004,
1169,EVENT 8 END,2024-06-28 00:49:07.722,,
117,Take order,2024-05-09 23:15:00.000,Waiter-000005,
117,start,2024-05-09 23:15:00.000,,
117,Review order,2024-05-09 23:15:45.309,Waiter-000002,
117,prepare drinks,2024-05-09 23:16:44.883,Barman-000001,
117,Prepare main course,2024-05-09 23:19:44.516,Cook-000002,
117,Bring drinks,2024-05-09 23:20:09.431,Barman-000001,
117,Review drinks,2024-05-09 23:20:42.565,Waiter-000004,
117,prepare drinks,2024-05-09 23:22:21.123,Barman-000001,
117,Bring drinks,2024-05-09 23:25:54.512,Barman-000001,
117,Review drinks,2024-05-09 23:29:57.839,Waiter-000001,
117,prepare drinks,2024-05-09 23:30:51.961,Barman-000001,
117,Bring drinks,2024-05-09 23:34:49.732,Barman-000001,
117,Review drinks,2024-05-09 23:43:08.920,Waiter-000004,
117,Signal food complete,2024-05-10 00:01:08.239,Cook-000002,
117,Bring food,2024-05-10 00:08:04.416,Cook helper-000003,
117,Deliver to customer,2024-05-10 00:10:02.699,Waiter-000003,
117,EVENT 8 END,2024-05-10 00:12:15.948,,
1170,Take order,2024-06-25 22:30:00.000,Waiter-000002,
1170,start,2024-06-25 22:30:00.000,,
1170,Review order,2024-06-25 22:32:08.510,Waiter-000004,
1170,Prepare starter,2024-06-25 22:32:18.263,Cook helper-000002,
1170,prepare drinks,2024-06-25 22:32:18.263,Barman-000002,
1170,Bring drinks,2024-06-25 22:54:26.172,Barman-000003,form-based events(2024-06-25 22:54:26.172)
1170,Review drinks,2024-06-25 22:54:26.172,Waiter-000003,form-based events(2024-06-25 22:57:12.518)
1170,Prepare main course,2024-06-28 00:29:51.466,Cook-000003,
1170,Signal food complete,2024-07-02 01:20:06.523,Cook-000001,
1170,Bring food,2024-07-02 01:47:49.621,Cook helper-000002,
1170,Deliver to customer,2024-07-02 18:04:07.599,Waiter-000001,
1170,EVENT 8 END,2024-07-02 18:06:21.653,,
1171,Take order,2024-06-25 22:45:00.000,Waiter-000003,
1171,start,2024-06-25 22:45:00.000,,
1171,Review order,2024-06-25 22:45:04.415,Waiter-000002,
1171,Prepare starter,2024-06-25 22:45:13.131,Cook helper-000002,
1171,prepare drinks,2024-06-25 22:45:13.131,Barman-000003,
1171,Bring drinks,2024-06-25 22:50:25.251,Barman-000001,
1171,Review drinks,2024-06-25 22:52:53.353,Waiter-000001,
1171,Prepare main course,2024-06-28 00:52:19.584,Cook-000003,
1171,Signal food complete,2024-07-02 01:54:21.145,Cook-000003,
1171,Bring food,2024-07-02 18:45:25.150,Cook helper-000003,
1171,Deliver to customer,2024-07-02 18:45:29.215,Waiter-000002,
1171,EVENT 8 END,2024-07-02 18:46:49.377,,
1172,Take order,2024-06-25 23:00:00.000,Waiter-000002,
1172,start,2024-06-25 23:00:00.000,,
1172,Review order,2024-06-25 23:00:33.834,Waiter-000005,
1172,prepare drinks,2024-06-25 23:00:59.651,Barman-000001,
1172,Bring drinks,2024-06-25 23:06:43.383,Barman-000002,
1172,Review drinks,2024-06-25 23:07:43.079,Waiter-000003,
1172,Prepare main course,2024-06-28 01:17:25.106,Cook-000003,
1172,Signal food complete,2024-07-02 18:21:51.564,Cook-000001,
1172,Bring food,2024-07-02 19:31:32.782,Cook helper-000001,
1172,Deliver to customer,2024-07-02 19:32:28.799,Waiter-000003,
1172,EVENT 8 END,2024-07-02 19:42:49.760,,
1173,Take order,2024-06-25 23:15:00.000,Waiter-000005,
1173,start,2024-06-25 23:15:00.000,,
1173,Review order,2024-06-25 23:20:49.247,Waiter-000001,
1173,prepare drinks,2024-06-25 23:21:53.953,Barman-000003,
1173,Bring drinks,2024-06-25 23:52:09.477,Barman-000002,
1173,Review drinks,2024-06-25 23:54:00.505,Waiter-000001,
1173,Prepare main course,2024-06-28 01:18:23.714,Cook-000003,
1173,Signal food complete,2024-07-02 19:59:37.052,Cook-000002,
1173,Bring food,2024-07-02 21:07:02.681,Cook helper-000003,
1173,Deliver to customer,2024-07-02 21:13:10.637,Waiter-000003,
1173,EVENT 8 END,2024-07-02 21:13:48.224,,
1174,Take order,2024-06-25 23:30:00.000,Waiter-000004,
1174,start,2024-06-25 23:30:00.000,,
1174,Review order,2024-06-25 23:30:37.351,Waiter-000003,
1174,Prepare starter,2024-06-25 23:31:00.010,Cook helper-000002,
1174,prepare drinks,2024-06-25 23:31:00.010,Barman-000001,
1174,Bring drinks,2024-06-25 23:33:30.398,Barman-000002,
1174,Review drinks,2024-06-25 23:34:03.186,Waiter-000002,
1174,prepare drinks,2024-06-25 23:34:55.026,Barman-000001,
1174,Bring drinks,2024-06-25 23:35:17.220,Barman-000002,
1174,Review drinks,2024-06-25 23:36:33.644,Waiter-000005,
1174,prepare drinks,2024-06-25 23:37:52.892,Barman-000001,
1174,Bring drinks,2024-06-25 23:39:03.936,Barman-000002,
1174,Review drinks,2024-06-25 23:39:44.363,Waiter-000001,
1174,Prepare main course,2024-06-28 01:20:19.376,Cook-000002,
1174,Signal food complete,2024-07-02 19:43:38.564,Cook-000003,
1174,Bring food,2024-07-02 19:47:18.878,Cook helper-000003,
1174,Deliver to customer,2024-07-02 19:51:23.149,Waiter-000002,
1174,EVENT 8 END,2024-07-02 19:53:05.061,,
1175,Take order,2024-06-25 23:45:00.000,Waiter-000004,
1175,start,2024-06-25 23:45:00.000,,
1175,Review order,2024-06-25 23:50:18.104,Waiter-000002,
1175,prepare drinks,2024-06-25 23:51:44.208,Barman-000001,
1175,Bring drinks,2024-06-25 23:55:30.227,Barman-000003,
1175,Review drinks,2024-06-25 23:56:57.791,Waiter-000004,
1175,prepare drinks,2024-06-25 23:58:06.580,Barman-000002,
1175,Bring drinks,2024-06-26 00:01:32.291,Barman-000001,
1175,Review drinks,2024-06-26 00:04:39.614,Waiter-000005,
1175,Prepare main course,2024-06-28 01:24:08.361,Cook-000001,
1175,Signal food complete,2024-07-02 18:48:56.913,Cook-000003,
1175,Bring food,2024-07-02 19:43:38.564,Cook helper-000002,
1175,Deliver to customer,2024-07-02 19:47:00.826,Waiter-000003,
1175,EVENT 8 END,2024-07-02 19:58:33.841,,
1176,Take order,2024-06-26 00:00:00.000,Waiter-000002,
1176,start,2024-06-26 00:00:00.000,,
1176,Review order,2024-06-26 00:02:11.148,Waiter-000001,
1176,prepare drinks,2024-06-26 00:03:43.249,Barman-000003,
1176,Bring drinks,2024-06-26 00:14:35.593,Barman-000002,
1176,Review drinks,2024-06-26 00:17:22.352,Waiter-000002,
1176,Prepare main course,2024-06-28 01:26:39.647,Cook-000001,
1176,Signal food complete,2024-07-02 19:43:12.642,Cook-000002,
1176,Bring food,2024-07-02 19:43:48.087,Cook helper-000001,
1176,Deliver to customer,2024-07-02 19:45:13.742,Waiter-000005,
1176,EVENT 8 END,2024-07-02 19:47:09.653,,
1177,Take order,2024-06-26 00:15:00.000,Waiter-000003,
1177,start,2024-06-26 00:15:00.000,,
1177,Review order,2024-06-26 00:16:34.542,Waiter-000004,
1177,prepare drinks,2024-06-26 00:17:13.663,Barman-000001,
1177,Bring drinks,2024-06-26 00:18:49.366,Barman-000003,form-based events(2024-06-26 00:18:49.366)
1177,Review drinks,2024-06-26 00:18:49.366,Waiter-000001,form-based events(2024-06-26 00:20:13.990)
1177,prepare drinks,2024-06-26 00:20:44.566,Barman-000002,
1177,Bring drinks,2024-06-26 00:39:57.944,Barman-000003,form-based events(2024-06-26 00:39:57.944)
1177,Review drinks,2024-06-26 00:39:57.944,Waiter-000004,form-based events(2024-06-26 00:40:10.337)
1177,Prepare main course,2024-06-28 01:35:24.832,Cook-000001,
1177,Signal food complete,2024-07-02 19:56:12.090,Cook-000003,
1177,Bring food,2024-07-02 20:03:14.692,Cook helper-000001,
1177,Deliver to customer,2024-07-02 20:07:19.222,Waiter-000003,
1177,EVENT 8 END,2024-07-02 20:07:32.303,,
1178,Take order,2024-06-26 00:30:00.000,Waiter-000005,
1178,start,2024-06-26 00:30:00.000,,
1178,Review order,2024-06-26 00:33:34.902,Waiter-000003,
1178,prepare drinks,2024-06-26 00:34:24.884,Barman-000001,
1178,Bring drinks,2024-06-26 00:47:42.280,Barman-000003,
1178,Review drinks,2024-06-26 00:48:29.099,Waiter-000005,
1178,Prepare main course,2024-06-28 01:40:43.247,Cook-000002,
1178,Signal food complete,2024-07-02 20:02:03.647,Cook-000001,
1178,Bring food,2024-07-02 20:14:56.642,Cook helper-000002,
1178,Deliver to customer,2024-07-02 20:20:46.358,Waiter-000002,
1178,EVENT 8 END,2024-07-02 20:23:28.157,,
1179,Take order,2024-06-26 00:45:00.000,Waiter-000002,
1179,start,2024-06-26 00:45:00.000,,
1179,Review order,2024-06-26 00:46:19.419,Waiter-000001,
1179,prepare drinks,2024-06-26 00:46:21.613,Barman-000002,
1179,Bring drinks,2024-06-26 00:57:28.603,Barman-000001,
1179,Review drinks,2024-06-26 00:59:57.467,Waiter-000004,
1179,Prepare main course,2024-06-28 18:06:30.059,Cook-000003,
1179,Signal food complete,2024-07-02 20:14:48.449,Cook-000003,
1179,Bring food,2024-07-02 20:24:06.666,Cook helper-000001,
1179,Deliver to customer,2024-07-02 20:25:59.666,Waiter-000003,
1179,EVENT 8 END,2024-07-02 20:26:49.260,,
118,Take order,2024-05-09 23:30:00.000,Waiter-000004,
118,start,2024-05-09 23:30:00.000,,
118,Review order,2024-05-09 23:32:39.031,Waiter-000003,
118,Prepare starter,2024-05-09 23:34:41.487,Cook helper-000001,
118,prepare drinks,2024-05-09 23:34:47.079,Barman-000003,
118,Signal food complete,2024-05-09 23:35:59.585,Cook-000003,
118,Bring drinks,2024-05-09 23:36:46.061,Barman-000002,form-based events(2024-05-09 23:36:46.061)
118,Review drinks,2024-05-09 23:36:46.061,Waiter-000001,form-based events(2024-05-09 23:38:47.594)
118,Bring food,2024-05-10 00:46:05.188,Cook helper-000003,
118,Deliver to customer,2024-05-10 00:52:02.481,Waiter-000003,
118,EVENT 8 END,2024-05-10 00:53:37.447,,
1180,Take order,2024-06-26 01:00:00.000,Waiter-000002,
1180,start,2024-06-26 01:00:00.000,,
1180,Review order,2024-06-26 01:01:07.209,Waiter-000001,
1180,Prepare starter,2024-06-26 01:03:05.824,Cook helper-000003,
1180,prepare drinks,2024-06-26 01:03:05.824,Barman-000003,
1180,Bring drinks,2024-06-26 01:11:05.157,Barman-000002,
1180,Review drinks,2024-06-26 01:16:58.697,Waiter-000005,
1180,prepare drinks,2024-06-26 01:18:02.733,Barman-000003,
1180,Bring drinks,2024-06-26 01:18:44.111,Barman-000001,
1180,Review drinks,2024-06-26 01:34:23.123,Waiter-000003,
1180,prepare drinks,2024-06-26 01:35:47.644,Barman-000001,
1180,Bring drinks,2024-06-26 01:40:49.049,Barman-000002,
1180,Review drinks,2024-06-26 01:44:51.443,Waiter-000005,
1180,prepare drinks,2024-06-26 01:45:39.132,Barman-000001,
1180,Bring drinks,2024-06-26 01:46:55.205,Barman-000002,
1180,Review drinks,2024-06-26 01:50:24.677,Waiter-000001,
1180,prepare drinks,2024-06-26 01:51:50.405,Barman-000002,
1180,Bring drinks,2024-06-26 01:54:51.231,Barman-000001,
1180,Review drinks,2024-06-26 18:06:58.648,Waiter-000001,
1180,Prepare main course,2024-06-28 19:06:39.065,Cook-000002,
1180,Signal food complete,2024-07-02 20:51:33.622,Cook-000001,
1180,Bring food,2024-07-02 21:36:09.810,Cook helper-000003,
1180,Deliver to customer,2024-07-02 21:44:09.881,Waiter-000002,
1180,EVENT 8 END,2024-07-02 21:46:13.991,,
1181,Take order,2024-06-26 01:15:00.000,Waiter-000003,
1181,start,2024-06-26 01:15:00.000,,
1181,Review order,2024-06-26 01:15:02.121,Waiter-000001,
1181,Prepare starter,2024-06-26 01:16:07.887,Cook helper-000003,
1181,prepare drinks,2024-06-26 01:16:07.887,Barman-000001,
1181,Bring drinks,2024-06-26 01:18:37.443,Barman-000002,
1181,Review drinks,2024-06-26 01:20:32.298,Waiter-000003,
