"Case","Activity","Timestamp","Resource","Injection","org"
1136,"Check for completeness","2023-12-05 01:30:26.693","Clerk-000001","","Check for completeness"
1136,"Request info","2023-12-05 01:32:46.710","Manager-000006","","Request info"
1136,"info received","2023-12-05 01:33:13.226","","","info received"
1136,"Check for completeness","2023-12-05 01:33:23.226","Clerk-000005","","Check for completeness"
1136,"Request info","2023-12-05 01:41:11.202","Manager-000001","","Request info"
1136,"info received","2023-12-05 01:46:40.848","","","info received"
1136,"Check for completeness","2023-12-05 01:46:50.848","Clerk-000006","","Check for completeness"
1136,"Request info","2023-12-05 01:57:28.436","Manager-000005","","Request info"
1136,"info received","2023-12-05 02:00:41.941","","","info received"
1136,"Check for completeness","2023-12-05 02:00:51.941","Clerk-000002","","Check for completeness"
1136,"Request info","2023-12-05 02:01:56.494","Manager-000004","","Request info"
1136,"info received","2023-12-05 02:18:10.876","","","info received"
1136,"Check for completeness","2023-12-05 02:18:20.876","Clerk-000004","","Check for completeness"
1136,"Perform checks","2023-12-05 02:23:51.865","Clerk-000003","","Perform checks"
1136,"Make decision","2023-12-05 02:29:24.153","Manager-000003","","Make decision"
1136,"Notify accept","2023-12-05 02:44:33.176","Manager-000002","","Notify accept"
1136,"Deliver card","2023-12-05 02:45:54.868","Manager-000006","","Deliver card"
1136,"EVENT 13 END","2023-12-05 02:50:15.574","","","EVENT 13 END"
1137,"Check for completeness","2023-12-05 03:48:17.653","Clerk-000001","","Check for completeness"
1137,"New online application received","2023-12-05 03:48:17.653","","","New online application received"
1137,"Request info","2023-12-05 04:14:07.862","Manager-000001","","Request info"
1137,"info received","2023-12-05 04:14:11.369","","","info received"
1137,"Check for completeness","2023-12-05 04:14:21.369","Clerk-000005","","Check for completeness"
1137,"Request info","2023-12-05 04:24:31.104","Manager-000005","","Request info"
1137,"info received","2023-12-05 04:32:03.610","","","info received"
1137,"Check for completeness","2023-12-05 04:32:13.610","Clerk-000002","","Check for completeness"
1137,"Perform checks","2023-12-05 04:39:49.054","Clerk-000004","","Perform checks"
1137,"Make decision","2023-12-05 04:41:01.515","Manager-000003","","Make decision"
1137,"notify reject","2023-12-05 04:44:21.863","Manager-000002","","notify reject"
1137,"review request received","2023-12-05 05:21:42.942","","","review request received"
1137,"Check for completeness","2023-12-05 05:21:52.942","Clerk-000001","","Check for completeness"
1137,"Perform checks","2023-12-05 05:32:53.073","Clerk-000006","","Perform checks"
1137,"Make decision","2023-12-05 05:35:46.516","Manager-000001","","Make decision"
1137,"notify reject","2023-12-05 05:37:57.366","Manager-000005","","notify reject"
1137,"review request received","2023-12-05 05:47:38.346","","","review request received"
1137,"Check for completeness","2023-12-05 05:47:48.346","Clerk-000002","","Check for completeness"
1137,"Perform checks","2023-12-05 05:48:40.192","Clerk-000004","","Perform checks"
1137,"Make decision","2023-12-05 05:59:12.257","Manager-000006","","Make decision"
1137,"notify reject","2023-12-05 06:05:50.122","Manager-000005","","notify reject"
1137,"review request received","2023-12-05 06:19:33.827","","","review request received"
1137,"check complete","2023-12-05 06:19:43.827","Clerk-000005","synonymous Label(Activity)","Check for completeness"
1137,"Request info","2023-12-05 06:45:19.029","Manager-000003","","Request info"
1137,"info received","2023-12-05 06:49:57.120","","","info received"
1137,"Check for completeness","2023-12-05 06:50:07.120","Clerk-000001","","Check for completeness"
1137,"Perform checks","2023-12-05 07:20:41.406","Clerk-000004","","Perform checks"
1137,"Make decision","2023-12-05 07:41:26.114","Manager-000004","","Make decision"
1137,"Notify accept","2023-12-05 07:42:18.383","Manager-000005","","Notify accept"
1137,"Deliver card","2023-12-05 07:51:31.586","Manager-000002","","Deliver card"
1137,"EVENT 13 END","2023-12-05 07:56:33.591","","","EVENT 13 END"
1139,"Check for completeness","2023-12-05 06:30:51.097","Clerk-000002","","Check for completeness"
1139,"New online application received","2023-12-05 06:30:51.097","","","New online application received"
1139,"Perform checks","2023-12-05 06:46:57.769","Clerk-000003","","Perform checks"
1139,"Make decision","2023-12-05 06:46:59.807","Manager-000002","","Make decision"
1139,"notify reject","2023-12-05 06:52:01.512","Manager-000006","","notify reject"
1139,"revision received","2023-12-05 07:17:59.687","","synonymous Label(Activity)","review request received"
1139,"Check for completeness","2023-12-05 07:18:09.687","Clerk-000006","","Check for completeness"
1139,"Request info","2023-12-05 07:27:40.676","Manager-000001","","Request info"
1139,"info received","2023-12-05 07:31:30.144","","","info received"
1139,"Check for completeness","2023-12-05 07:31:40.144","Clerk-000005","","Check for completeness"
1139,"Perform checks","2023-12-05 07:38:39.232","Clerk-000002","","Perform checks"
1139,"Make decision","2023-12-05 07:45:41.360","Manager-000003","","Make decision"
1139,"Notify accept","2023-12-05 07:54:28.420","Manager-000006","","Notify accept"
1139,"Deliver card","2023-12-05 08:27:36.476","Manager-000001","","Deliver card"
1139,"EVENT 13 END","2023-12-05 08:34:51.488","","","EVENT 13 END"
1141,"Check for completeness","2023-12-05 09:04:53.879","Clerk-000006","","Check for completeness"
1141,"New online application received","2023-12-05 09:04:53.879","","","New online application received"
1141,"Perform checks","2023-12-05 09:05:50.022","Clerk-000005","","Perform checks"
1141,"take decision","2023-12-05 09:13:50.489","Manager-000005","synonymous Label(Activity)","Make decision"
1141,"Notify accept","2023-12-05 09:14:58.570","Manager-000003","","Notify accept"
1141,"Deliver card","2023-12-05 09:20:15.816","Manager-000002","","Deliver card"
1141,"EVENT 13 END","2023-12-05 09:44:21.005","","","EVENT 13 END"
1142,"Check for completeness","2023-12-05 09:43:28.838","Clerk-000002","","Check for completeness"
1142,"New online application received","2023-12-05 09:43:28.838","","","New online application received"
1142,"Perform checks","2023-12-05 09:47:20.722","Clerk-000003","","Perform checks"
1142,"Make decision","2023-12-05 09:53:07.781","Manager-000004","","Make decision"
1142,"notify reject","2023-12-05 09:55:43.498","Manager-000005","","notify reject"
1142,"time out","2023-12-05 10:23:33.792","","","time out"
1142,"EVENT 13 END","2023-12-05 10:23:43.792","","","EVENT 13 END"
1143,"Check for completeness","2023-12-05 10:27:26.901","Clerk-000006","","Check for completeness"
1143,"New online application received","2023-12-05 10:27:26.901","","","New online application received"
1143,"Perform checks","2023-12-05 10:29:07.844","Clerk-000005","","Perform checks"
1143,"Make decision","2023-12-05 10:33:11.216","Manager-000002","","Make decision"
1143,"Notify accept","2023-12-05 10:46:56.889","Manager-000006","","Notify accept"
1143,"Deliver card","2023-12-05 10:53:46.669","Manager-000004","","Deliver card"
1143,"EVENT 13 END","2023-12-05 10:59:34.055","","","EVENT 13 END"
1144,"Check for completeness","2023-12-05 12:31:13.404","Clerk-000001","","Check for completeness"
1144,"New online application received","2023-12-05 12:31:13.404","","","New online application received"
1144,"Perform checks","2023-12-05 12:34:04.019","Clerk-000004","","Perform checks"
1144,"Make decision","2023-12-05 12:49:17.816","Manager-000001","","Make decision"
1144,"notify reject","2023-12-05 12:55:59.103","Manager-000003","","notify reject"
1144,"review request received","2023-12-05 13:08:40.156","","","review request received"
1144,"Check for completeness","2023-12-05 13:08:50.156","Clerk-000002","","Check for completeness"
1144,"Request info","2023-12-05 13:14:19.214","Manager-000005","","Request info"
1144,"info received","2023-12-05 13:40:14.450","","","info received"
1144,"Check for completeness","2023-12-05 13:40:24.450","Clerk-000003","","Check for completeness"
1144,"Request info","2023-12-05 13:56:13.523","Manager-000002","","Request info"
1144,"info received","2023-12-05 14:05:39.701","","","info received"
1144,"Check for completeness","2023-12-05 14:05:49.701","Clerk-000006","","Check for completeness"
1144,"Request info","2023-12-05 14:18:26.717","Manager-000006","","Request info"
1144,"info received","2023-12-05 14:21:51.545","","","info received"
1144,"Check for completeness","2023-12-05 14:22:01.545","Clerk-000005","","Check for completeness"
1144,"Perform checks","2023-12-05 14:25:19.777","Clerk-000001","","Perform checks"
1144,"Make decision","2023-12-05 14:46:31.278","Manager-000004","","Make decision"
1144,"notify reject","2023-12-05 15:00:35.855","Manager-000001","","notify reject"
1144,"revision received","2023-12-05 15:28:44.261","","synonymous Label(Activity)","review request received"
1144,"Check for completeness","2023-12-05 15:28:54.261","Clerk-000002","","Check for completeness"
1144,"Perform checks","2023-12-05 15:29:21.360","Clerk-000003","","Perform checks"
1144,"Make decision","2023-12-05 15:34:24.800","Manager-000003","","Make decision"
1144,"notify reject","2023-12-05 15:46:54.027","Manager-000006","","notify reject"
1144,"review request received","2023-12-05 16:01:32.891","","","review request received"
1144,"Check for completeness","2023-12-05 16:01:42.891","Clerk-000002","","Check for completeness"
1144,"Request info","2023-12-05 16:06:23.780","Manager-000005","","Request info"
1144,"info received","2023-12-05 16:14:25.212","","","info received"
1144,"Check for completeness","2023-12-05 16:14:35.212","Clerk-000004","","Check for completeness"
1144,"Request info","2023-12-05 16:15:04.069","Manager-000002","","Request info"
1144,"info received","2023-12-05 16:22:04.057","","","info received"
1144,"Check for completeness","2023-12-05 16:22:14.057","Clerk-000003","","Check for completeness"
1144,"Perform checks","2023-12-05 16:30:43.402","Clerk-000006","","Perform checks"
1144,"Make decision","2023-12-05 16:33:29.716","Manager-000004","","Make decision"
1144,"send notification accept","2023-12-05 16:39:30.140","Manager-000006","synonymous Label(Activity)","Notify accept"
1144,"Deliver card","2023-12-05 16:43:13.108","Manager-000001","","Deliver card"
1144,"EVENT 13 END","2023-12-05 17:04:51.531","","","EVENT 13 END"
1146,"Check for completeness","2023-12-05 15:44:36.799","Clerk-000005","","Check for completeness"
1146,"New online application received","2023-12-05 15:44:36.799","","","New online application received"
1146,"Perform checks","2023-12-05 15:55:05.509","Clerk-000001","","Perform checks"
1146,"Make decision","2023-12-05 16:06:15.186","Manager-000001","","Make decision"
1146,"notify reject","2023-12-05 16:13:43.919","Manager-000003","","notify reject"
1146,"time out","2023-12-05 16:29:31.146","","","time out"
1146,"EVENT 13 END","2023-12-05 16:29:41.146","","","EVENT 13 END"
1148,"Check for completeness","2023-12-05 17:02:05.641","Clerk-000002","","Check for completeness"
1148,"New online application received","2023-12-05 17:02:05.641","","","New online application received"
1148,"Perform checks","2023-12-05 17:28:43.815","Clerk-000006","","Perform checks"
1148,"Make decision","2023-12-05 17:35:57.824","Manager-000004","","Make decision"
1148,"send notification accept","2023-12-05 17:38:30.887","Manager-000006","synonymous Label(Activity)","Notify accept"
1148,"Deliver card","2023-12-05 17:54:58.256","Manager-000001","","Deliver card"
1148,"EVENT 13 END","2023-12-05 18:09:53.553","","","EVENT 13 END"
1149,"Check for completeness","2023-12-05 17:21:34.180","Clerk-000004","","Check for completeness"
1149,"New online application received","2023-12-05 17:21:34.180","","","New online application received"
1149,"Perform checks","2023-12-05 17:35:09.174","Clerk-000001","","Perform checks"
1149,"Make decision","2023-12-05 17:47:06.431","Manager-000005","","Make decision"
1149,"Notify accept","2023-12-05 17:50:34.743","Manager-000003","","Notify accept"
1149,"send package","2023-12-05 18:05:42.717","Manager-000005","synonymous Label(Activity)","Deliver card"
1149,"EVENT 13 END","2023-12-05 18:25:16.054","","","EVENT 13 END"
1150,"Check for completeness","2023-12-05 17:25:01.391","Clerk-000003","","Check for completeness"
1150,"New online application received","2023-12-05 17:25:01.391","","","New online application received"
1150,"Perform checks","2023-12-05 17:33:14.487","Clerk-000005","","Perform checks"
1150,"Make decision","2023-12-05 17:50:20.913","Manager-000002","","Make decision"
1150,"notify reject","2023-12-05 17:59:32.505","Manager-000004","","notify reject"
1150,"review request received","2023-12-05 18:04:33.643","","","review request received"
1150,"Check for completeness","2023-12-05 18:04:43.643","Clerk-000002","","Check for completeness"
1150,"Request info","2023-12-05 18:07:08.568","Manager-000006","","Request info"
1150,"info received","2023-12-05 18:27:13.464","","","info received"
1150,"Check for completeness","2023-12-05 18:27:23.464","Clerk-000003","","Check for completeness"
1150,"Perform checks","2023-12-05 18:46:42.422","Clerk-000004","","Perform checks"
1150,"Make decision","2023-12-05 18:51:56.061","Manager-000002","","Make decision"
1150,"notify reject","2023-12-05 19:00:20.690","Manager-000004","","notify reject"
1150,"review request received","2023-12-05 19:00:59.006","","","review request received"
1150,"Check for completeness","2023-12-05 19:01:09.006","Clerk-000006","","Check for completeness"
1150,"Perform checks","2023-12-05 19:12:13.846","Clerk-000002","","Perform checks"
1150,"Make decision","2023-12-05 19:20:07.758","Manager-000005","","Make decision"
1150,"notify reject","2023-12-05 19:25:29.454","Manager-000006","","notify reject"
1150,"review request received","2023-12-05 19:27:33.865","","","review request received"
1150,"Check for completeness","2023-12-05 19:27:43.865","Clerk-000003","","Check for completeness"
1150,"Request info","2023-12-05 19:36:20.097","Manager-000002","","Request info"
1150,"information received","2023-12-05 19:40:43.276","","synonymous Label(Activity)","info received"
1150,"Check for completeness","2023-12-05 19:40:53.276","Clerk-000004","","Check for completeness"
1150,"Perform checks","2023-12-05 19:59:53.058","Clerk-000005","","Perform checks"
1150,"Make decision","2023-12-05 20:03:31.648","Manager-000003","","Make decision"
1150,"notify reject","2023-12-05 20:27:21.190","Manager-000005","","notify reject"
1150,"time out","2023-12-05 20:34:28.978","","","time out"
1150,"EVENT 13 END","2023-12-05 20:34:38.978","","","EVENT 13 END"
1151,"Check for completeness","2023-12-05 19:07:05.011","Clerk-000001","","Check for completeness"
1151,"New online application received","2023-12-05 19:07:05.011","","","New online application received"
1151,"Perform checks","2023-12-05 19:10:04.686","Clerk-000005","","Perform checks"
1151,"Make decision","2023-12-05 19:11:37.264","Manager-000003","","Make decision"
1151,"notify reject","2023-12-05 19:14:47.009","Manager-000001","","notify reject"
1151,"time out","2023-12-05 19:18:19.650","","","time out"
1151,"EVENT 13 END","2023-12-05 19:18:29.650","","","EVENT 13 END"
1152,"Check for completeness","2023-12-05 19:49:50.300","Clerk-000001","","Check for completeness"
1152,"application received","2023-12-05 19:49:50.300","","synonymous Label(Activity)","New online application received"
1152,"Request info","2023-12-05 20:01:31.881","Manager-000004","","Request info"
1152,"info received","2023-12-05 20:06:34.778","","","info received"
1152,"Check for completeness","2023-12-05 20:06:44.778","Clerk-000006","","Check for completeness"
1152,"Request info","2023-12-05 20:10:36.480","Manager-000001","","Request info"
1152,"info received","2023-12-05 20:22:15.722","","","info received"
1152,"Check for completeness","2023-12-05 20:22:25.722","Clerk-000002","","Check for completeness"
1152,"Perform checks","2023-12-05 20:34:34.908","Clerk-000006","","Perform checks"
1152,"Make decision","2023-12-05 20:45:11.713","Manager-000003","","Make decision"
1152,"notify reject","2023-12-05 20:46:42.058","Manager-000002","","notify reject"
1152,"review request received","2023-12-05 20:56:02.080","","","review request received"
1152,"Check for completeness","2023-12-05 20:56:12.080","Clerk-000001","","Check for completeness"
1152,"Request info","2023-12-05 21:01:03.005","Manager-000003","","Request info"
1152,"info received","2023-12-05 21:19:27.546","","","info received"
1152,"Check for completeness","2023-12-05 21:19:37.546","Clerk-000004","","Check for completeness"
1152,"Request info","2023-12-05 21:37:41.759","Manager-000001","","Request info"
1152,"info received","2023-12-05 21:42:55.751","","","info received"
1152,"Check for completeness","2023-12-05 21:43:05.751","Clerk-000006","","Check for completeness"
1152,"Perform checks","2023-12-05 21:54:45.080","Clerk-000001","","Perform checks"
1152,"Make decision","2023-12-05 22:05:27.218","Manager-000004","","Make decision"
1152,"Notify accept","2023-12-05 22:07:23.589","Manager-000001","","Notify accept"
1152,"Deliver card","2023-12-05 23:27:27.340","Manager-000004","","Deliver card"
1152,"EVENT 13 END","2023-12-06 00:07:36.950","","","EVENT 13 END"
1153,"Check for completeness","2023-12-05 20:26:18.081","Clerk-000003","","Check for completeness"
1153,"New online application received","2023-12-05 20:26:18.081","","","New online application received"
1153,"Request info","2023-12-05 20:46:13.366","Manager-000005","","Request info"
1153,"info received","2023-12-05 20:47:31.680","","","info received"
1153,"Check for completeness","2023-12-05 20:47:41.680","Clerk-000004","","Check for completeness"
1153,"Request info","2023-12-05 21:00:14.801","Manager-000004","","Request info"
1153,"info received","2023-12-05 21:14:41.884","","","info received"
1153,"verify completeness","2023-12-05 21:14:51.884","Clerk-000003","synonymous Label(Activity)","Check for completeness"
1153,"Request info","2023-12-05 21:18:19.860","Manager-000002","","Request info"
1153,"info received","2023-12-05 21:28:27.748","","","info received"
1153,"Check for completeness","2023-12-05 21:28:37.748","Clerk-000005","","Check for completeness"
1153,"Request info","2023-12-05 21:36:15.454","Manager-000003","","Request info"
1153,"info received","2023-12-05 22:05:10.618","","","info received"
1153,"Check for completeness","2023-12-05 22:05:20.618","Clerk-000005","","Check for completeness"
1153,"Perform checks","2023-12-05 22:30:19.537","Clerk-000004","","Perform checks"
1153,"Make decision","2023-12-05 22:47:42.294","Manager-000006","","Make decision"
1153,"notify reject","2023-12-05 22:47:56.799","Manager-000003","","notify reject"
1153,"time out","2023-12-05 22:49:14.198","","","time out"
1153,"EVENT 13 END","2023-12-05 22:49:24.198","","","EVENT 13 END"
1154,"Check for completeness","2023-12-05 20:28:58.077","Clerk-000004","","Check for completeness"
1154,"New online application received","2023-12-05 20:28:58.077","","","New online application received"
1154,"Request info","2023-12-05 20:28:58.692","Manager-000006","","Request info"
1154,"info received","2023-12-05 21:46:46.899","","","info received"
1154,"Check for completeness","2023-12-05 21:46:56.899","Clerk-000003","","Check for completeness"
1154,"Perform checks","2023-12-05 22:00:36.184","Clerk-000002","","Perform checks"
1154,"Make decision","2023-12-05 22:11:12.296","Manager-000005","","Make decision"
1154,"notify reject","2023-12-05 22:25:22.859","Manager-000002","","notify reject"
1154,"time out","2023-12-05 22:36:02.069","","","time out"
1154,"EVENT 13 END","2023-12-05 22:36:12.069","","","EVENT 13 END"
1157,"Check for completeness","2023-12-05 23:34:20.668","Clerk-000006","","Check for completeness"
1157,"New online application received","2023-12-05 23:34:20.668","","","New online application received"
1157,"Request info","2023-12-06 00:07:50.346","Manager-000002","","Request info"
1157,"info received","2023-12-06 00:29:33.704","","","info received"
1157,"Check for completeness","2023-12-06 00:29:43.704","Clerk-000005","","Check for completeness"
1157,"Perform checks","2023-12-06 00:36:26.691","Clerk-000002","","Perform checks"
1157,"Make decision","2023-12-06 00:50:34.197","Manager-000006","","Make decision"
1157,"Notify accept","2023-12-06 01:00:59.213","Manager-000005","","Notify accept"
1157,"Deliver card","2023-12-06 01:21:03.406","Manager-000003","","Deliver card"
1157,"EVENT 13 END","2023-12-06 01:30:33.367","","","EVENT 13 END"
1159,"Check for completeness","2023-12-05 23:52:06.881","Clerk-000001","","Check for completeness"
1159,"New online application received","2023-12-05 23:52:06.881","","","New online application received"
1159,"Perform checks","2023-12-05 23:57:25.717","Clerk-000002","","Perform checks"
1159,"Make decision","2023-12-06 00:15:31.491","Manager-000003","","Make decision"
1159,"notify reject","2023-12-06 00:23:18.355","Manager-000001","","notify reject"
1159,"review request received","2023-12-06 00:40:06.021","","","review request received"
1159,"Check for completeness","2023-12-06 00:40:16.021","Clerk-000001","","Check for completeness"
1159,"Perform checks","2023-12-06 01:15:47.577","Clerk-000004","","Perform checks"
1159,"Make decision","2023-12-06 01:20:41.086","Manager-000002","","Make decision"
1159,"notify reject","2023-12-06 01:22:46.416","Manager-000004","","notify reject"
1159,"review request received","2023-12-06 01:30:46.032","","","review request received"
1159,"Check for completeness","2023-12-06 01:30:56.032","Clerk-000005","","Check for completeness"
1159,"Request info","2023-12-06 01:34:40.781","Manager-000005","","Request info"
1159,"info received","2023-12-06 01:40:17.092","","","info received"
1159,"Check for completeness","2023-12-06 01:40:27.092","Clerk-000001","","Check for completeness"
1159,"Request info","2023-12-06 01:41:24.411","Manager-000001","","Request info"
1159,"info received","2023-12-06 02:09:15.863","","","info received"
1159,"Check for completeness","2023-12-06 02:09:25.863","Clerk-000004","","Check for completeness"
1159,"Perform checks","2023-12-06 02:30:34.691","Clerk-000005","","Perform checks"
1159,"Make decision","2023-12-06 02:55:50.005","Manager-000002","","Make decision"
1159,"notify reject","2023-12-06 03:16:41.028","Manager-000005","","notify reject"
1159,"time out","2023-12-06 03:41:46.005","","","time out"
1159,"EVENT 13 END","2023-12-06 03:41:56.005","","","EVENT 13 END"
1160,"Check for completeness","2023-12-06 00:21:54.949","Clerk-000003","","Check for completeness"
1160,"New online application received","2023-12-06 00:21:54.949","","","New online application received"
1160,"Perform checks","2023-12-06 00:41:50.763","Clerk-000005","","Perform checks"
1160,"Make decision","2023-12-06 01:01:45.125","Manager-000002","","Make decision"
1160,"notify reject","2023-12-06 01:03:20.476","Manager-000003","","notify reject"
1160,"time out","2023-12-06 01:06:23.116","","","time out"
1160,"EVENT 13 END","2023-12-06 01:06:33.116","","","EVENT 13 END"
1161,"Check for completeness","2023-12-06 00:23:29.224","Clerk-000001","","Check for completeness"
1161,"New online application received","2023-12-06 00:23:29.224","","","New online application received"
1161,"Perform checks","2023-12-06 00:24:36.739","Clerk-000006","","Perform checks"
1161,"Make decision","2023-12-06 00:39:24.074","Manager-000005","","Make decision"
1161,"Notify accept","2023-12-06 00:43:10.647","Manager-000003","","Notify accept"
1161,"Deliver card","2023-12-06 00:51:41.292","Manager-000004","","Deliver card"
1161,"EVENT 13 END","2023-12-06 01:12:41.307","","","EVENT 13 END"
1163,"Check for completeness","2023-12-06 03:16:56.084","Clerk-000003","","Check for completeness"
1163,"New online application received","2023-12-06 03:16:56.084","","","New online application received"
1163,"Perform checks","2023-12-06 03:19:01.324","Clerk-000001","","Perform checks"
1163,"Make decision","2023-12-06 03:27:38.206","Manager-000001","","Make decision"
1163,"Notify accept","2023-12-06 03:29:28.644","Manager-000003","","Notify accept"
1163,"Deliver card","2023-12-06 03:53:36.292","Manager-000002","","Deliver card"
1163,"EVENT 13 END","2023-12-06 03:56:44.801","","","EVENT 13 END"
1164,"Check for completeness","2023-12-06 04:41:30.688","Clerk-000002","","Check for completeness"
1164,"New online application received","2023-12-06 04:41:30.688","","","New online application received"
1164,"Request info","2023-12-06 04:43:25.224","Manager-000004","","Request info"
1164,"info received","2023-12-06 04:43:48.736","","","info received"
1164,"Check for completeness","2023-12-06 04:43:58.736","Clerk-000006","","Check for completeness"
1164,"Request info","2023-12-06 04:52:23.386","Manager-000001","","Request info"
1164,"info received","2023-12-06 04:59:44.037","","","info received"
1164,"check complete","2023-12-06 04:59:54.037","Clerk-000004","synonymous Label(Activity)","Check for completeness"
1164,"Request info","2023-12-06 05:01:09.424","Manager-000006","","Request info"
1164,"info received","2023-12-06 05:01:34.469","","","info received"
1164,"Check for completeness","2023-12-06 05:01:44.469","Clerk-000005","","Check for completeness"
1164,"Request info","2023-12-06 05:08:36.257","Manager-000005","","Request info"
1164,"info received","2023-12-06 05:12:40.128","","","info received"
1164,"Check for completeness","2023-12-06 05:12:50.128","Clerk-000003","","Check for completeness"
1164,"Perform checks","2023-12-06 05:18:43.793","Clerk-000001","","Perform checks"
1164,"Make decision","2023-12-06 05:40:23.974","Manager-000003","","Make decision"
1164,"notify reject","2023-12-06 05:46:48.138","Manager-000004","","notify reject"
1164,"review request received","2023-12-06 06:13:19.770","","","review request received"
1164,"Check for completeness","2023-12-06 06:13:29.770","Clerk-000001","","Check for completeness"
1164,"Perform checks","2023-12-06 06:21:53.472","Clerk-000002","","Perform checks"
1164,"Make decision","2023-12-06 06:31:27.236","Manager-000004","","Make decision"
1164,"notify reject","2023-12-06 06:31:36.629","Manager-000006","","notify reject"
1164,"time out","2023-12-06 06:52:48.116","","","time out"
1164,"EVENT 13 END","2023-12-06 06:52:58.116","","","EVENT 13 END"
1165,"Check for completeness","2023-12-06 05:33:44.788","Clerk-000002","","Check for completeness"
1165,"New online application received","2023-12-06 05:33:44.788","","","New online application received"
1165,"Request info","2023-12-06 05:44:10.013","Manager-000002","","Request info"
1165,"info received","2023-12-06 05:51:41.267","","","info received"
1165,"check complete","2023-12-06 05:51:51.267","Clerk-000006","synonymous Label(Activity)","Check for completeness"
1165,"Request info","2023-12-06 05:58:31.476","Manager-000001","","Request info"
1165,"info received","2023-12-06 06:11:19.004","","","info received"
1165,"assess completeness","2023-12-06 06:11:29.004","Clerk-000003","synonymous Label(Activity)","Check for completeness"
1165,"Request info","2023-12-06 06:18:48.165","Manager-000005","","Request info"
1165,"info received","2023-12-06 06:37:57.076","","","info received"
1165,"Check for completeness","2023-12-06 06:38:07.076","Clerk-000005","","Check for completeness"
1165,"Perform checks","2023-12-06 06:47:55.066","Clerk-000003","","Perform checks"
1165,"Make decision","2023-12-06 06:53:24.484","Manager-000003","","Make decision"
1165,"notify reject","2023-12-06 06:56:04.368","Manager-000002","","notify reject"
1165,"time out","2023-12-06 06:56:28.656","","","time out"
1165,"EVENT 13 END","2023-12-06 06:56:38.656","","","EVENT 13 END"
1166,"Check for completeness","2023-12-06 05:59:15.634","Clerk-000004","","Check for completeness"
1166,"New online application received","2023-12-06 05:59:15.634","","","New online application received"
1166,"Perform checks","2023-12-06 06:10:13.972","Clerk-000005","","Perform checks"
1166,"Make decision","2023-12-06 06:11:49.987","Manager-000006","","Make decision"
1166,"Notify accept","2023-12-06 06:22:13.179","Manager-000003","","Notify accept"
1166,"Deliver card","2023-12-06 06:24:01.840","Manager-000002","","Deliver card"
1166,"EVENT 13 END","2023-12-06 06:35:13.178","","","EVENT 13 END"
1167,"check no missing","2023-12-06 06:30:06.975","Clerk-000006","synonymous Label(Activity)","Check for completeness"
1167,"New online application received","2023-12-06 06:30:06.975","","","New online application received"
1167,"Request info","2023-12-06 06:31:02.995","Manager-000001","","Request info"
1167,"info received","2023-12-06 06:37:12.943","","","info received"
1167,"Check for completeness","2023-12-06 06:37:22.943","Clerk-000004","","Check for completeness"
1167,"Request info","2023-12-06 06:54:27.436","Manager-000004","","Request info"
1167,"info received","2023-12-06 07:04:27.851","","","info received"
1167,"Check for completeness","2023-12-06 07:04:37.851","Clerk-000001","","Check for completeness"
1167,"Request info","2023-12-06 07:06:05.307","Manager-000001","","Request info"
1167,"info received","2023-12-06 07:06:16.632","","","info received"
1167,"Check for completeness","2023-12-06 07:06:26.632","Clerk-000006","","Check for completeness"
1167,"Request info","2023-12-06 07:18:51.479","Manager-000005","","Request info"
1167,"info received","2023-12-06 07:26:20.653","","","info received"
1167,"Check for completeness","2023-12-06 07:26:30.653","Clerk-000002","","Check for completeness"
1167,"Request info","2023-12-06 07:27:58.748","Manager-000006","","Request info"
1167,"info received","2023-12-06 07:53:51.129","","","info received"
1167,"Check for completeness","2023-12-06 07:54:01.129","Clerk-000005","","Check for completeness"
1167,"Perform checks","2023-12-06 08:07:20.827","Clerk-000003","","Perform checks"
1167,"Make decision","2023-12-06 08:08:44.327","Manager-000003","","Make decision"
1167,"notify reject","2023-12-06 08:11:59.765","Manager-000002","","notify reject"
1167,"time out","2023-12-06 08:22:03.680","","","time out"
1167,"EVENT 13 END","2023-12-06 08:22:13.680","","","EVENT 13 END"
1168,"Check for completeness","2023-12-06 11:06:57.751","Clerk-000004","","Check for completeness"
1168,"New online application received","2023-12-06 11:06:57.751","","","New online application received"
1168,"Request info","2023-12-06 11:18:47.374","Manager-000004","","Request info"
1168,"info received","2023-12-06 11:42:42.188","","","info received"
1168,"Check for completeness","2023-12-06 11:42:52.188","Clerk-000006","","Check for completeness"
1168,"Perform checks","2023-12-06 11:44:11.909","Clerk-000002","","Perform checks"
1168,"Make decision","2023-12-06 11:44:41.491","Manager-000001","","Make decision"
1168,"notify reject","2023-12-06 11:50:11.756","Manager-000006","","notify reject"
1168,"time out","2023-12-06 11:52:38.788","","","time out"
1168,"EVENT 13 END","2023-12-06 11:52:48.788","","","EVENT 13 END"
1169,"Check for completeness","2023-12-06 11:36:34.599","Clerk-000001","","Check for completeness"
1169,"application received","2023-12-06 11:36:34.599","","synonymous Label(Activity)","New online application received"
1169,"Request info","2023-12-06 11:48:52.106","Manager-000005","","Request info"
1169,"info received","2023-12-06 11:50:09.252","","","info received"
1169,"Check for completeness","2023-12-06 11:50:19.252","Clerk-000005","","Check for completeness"
1169,"Request info","2023-12-06 11:59:03.012","Manager-000003","","Request info"
