"Case","Activity","Timestamp","Resource","Injection","org"
906,"Bring food_OaOqkgAv_Cook helper-000002","2024-06-18 20:02:17.677","Cook helper-000002","polluted Label(Activity)","Bring food"
906,"Deliver to customer","2024-06-18 20:17:03.806","Waiter-000001","","Deliver to customer"
906,"EVENT 8 END","2024-06-18 20:18:41.908","","","EVENT 8 END"
907,"Take order_OkQXgcJT_Waiter-000003","2024-06-13 20:45:00.000","Waiter-000003","polluted Label(Activity)","Take order"
907,"start","2024-06-13 20:45:00.000","","","start"
907,"Review order","2024-06-13 20:45:58.748","Waiter-000005","","Review order"
907,"prepare drinks_ouGXQdBv_Barman-000002","2024-06-13 20:48:14.992","Barman-000002","polluted Label(Activity)","prepare drinks"
907,"Bring drinks_KkitQDRT_Barman-000001","2024-06-13 20:50:43.271","Barman-000001","polluted Label(Activity)","Bring drinks"
907,"Review drinks","2024-06-13 20:53:21.047","Waiter-000005","","Review drinks"
907,"prepare drinks_mOLgKUal_Barman-000003","2024-06-13 20:53:37.963","Barman-000003","polluted Label(Activity)","prepare drinks"
907,"Bring drinks_iRdPQkJW_Barman-000001","2024-06-13 20:59:52.623","Barman-000001","polluted Label(Activity)","Bring drinks"
907,"Review drinks","2024-06-13 21:15:31.684","Waiter-000002","","Review drinks"
907,"Prepare main course_XbSoaRCt_Cook-000002","2024-06-15 00:07:18.421","Cook-000002","polluted Label(Activity)","Prepare main course"
907,"Signal food complete","2024-06-18 19:35:17.529","Cook-000002","","Signal food complete"
907,"Bring food_UqWskVjK_Cook helper-000003","2024-06-18 19:35:51.054","Cook helper-000003","polluted Label(Activity)","Bring food"
907,"Deliver to customer","2024-06-18 19:36:01.464","Waiter-000001","","Deliver to customer"
907,"EVENT 8 END_ykUATUdr_nan","2024-06-18 19:37:51.812","","polluted Label(Activity)","EVENT 8 END"
908,"Take order","2024-06-13 21:00:00.000","Waiter-000001","","Take order"
908,"start","2024-06-13 21:00:00.000","","","start"
908,"Review order","2024-06-13 21:02:03.676","Waiter-000004","","Review order"
908,"Prepare starter_ZdNoyRWw_Cook helper-000003","2024-06-13 21:02:15.496","Cook helper-000003","polluted Label(Activity)","Prepare starter"
908,"prepare drinks_EnDDkgNA_Barman-000003","2024-06-13 21:02:15.496","Barman-000003","polluted Label(Activity)","prepare drinks"
908,"Bring drinks_TdKmNqiQ_Barman-000003","2024-06-13 21:08:53.938","Barman-000003","polluted Label(Activity)","Bring drinks"
908,"Review drinks","2024-06-13 21:21:52.767","Waiter-000005","","Review drinks"
908,"Prepare main course","2024-06-15 00:23:22.632","Cook-000001","","Prepare main course"
908,"Signal food complete_aTtdqQBV_Cook-000001","2024-06-18 20:41:53.065","Cook-000001","polluted Label(Activity)","Signal food complete"
908,"Bring food","2024-06-18 21:00:58.379","Cook helper-000002","","Bring food"
908,"Deliver to customer_BNdJRbbg_Waiter-000005","2024-06-18 21:06:19.988","Waiter-000005","polluted Label(Activity)","Deliver to customer"
908,"EVENT 8 END_qIFscQMr_nan","2024-06-18 21:07:07.078","","polluted Label(Activity)","EVENT 8 END"
909,"Take order","2024-06-13 21:15:00.000","Waiter-000003","","Take order"
909,"start","2024-06-13 21:15:00.000","","","start"
909,"Review order","2024-06-13 21:16:29.418","Waiter-000001","","Review order"
909,"prepare drinks_yvefgPof_Barman-000001","2024-06-13 21:16:33.726","Barman-000001","polluted Label(Activity)","prepare drinks"
909,"Bring drinks_KdObwato_Barman-000001","2024-06-13 21:20:04.671","Barman-000001","polluted Label(Activity)","Bring drinks"
909,"Review drinks_pxoADPXe_Waiter-000003","2024-06-13 21:30:18.127","Waiter-000003","polluted Label(Activity)","Review drinks"
909,"prepare drinks","2024-06-13 21:30:54.763","Barman-000002","","prepare drinks"
909,"Bring drinks_mPNoNjID_Barman-000001","2024-06-13 21:36:42.361","Barman-000001","polluted Label(Activity)","Bring drinks"
909,"Review drinks_nGIiabNf_Waiter-000005","2024-06-13 21:42:56.684","Waiter-000005","polluted Label(Activity)","Review drinks"
909,"prepare drinks_EUSmOzQt_Barman-000003","2024-06-13 21:44:13.752","Barman-000003","polluted Label(Activity)","prepare drinks"
909,"Bring drinks_kAYhGjWa_Barman-000001","2024-06-13 21:49:12.985","Barman-000001","polluted Label(Activity)","Bring drinks"
909,"Review drinks_IESzwQnr_Waiter-000001","2024-06-13 21:51:30.122","Waiter-000001","polluted Label(Activity)","Review drinks"
909,"Prepare main course","2024-06-15 00:26:57.036","Cook-000003","","Prepare main course"
909,"Signal food complete","2024-06-18 20:12:26.042","Cook-000001","","Signal food complete"
909,"Bring food","2024-06-18 20:41:53.065","Cook helper-000003","","Bring food"
909,"Deliver to customer_EqSMDFHe_Waiter-000004","2024-06-18 21:01:18.351","Waiter-000004","polluted Label(Activity)","Deliver to customer"
909,"EVENT 8 END","2024-06-18 21:01:45.107","","","EVENT 8 END"
911,"Take order","2024-06-13 21:45:00.000","Waiter-000003","","Take order"
911,"start_DjhulJLi_nan","2024-06-13 21:45:00.000","","polluted Label(Activity)","start"
911,"Review order","2024-06-13 21:50:32.717","Waiter-000002","","Review order"
911,"prepare drinks_EnUmVxXR_Barman-000003","2024-06-13 21:51:02.484","Barman-000003","polluted Label(Activity)","prepare drinks"
911,"Bring drinks","2024-06-13 21:52:01.854","Barman-000001","","Bring drinks"
911,"Review drinks","2024-06-13 21:55:55.558","Waiter-000005","","Review drinks"
911,"Prepare main course_SEItiKyh_Cook-000001","2024-06-15 01:08:14.947","Cook-000001","polluted Label(Activity)","Prepare main course"
911,"Signal food complete","2024-06-18 21:00:58.379","Cook-000001","","Signal food complete"
911,"Bring food","2024-06-18 21:33:11.583","Cook helper-000002","","Bring food"
911,"Deliver to customer","2024-06-18 21:39:39.028","Waiter-000003","","Deliver to customer"
911,"EVENT 8 END_fUVsSIMW_nan","2024-06-18 21:42:56.572","","polluted Label(Activity)","EVENT 8 END"
913,"Take order","2024-06-13 22:15:00.000","Waiter-000003","","Take order"
913,"start","2024-06-13 22:15:00.000","","","start"
913,"Review order_agwhJiBd_Waiter-000001","2024-06-13 22:15:00.205","Waiter-000001","polluted Label(Activity)","Review order"
913,"prepare drinks_wIqueVri_Barman-000003","2024-06-13 22:15:59.820","Barman-000003","polluted Label(Activity)","prepare drinks"
913,"Bring drinks_JPEJHwgS_Barman-000002","2024-06-13 22:16:00.286","Barman-000002","polluted Label(Activity)","Bring drinks"
913,"Review drinks","2024-06-13 22:17:56.376","Waiter-000002","","Review drinks"
913,"Prepare main course","2024-06-15 01:33:48.048","Cook-000001","","Prepare main course"
913,"Signal food complete_OKLjXskO_Cook-000003","2024-06-18 21:25:37.291","Cook-000003","polluted Label(Activity)","Signal food complete"
913,"Bring food_fuLBimiJ_Cook helper-000002","2024-06-18 22:02:54.285","Cook helper-000002","polluted Label(Activity)","Bring food"
913,"Deliver to customer_pXxKoAbL_Waiter-000001","2024-06-18 22:05:43.783","Waiter-000001","polluted Label(Activity)","Deliver to customer"
913,"EVENT 8 END","2024-06-18 22:06:22.210","","","EVENT 8 END"
914,"Take order_YoTnCXUq_Waiter-000005","2024-06-13 22:30:00.000","Waiter-000005","polluted Label(Activity)","Take order"
914,"start","2024-06-13 22:30:00.000","","","start"
914,"Review order","2024-06-13 22:32:45.948","Waiter-000003","","Review order"
914,"Prepare starter","2024-06-13 22:34:15.571","Cook helper-000002","","Prepare starter"
914,"prepare drinks_QjjSTKUV_Barman-000003","2024-06-13 22:34:15.571","Barman-000003","polluted Label(Activity)","prepare drinks"
914,"Bring drinks_qhXnebMZ_Barman-000002","2024-06-13 22:39:39.758","Barman-000002","polluted Label(Activity)","Bring drinks"
914,"Review drinks","2024-06-13 22:39:43.015","Waiter-000001","","Review drinks"
914,"prepare drinks_KUwDGTnF_Barman-000001","2024-06-13 22:40:21.074","Barman-000001","polluted Label(Activity)","prepare drinks"
914,"Bring drinks","2024-06-13 22:41:04.361","Barman-000003","","Bring drinks"
914,"Review drinks_dHuxUjrb_Waiter-000004","2024-06-13 22:41:51.870","Waiter-000004","polluted Label(Activity)","Review drinks"
914,"prepare drinks_pfGohkrk_Barman-000002","2024-06-13 22:43:50.560","Barman-000002","polluted Label(Activity)","prepare drinks"
914,"Bring drinks_ArsDScAW_Barman-000003","2024-06-13 22:56:05.482","Barman-000003","polluted Label(Activity)","Bring drinks"
914,"Review drinks","2024-06-13 23:03:26.990","Waiter-000002","","Review drinks"
914,"Prepare main course","2024-06-15 01:37:52.280","Cook-000001","","Prepare main course"
914,"Signal food complete","2024-06-18 21:33:11.583","Cook-000001","","Signal food complete"
914,"Bring food","2024-06-18 22:19:46.595","Cook helper-000001","","Bring food"
914,"Deliver to customer","2024-06-18 22:20:12.272","Waiter-000005","","Deliver to customer"
914,"EVENT 8 END_MghRgXvj_nan","2024-06-18 22:23:13.834","","polluted Label(Activity)","EVENT 8 END"
915,"Take order","2024-06-13 22:45:00.000","Waiter-000002","","Take order"
915,"start","2024-06-13 22:45:00.000","","","start"
915,"Review order","2024-06-13 22:47:57.599","Waiter-000005","","Review order"
915,"prepare drinks","2024-06-13 22:49:17.785","Barman-000001","","prepare drinks"
915,"Bring drinks","2024-06-13 23:07:12.835","Barman-000003","","Bring drinks"
915,"Review drinks_LJQOmASS_Waiter-000004","2024-06-13 23:23:41.297","Waiter-000004","polluted Label(Activity)","Review drinks"
915,"prepare drinks","2024-06-13 23:24:36.867","Barman-000001","","prepare drinks"
915,"Bring drinks_ttilJgrj_Barman-000001","2024-06-13 23:32:40.725","Barman-000001","polluted Label(Activity)","Bring drinks"
915,"Review drinks","2024-06-13 23:37:54.491","Waiter-000002","","Review drinks"
915,"Prepare main course_CcJLaPzC_Cook-000001","2024-06-15 01:45:03.717","Cook-000001","polluted Label(Activity)","Prepare main course"
915,"Signal food complete","2024-06-18 21:52:17.296","Cook-000002","","Signal food complete"
915,"Bring food","2024-06-18 21:56:15.327","Cook helper-000003","","Bring food"
915,"Deliver to customer","2024-06-18 22:13:42.141","Waiter-000003","","Deliver to customer"
915,"EVENT 8 END_DjzdRwwA_nan","2024-06-18 22:14:02.360","","polluted Label(Activity)","EVENT 8 END"
916,"Take order","2024-06-13 23:00:00.000","Waiter-000001","","Take order"
916,"start_FGVGMBkd_nan","2024-06-13 23:00:00.000","","polluted Label(Activity)","start"
916,"Review order_XCGijcLq_Waiter-000004","2024-06-13 23:01:48.184","Waiter-000004","polluted Label(Activity)","Review order"
916,"Prepare starter_dxcOEZgY_Cook helper-000001","2024-06-13 23:02:13.796","Cook helper-000001","polluted Label(Activity)","Prepare starter"
916,"prepare drinks","2024-06-13 23:02:13.796","Barman-000002","","prepare drinks"
916,"Bring drinks","2024-06-13 23:08:41.842","Barman-000001","","Bring drinks"
916,"Review drinks_HNCVgokz_Waiter-000005","2024-06-13 23:12:55.376","Waiter-000005","polluted Label(Activity)","Review drinks"
916,"Prepare main course","2024-06-15 01:47:14.547","Cook-000002","","Prepare main course"
916,"Signal food complete_KmOiYbED_Cook-000002","2024-06-18 21:56:15.327","Cook-000002","polluted Label(Activity)","Signal food complete"
916,"Bring food_BiJFBDHM_Cook helper-000002","2024-06-18 22:27:13.630","Cook helper-000002","polluted Label(Activity)","Bring food"
916,"Deliver to customer","2024-06-18 22:33:20.784","Waiter-000001","","Deliver to customer"
916,"EVENT 8 END","2024-06-18 22:33:57.262","","","EVENT 8 END"
917,"Take order_hyOHTgey_Waiter-000003","2024-06-13 23:15:00.000","Waiter-000003","polluted Label(Activity)","Take order"
917,"start_DlEjRwNQ_nan","2024-06-13 23:15:00.000","","polluted Label(Activity)","start"
917,"Review order","2024-06-13 23:19:34.296","Waiter-000001","","Review order"
917,"Prepare starter_tfvMBwAZ_Cook helper-000002","2024-06-13 23:23:36.883","Cook helper-000002","polluted Label(Activity)","Prepare starter"
917,"prepare drinks","2024-06-13 23:23:36.883","Barman-000002","","prepare drinks"
917,"Bring drinks","2024-06-13 23:27:44.167","Barman-000003","","Bring drinks"
917,"Review drinks_DvMqqMdU_Waiter-000003","2024-06-13 23:37:14.204","Waiter-000003","polluted Label(Activity)","Review drinks"
917,"prepare drinks_EcEBpbXg_Barman-000003","2024-06-13 23:37:53.560","Barman-000003","polluted Label(Activity)","prepare drinks"
917,"Bring drinks","2024-06-13 23:40:59.363","Barman-000002","","Bring drinks"
917,"Review drinks_XuOkWcNh_Waiter-000005","2024-06-13 23:41:52.788","Waiter-000005","polluted Label(Activity)","Review drinks"
917,"Signal food complete_GxIbKAVS_Cook-000002","2024-06-15 01:52:33.241","Cook-000002","polluted Label(Activity)","Signal food complete"
917,"Bring food","2024-06-17 18:57:08.726","Cook helper-000002","","Bring food"
917,"Deliver to customer_YBTXXiRb_Waiter-000001","2024-06-17 18:58:58.418","Waiter-000001","polluted Label(Activity)","Deliver to customer"
917,"EVENT 8 END_ZMdVgLvK_nan","2024-06-17 18:59:21.651","","polluted Label(Activity)","EVENT 8 END"
918,"Take order_xrrcBFZo_Waiter-000002","2024-06-13 23:30:00.000","Waiter-000002","polluted Label(Activity)","Take order"
918,"start","2024-06-13 23:30:00.000","","","start"
918,"Review order_eBvgNefu_Waiter-000005","2024-06-13 23:30:28.433","Waiter-000005","polluted Label(Activity)","Review order"
918,"prepare drinks_UDPHlbNh_Barman-000002","2024-06-13 23:30:38.973","Barman-000002","polluted Label(Activity)","prepare drinks"
918,"Bring drinks","2024-06-13 23:30:39.100","Barman-000002","","Bring drinks"
918,"Review drinks","2024-06-13 23:37:26.908","Waiter-000001","","Review drinks"
918,"Prepare main course","2024-06-17 18:52:43.332","Cook-000003","","Prepare main course"
918,"Signal food complete","2024-06-18 22:25:09.001","Cook-000001","","Signal food complete"
918,"Bring food","2024-06-18 22:58:10.937","Cook helper-000001","","Bring food"
918,"Deliver to customer_XnSBdlmI_Waiter-000004","2024-06-18 23:00:14.691","Waiter-000004","polluted Label(Activity)","Deliver to customer"
918,"EVENT 8 END_uYnbjMws_nan","2024-06-18 23:02:27.634","","polluted Label(Activity)","EVENT 8 END"
920,"Take order_HriRvCbP_Waiter-000001","2024-06-14 00:00:00.000","Waiter-000001","polluted Label(Activity)","Take order"
920,"start_CBDKTTsj_nan","2024-06-14 00:00:00.000","","polluted Label(Activity)","start"
920,"Review order_arLLCWPV_Waiter-000004","2024-06-14 00:00:17.832","Waiter-000004","polluted Label(Activity)","Review order"
920,"Prepare starter_kupwIyxL_Cook helper-000001","2024-06-14 00:00:22.401","Cook helper-000001","polluted Label(Activity)","Prepare starter"
920,"prepare drinks_RzNTapbB_Barman-000003","2024-06-14 00:00:22.401","Barman-000003","polluted Label(Activity)","prepare drinks"
920,"Bring drinks","2024-06-14 00:02:59.978","Barman-000002","","Bring drinks"
920,"Review drinks_lFjZIPas_Waiter-000005","2024-06-14 00:05:34.802","Waiter-000005","polluted Label(Activity)","Review drinks"
920,"Prepare main course","2024-06-17 19:18:16.347","Cook-000003","","Prepare main course"
920,"Signal food complete","2024-06-18 22:58:10.937","Cook-000001","","Signal food complete"
920,"Bring food_rxnUEEQs_Cook helper-000003","2024-06-18 23:30:10.778","Cook helper-000003","polluted Label(Activity)","Bring food"
920,"Deliver to customer","2024-06-18 23:42:13.556","Waiter-000003","","Deliver to customer"
920,"EVENT 8 END","2024-06-18 23:42:22.216","","","EVENT 8 END"
921,"Take order","2024-06-14 00:15:00.000","Waiter-000002","","Take order"
921,"start","2024-06-14 00:15:00.000","","","start"
921,"Review order_DApHvMYX_Waiter-000001","2024-06-14 00:19:12.489","Waiter-000001","polluted Label(Activity)","Review order"
921,"prepare drinks","2024-06-14 00:21:31.387","Barman-000002","","prepare drinks"
921,"Bring drinks_TfpGTxhg_Barman-000001","2024-06-14 00:23:23.382","Barman-000001","polluted Label(Activity)","Bring drinks"
921,"Review drinks","2024-06-14 00:33:13.560","Waiter-000002","","Review drinks"
921,"Prepare main course_SyrXbuqo_Cook-000001","2024-06-17 20:00:11.739","Cook-000001","polluted Label(Activity)","Prepare main course"
921,"Signal food complete_eiEvZIjE_Cook-000002","2024-06-18 23:31:21.669","Cook-000002","polluted Label(Activity)","Signal food complete"
921,"Bring food","2024-06-18 23:39:55.002","Cook helper-000001","","Bring food"
921,"Deliver to customer","2024-06-18 23:42:00.200","Waiter-000001","","Deliver to customer"
921,"EVENT 8 END_XJIDjvxp_nan","2024-06-18 23:42:18.280","","polluted Label(Activity)","EVENT 8 END"
922,"Take order","2024-06-14 00:30:00.000","Waiter-000005","","Take order"
922,"start_DLzkgVGU_nan","2024-06-14 00:30:00.000","","polluted Label(Activity)","start"
922,"Review order","2024-06-14 00:31:39.874","Waiter-000003","","Review order"
922,"prepare drinks","2024-06-14 00:32:10.336","Barman-000003","","prepare drinks"
922,"Bring drinks","2024-06-14 00:35:53.232","Barman-000002","","Bring drinks"
922,"Review drinks_LFvsuVGC_Waiter-000001","2024-06-14 00:37:17.359","Waiter-000001","polluted Label(Activity)","Review drinks"
922,"Prepare main course_eROaPimB_Cook-000001","2024-06-17 20:17:03.305","Cook-000001","polluted Label(Activity)","Prepare main course"
922,"Signal food complete","2024-06-18 23:38:20.896","Cook-000003","","Signal food complete"
922,"Bring food_dWcOsGMN_Cook helper-000002","2024-06-18 23:40:47.197","Cook helper-000002","polluted Label(Activity)","Bring food"
922,"Deliver to customer","2024-06-18 23:40:50.118","Waiter-000005","","Deliver to customer"
922,"EVENT 8 END_MeNilcCH_nan","2024-06-18 23:43:43.621","","polluted Label(Activity)","EVENT 8 END"
924,"Take order","2024-06-14 01:00:00.000","Waiter-000005","","Take order"
924,"start_nIPNcGVE_nan","2024-06-14 01:00:00.000","","polluted Label(Activity)","start"
924,"Review order","2024-06-14 01:00:50.071","Waiter-000002","","Review order"
924,"prepare drinks","2024-06-14 01:01:41.500","Barman-000002","","prepare drinks"
924,"Bring drinks","2024-06-14 01:01:55.016","Barman-000001","","Bring drinks"
924,"Review drinks","2024-06-14 01:04:24.933","Waiter-000001","","Review drinks"
924,"Prepare main course_MPSfPfEr_Cook-000003","2024-06-17 20:27:53.465","Cook-000003","polluted Label(Activity)","Prepare main course"
924,"Signal food complete","2024-06-18 23:51:31.274","Cook-000001","","Signal food complete"
924,"Bring food","2024-06-19 18:14:58.761","Cook helper-000002","","Bring food"
924,"Deliver to customer","2024-06-19 18:19:01.087","Waiter-000002","","Deliver to customer"
924,"EVENT 8 END_DXRSkCrU_nan","2024-06-19 18:22:29.724","","polluted Label(Activity)","EVENT 8 END"
925,"Take order_sKVxDXoG_Waiter-000004","2024-06-14 01:15:00.000","Waiter-000004","polluted Label(Activity)","Take order"
925,"start","2024-06-14 01:15:00.000","","","start"
925,"Review order","2024-06-14 01:16:25.052","Waiter-000003","","Review order"
925,"prepare drinks","2024-06-14 01:17:02.378","Barman-000003","","prepare drinks"
925,"Bring drinks","2024-06-14 01:23:56.579","Barman-000002","","Bring drinks"
925,"Review drinks_XqtGijUx_Waiter-000002","2024-06-14 01:26:40.110","Waiter-000002","polluted Label(Activity)","Review drinks"
925,"Prepare main course","2024-06-17 20:32:40.803","Cook-000002","","Prepare main course"
925,"Signal food complete","2024-06-18 23:59:34.153","Cook-000002","","Signal food complete"
925,"Bring food_pKcnbfWR_Cook helper-000001","2024-06-19 01:26:23.557","Cook helper-000001","polluted Label(Activity)","Bring food"
925,"Deliver to customer","2024-06-19 01:36:34.486","Waiter-000003","","Deliver to customer"
925,"EVENT 8 END","2024-06-19 01:39:30.069","","","EVENT 8 END"
926,"Take order","2024-06-14 01:30:00.000","Waiter-000001","","Take order"
926,"start","2024-06-14 01:30:00.000","","","start"
926,"Review order_EqYEifwp_Waiter-000004","2024-06-14 01:31:13.660","Waiter-000004","polluted Label(Activity)","Review order"
926,"prepare drinks","2024-06-14 01:33:37.450","Barman-000001","","prepare drinks"
926,"Bring drinks_RPSiqgpj_Barman-000003","2024-06-14 01:36:54.730","Barman-000003","polluted Label(Activity)","Bring drinks"
926,"Review drinks","2024-06-14 01:47:58.050","Waiter-000001","","Review drinks"
926,"Prepare main course_fSgEGdde_Cook-000001","2024-06-17 20:44:06.901","Cook-000001","polluted Label(Activity)","Prepare main course"
926,"Signal food complete","2024-06-19 00:34:06.699","Cook-000003","","Signal food complete"
926,"Bring food_NGAqFznh_Cook helper-000002","2024-06-19 01:01:46.577","Cook helper-000002","polluted Label(Activity)","Bring food"
926,"Deliver to customer_voCiEEwR_Waiter-000003","2024-06-19 01:12:06.573","Waiter-000003","polluted Label(Activity)","Deliver to customer"
926,"EVENT 8 END_mnacXDVF_nan","2024-06-19 01:14:09.715","","polluted Label(Activity)","EVENT 8 END"
927,"Take order_pTIyixOK_Waiter-000005","2024-06-14 01:45:00.000","Waiter-000005","polluted Label(Activity)","Take order"
927,"start","2024-06-14 01:45:00.000","","","start"
927,"Review order_OKRPvUeR_Waiter-000002","2024-06-14 01:45:36.815","Waiter-000002","polluted Label(Activity)","Review order"
927,"Prepare starter_ZJSrpyhw_Cook helper-000002","2024-06-14 01:47:40.066","Cook helper-000002","polluted Label(Activity)","Prepare starter"
927,"prepare drinks_AejnAhxo_Barman-000002","2024-06-14 01:47:40.066","Barman-000002","polluted Label(Activity)","prepare drinks"
927,"Bring drinks_EoqdyifH_Barman-000001","2024-06-14 01:56:09.161","Barman-000001","polluted Label(Activity)","Bring drinks"
927,"Review drinks_Tuujuppd_Waiter-000003","2024-06-14 01:58:32.989","Waiter-000003","polluted Label(Activity)","Review drinks"
927,"Prepare main course","2024-06-17 20:59:19.895","Cook-000003","","Prepare main course"
927,"Signal food complete","2024-06-19 18:27:12.278","Cook-000003","","Signal food complete"
927,"Bring food_kcnvgfaD_Cook helper-000003","2024-06-19 18:28:35.066","Cook helper-000003","polluted Label(Activity)","Bring food"
927,"Deliver to customer_lyrArItS_Waiter-000004","2024-06-19 18:29:08.805","Waiter-000004","polluted Label(Activity)","Deliver to customer"
927,"EVENT 8 END","2024-06-19 18:30:09.135","","","EVENT 8 END"
928,"start_uIUzyMvk_nan","2024-06-14 02:00:00.000","","polluted Label(Activity)","start"
928,"Take order","2024-06-14 18:00:00.000","Waiter-000002","","Take order"
928,"Review order","2024-06-14 18:05:21.717","Waiter-000001","","Review order"
928,"Prepare starter","2024-06-14 18:05:24.130","Cook helper-000003","","Prepare starter"
928,"prepare drinks_qNcRMRJR_Barman-000003","2024-06-14 18:05:24.130","Barman-000003","polluted Label(Activity)","prepare drinks"
928,"Bring drinks_MRJvWMZS_Barman-000002","2024-06-14 18:09:42.557","Barman-000002","polluted Label(Activity)","Bring drinks"
928,"Review drinks","2024-06-14 18:11:50.664","Waiter-000003","","Review drinks"
928,"prepare drinks","2024-06-14 18:12:24.374","Barman-000001","","prepare drinks"
928,"Bring drinks","2024-06-14 18:12:49.284","Barman-000003","","Bring drinks"
928,"Review drinks_KIoEXhYn_Waiter-000001","2024-06-14 18:21:05.847","Waiter-000001","polluted Label(Activity)","Review drinks"
928,"prepare drinks","2024-06-14 18:21:34.908","Barman-000001","","prepare drinks"
928,"Bring drinks_cydGotvk_Barman-000003","2024-06-14 18:23:28.320","Barman-000003","polluted Label(Activity)","Bring drinks"
928,"Review drinks","2024-06-14 18:36:50.301","Waiter-000003","","Review drinks"
928,"Prepare main course_UTCXKrfs_Cook-000001","2024-06-17 20:59:48.721","Cook-000001","polluted Label(Activity)","Prepare main course"
928,"Signal food complete","2024-06-19 01:35:22.081","Cook-000002","","Signal food complete"
928,"Bring food","2024-06-19 01:46:56.696","Cook helper-000001","","Bring food"
928,"Deliver to customer_bIsjcSqa_Waiter-000002","2024-06-19 01:49:55.742","Waiter-000002","polluted Label(Activity)","Deliver to customer"
928,"EVENT 8 END_GwrUkFEp_nan","2024-06-19 01:50:12.591","","polluted Label(Activity)","EVENT 8 END"
929,"Take order","2024-06-14 18:15:00.000","Waiter-000005","","Take order"
929,"start_lEAxBuCD_nan","2024-06-14 18:15:00.000","","polluted Label(Activity)","start"
929,"Review order_HPgVJwYz_Waiter-000002","2024-06-14 18:15:34.595","Waiter-000002","polluted Label(Activity)","Review order"
929,"Prepare starter","2024-06-14 18:16:51.299","Cook helper-000001","","Prepare starter"
929,"prepare drinks_imyMvhPW_Barman-000002","2024-06-14 18:16:51.299","Barman-000002","polluted Label(Activity)","prepare drinks"
929,"Bring drinks_wbhVMJRx_Barman-000001","2024-06-14 18:23:30.031","Barman-000001","polluted Label(Activity)","Bring drinks"
929,"Review drinks","2024-06-14 18:25:03.754","Waiter-000004","","Review drinks"
929,"Prepare main course_detMLGqL_Cook-000002","2024-06-17 21:05:35.862","Cook-000002","polluted Label(Activity)","Prepare main course"
929,"Signal food complete","2024-06-19 01:26:23.557","Cook-000002","","Signal food complete"
929,"Bring food","2024-06-19 01:35:22.081","Cook helper-000003","","Bring food"
929,"Deliver to customer_DwfgLaOW_Waiter-000005","2024-06-19 01:37:17.273","Waiter-000005","polluted Label(Activity)","Deliver to customer"
929,"EVENT 8 END","2024-06-19 01:38:31.852","","","EVENT 8 END"
930,"Take order","2024-06-14 18:30:00.000","Waiter-000005","","Take order"
930,"start_UXodAsbQ_nan","2024-06-14 18:30:00.000","","polluted Label(Activity)","start"
930,"Review order","2024-06-14 18:30:33.400","Waiter-000002","","Review order"
930,"Prepare starter_CAddpNzT_Cook helper-000001","2024-06-14 18:30:33.655","Cook helper-000001","polluted Label(Activity)","Prepare starter"
930,"prepare drinks_oZFGykEv_Barman-000002","2024-06-14 18:30:33.655","Barman-000002","polluted Label(Activity)","prepare drinks"
930,"Bring drinks_FkjqRQEv_Barman-000001","2024-06-14 18:39:18.721","Barman-000001","polluted Label(Activity)","Bring drinks"
930,"Review drinks","2024-06-14 18:40:08.829","Waiter-000005","","Review drinks"
930,"prepare drinks","2024-06-14 18:43:39.458","Barman-000003","","prepare drinks"
930,"Bring drinks_GWovjQGf_Barman-000002","2024-06-14 18:44:55.071","Barman-000002","polluted Label(Activity)","Bring drinks"
930,"Review drinks","2024-06-14 18:45:29.341","Waiter-000003","","Review drinks"
930,"prepare drinks_dEVxyxIA_Barman-000003","2024-06-14 18:45:39.480","Barman-000003","polluted Label(Activity)","prepare drinks"
930,"Bring drinks_mNmedgHQ_Barman-000001","2024-06-14 18:51:57.508","Barman-000001","polluted Label(Activity)","Bring drinks"
930,"Review drinks","2024-06-14 18:58:17.623","Waiter-000001","","Review drinks"
930,"Prepare main course_IaRoXMOM_Cook-000002","2024-06-17 21:18:00.294","Cook-000002","polluted Label(Activity)","Prepare main course"
930,"Signal food complete","2024-06-19 01:57:49.702","Cook-000003","","Signal food complete"
930,"Bring food_ixhGjbGC_Cook helper-000001","2024-06-19 18:16:06.906","Cook helper-000001","polluted Label(Activity)","Bring food"
930,"Deliver to customer","2024-06-19 18:16:15.192","Waiter-000001","","Deliver to customer"
930,"EVENT 8 END_DwlJHNRB_nan","2024-06-19 18:16:32.699","","polluted Label(Activity)","EVENT 8 END"
931,"Take order","2024-06-14 18:45:00.000","Waiter-000004","","Take order"
931,"start","2024-06-14 18:45:00.000","","","start"
931,"Review order_DOfFjUXm_Waiter-000001","2024-06-14 18:45:05.677","Waiter-000001","polluted Label(Activity)","Review order"
931,"Prepare starter_DSFRYhPf_Cook helper-000002","2024-06-14 18:45:08.028","Cook helper-000002","polluted Label(Activity)","Prepare starter"
931,"prepare drinks_sxqowDQv_Barman-000001","2024-06-14 18:45:08.028","Barman-000001","polluted Label(Activity)","prepare drinks"
931,"Bring drinks_ecvKarDh_Barman-000002","2024-06-14 18:51:31.100","Barman-000002","polluted Label(Activity)","Bring drinks"
931,"Review drinks_wYjocFuE_Waiter-000003","2024-06-14 18:59:22.700","Waiter-000003","polluted Label(Activity)","Review drinks"
931,"prepare drinks","2024-06-14 18:59:25.196","Barman-000003","","prepare drinks"
931,"Bring drinks","2024-06-14 19:05:44.894","Barman-000002","","Bring drinks"
