Case,Activity,Timestamp,Resource,Event,label
10948750,send confirmation receipt,2014-07-24 07:00:05,560872,2766,form-based (orig=2014-07-24 07:00:07)
10948750,start WABOprocedure,2014-07-24 07:00:08,560872,2768,
10948750,start decision phase extension granted,2014-07-24 07:00:08,560890,2770,form-based (orig=2014-09-15 07:00:01)
10948750,enter senddate decision procedure term extension,2014-07-24 07:00:08,560890,2772,form-based (orig=2014-09-16 07:00:05)
10948750,start decision phase extension granted,2014-09-16 07:00:06,560890,2773,
10948750,ask stakeholders views,2014-10-24 07:00:01,560890,2787,
10948750,by law,2014-10-24 07:00:01,560890,2790,form-based (orig=2014-10-24 07:00:02)
10948750,coordination of application,2014-10-24 07:00:01,560890,2789,form-based (orig=2014-10-24 07:00:03)
10948750,create cover letter extend procedure term,2014-10-24 07:00:03,560890,2785,form-based (orig=2014-10-24 07:00:04)
10948750,create decision procedure term extension,2014-10-24 07:00:03,560890,2804,form-based (orig=2014-10-24 07:00:05) ; form-based (orig=2014-10-24 07:00:03)
10948750,create subcases completeness,2014-10-24 07:00:03,560890,2782,form-based (orig=2014-10-24 07:00:06)
10948750,create subcases content,2014-10-24 07:00:07,560890,2778,
10948750,creating cover letter decision,2014-10-24 07:00:08,560890,2794,
10948750,creating decision procedure term extension,2014-10-24 07:00:09,560890,2799,
10948750,creating environmental permit decision,2014-10-24 07:00:10,560890,2800,
10948750,decision date prior to decision,2014-10-24 07:00:11,560890,2784,
10948750,decision date prior to decision,2014-10-24 07:00:12,560890,2791,
10948750,enter senddate decision environmental permit,2014-10-24 07:00:13,560890,2808,
10948750,enter senddate procedure term extension,2014-10-24 07:00:14,560890,2795,
10948750,extend procedure term,2014-10-24 07:00:14,560890,2781,form-based (orig=2014-10-24 07:00:15)
10948750,generating decision environmental permit,2014-10-24 07:00:14,560890,2798,form-based (orig=2014-10-24 07:00:16) ; form-based (orig=2014-10-24 07:00:14)
10948750,grounds for refusal,2014-10-24 07:00:14,560890,2786,form-based (orig=2014-10-24 07:00:17) ; form-based (orig=2014-10-24 07:00:16)
10948750,phase advice known,2014-10-24 07:00:16,560890,2802,form-based (orig=2014-10-24 07:00:18)
10948750,phase application receptive,2014-10-24 07:00:19,560890,2805,
10948750,phase decision ready,2014-10-24 07:00:20,560890,2803,
10948750,phase decision sent,2014-10-24 07:00:21,560890,2807,
10948750,phase decision taken,2014-10-24 07:00:21,560890,2801,form-based (orig=2014-10-24 07:00:22)
10948750,phase procedure extended,2014-10-24 07:00:21,560890,2796,form-based (orig=2014-10-24 07:00:23)
10948750,procedure change,2014-10-24 07:00:24,560890,2775,
10948750,procedure change,2014-10-24 07:00:25,560890,2779,
10948750,register number of days extension period,2014-10-24 07:00:26,560890,2783,
10948750,register objection and appeal periods,2014-10-24 07:00:27,560890,2793,
10948750,request complete,2014-10-24 07:00:28,560890,2776,
10948750,send letter in progress,2014-10-24 07:00:29,560890,2777,
10948750,set decision status,2014-10-24 07:00:30,560890,2797,
10948750,set decision status,2014-10-24 07:00:31,560890,2806,
10948750,submit decision,2014-10-24 07:00:31,560890,2792,form-based (orig=2014-10-24 07:00:32)
10948750,suspend term,2014-10-24 07:00:31,560890,2774,form-based (orig=2014-10-24 07:00:33)
10948750,suspension ground applicable,2014-10-24 07:00:33,560890,2788,form-based (orig=2014-10-24 07:00:34)
10948750,record date of decision environmental permit,2014-10-24 07:00:33,560890,2810,form-based (orig=2014-10-27 08:00:01) ; form-based (orig=2014-10-24 07:00:33)
10948750,set decision phase decision permitting decided,2014-10-24 07:00:33,560890,2812,form-based (orig=2014-10-27 08:00:02)
10948750,start decision phase decision permitting sent,2014-10-27 08:00:03,560890,2809,
10949790,OLO messaging active,2014-07-24 07:00:09,560872,2813,
10949790,create procedure confirmation,2014-07-24 07:00:10,560872,2817,
10949790,create publication document,2014-07-24 07:00:11,560872,2821,
10949790,create subcases completeness,2014-07-24 07:00:12,560872,2819,
10949790,forward to the competent authority,2014-07-24 07:00:12,560872,2815,form-based (orig=2014-07-24 07:00:13)
10949790,phase application received,2014-07-24 07:00:12,560872,2826,form-based (orig=2014-07-24 07:00:14) ; form-based (orig=2014-07-24 07:00:13)
10949790,procedure change,2014-07-24 07:00:12,560872,2820,form-based (orig=2014-07-24 07:00:15) ; form-based (orig=2014-07-24 07:00:13)
10949790,publish,2014-07-24 07:00:12,560872,2818,form-based (orig=2014-07-24 07:00:16)
10949790,register submission date request,2014-07-24 07:00:17,560872,2823,
10949790,registration date publication,2014-07-24 07:00:18,560872,2825,
10949790,regular procedure without MER,2014-07-24 07:00:19,560872,2816,
10949790,send confirmation receipt,2014-07-24 07:00:19,560872,2814,form-based (orig=2014-07-24 07:00:20)
10949790,send confirmation receipt,2014-07-24 07:00:19,560872,2824,form-based (orig=2014-07-24 07:00:21)
10949790,start WABOprocedure,2014-07-24 07:00:22,560872,2822,
10949790,article 34  WABO applies,2014-07-24 07:00:22,2670601,2831,form-based (orig=2014-08-08 07:00:05)
10949790,ask stakeholders views,2014-07-24 07:00:22,2670601,2833,form-based (orig=2014-08-08 07:00:06) ; form-based (orig=2014-07-24 07:00:22)
10949790,by law,2014-07-24 07:00:22,2670601,2836,form-based (orig=2014-08-08 07:00:07)
10949790,coordination of application,2014-08-08 07:00:08,2670601,2835,
10949790,create subcases content,2014-08-08 07:00:09,2670601,2829,
10949790,creating environmental permit decision,2014-08-08 07:00:10,2670601,2840,
10949790,decision date prior to decision,2014-08-08 07:00:11,2670601,2837,
10949790,generating decision environmental permit,2014-08-08 07:00:12,2670601,2844,
10949790,grounds for refusal,2014-08-08 07:00:12,2670601,2832,form-based (orig=2014-08-08 07:00:13)
10949790,phase advice known,2014-08-08 07:00:12,2670601,2845,form-based (orig=2014-08-08 07:00:14)
10949790,phase application receptive,2014-08-08 07:00:15,2670601,2843,
10949790,phase decision ready,2014-08-08 07:00:16,2670601,2842,
10949790,procedure change,2014-08-08 07:00:17,2670601,2830,
10949790,request complete,2014-08-08 07:00:17,2670601,2839,form-based (orig=2014-08-08 07:00:18)
10949790,send letter in progress,2014-08-08 07:00:17,2670601,2828,form-based (orig=2014-08-08 07:00:19)
10949790,set decision status,2014-08-08 07:00:20,2670601,2841,
10949790,submit decision,2014-08-08 07:00:20,2670601,2838,form-based (orig=2014-08-08 07:00:21)
10949790,suspension ground applicable,2014-08-08 07:00:20,2670601,2834,form-based (orig=2014-08-08 07:00:22) ; form-based (orig=2014-08-08 07:00:21)
10949790,creating cover letter decision,2014-08-08 07:00:21,560890,2847,form-based (orig=2014-08-18 07:00:32)
10949790,enter senddate decision,2014-08-08 07:00:21,560890,2848,form-based (orig=2014-08-18 07:00:33)
10949790,enter senddate decision environmental permit,2014-08-08 07:00:21,560890,2852,form-based (orig=2014-08-18 07:00:34)
10949790,phase decision sent,2014-08-18 07:00:35,560890,2850,
10949790,phase decision taken,2014-08-18 07:00:36,560890,2849,
10949790,register objection and appeal periods,2014-08-18 07:00:37,560890,2846,
10949790,transcript decision environmental permit to stakeholders,2014-08-18 07:00:38,560890,2851,
10949790,enter senddate decision environmental permit,2014-08-18 07:00:38,560890,2856,form-based (orig=2014-08-21 07:00:49)
10949790,record date of decision environmental permit,2014-08-18 07:00:38,560890,2854,form-based (orig=2014-08-21 07:00:50)
10949790,set decision phase decision permitting decided,2014-08-21 07:00:51,560890,2855,
10949790,start decision phase decision permitting sent,2014-08-21 07:00:52,560890,2853,
10958968,register submission date request,2014-07-25 07:00:02,560872,2857,
10958968,OLO messaging active,2014-07-25 07:00:02,560872,2865,form-based (orig=2014-07-28 07:00:15)
10958968,create procedure confirmation,2014-07-25 07:00:02,560872,2860,form-based (orig=2014-07-28 07:00:16)
10958968,create publication document,2014-07-28 07:00:16,560872,2864,form-based (orig=2014-07-28 07:00:17)
10958968,create subcases completeness,2014-07-28 07:00:16,560872,2862,form-based (orig=2014-07-28 07:00:18)
10958968,forward to the competent authority,2014-07-28 07:00:19,560872,2858,
10958968,phase application received,2014-07-28 07:00:20,560872,2867,
10958968,procedure change,2014-07-28 07:00:20,560872,2863,form-based (orig=2014-07-28 07:00:21)
10958968,publish,2014-07-28 07:00:20,560872,2861,form-based (orig=2014-07-28 07:00:22)
10958968,registration date publication,2014-07-28 07:00:23,560872,2870,
10958968,regular procedure without MER,2014-07-28 07:00:24,560872,2859,
10958968,send confirmation receipt,2014-07-28 07:00:25,560872,2866,
10958968,send confirmation receipt,2014-07-28 07:00:26,560872,2868,
10958968,start WABOprocedure,2014-07-28 07:00:26,560872,2869,form-based (orig=2014-07-28 07:00:27)
10958968,article 34  WABO applies,2014-07-28 07:00:26,2670601,2881,form-based (orig=2014-09-19 07:00:11)
10958968,ask stakeholders views,2014-09-19 07:00:12,2670601,2873,
10958968,by law,2014-09-19 07:00:13,2670601,2876,
10958968,completed subcases content,2014-09-19 07:00:13,2670601,2883,form-based (orig=2014-09-19 07:00:14)
10958968,coordination of application,2014-09-19 07:00:13,2670601,2875,form-based (orig=2014-09-19 07:00:15)
10958968,create subcases content,2014-09-19 07:00:16,2670601,2879,
10958968,creating environmental permit decision,2014-09-19 07:00:17,2670601,2885,
10958968,decision date prior to decision,2014-09-19 07:00:18,2670601,2877,
10958968,grounds for refusal,2014-09-19 07:00:18,2670601,2872,form-based (orig=2014-09-19 07:00:19)
10958968,phase advice known,2014-09-19 07:00:18,2670601,2884,form-based (orig=2014-09-19 07:00:20)
10958968,phase application receptive,2014-09-19 07:00:18,2670601,2887,form-based (orig=2014-09-19 07:00:21)
10958968,procedure change,2014-09-19 07:00:18,2670601,2880,form-based (orig=2014-09-19 07:00:22)
10958968,request complete,2014-09-19 07:00:23,2670601,2882,
10958968,send letter in progress,2014-09-19 07:00:24,2670601,2878,
10958968,set decision status,2014-09-19 07:00:25,2670601,2888,
10958968,suspension ground applicable,2014-09-19 07:00:25,2670601,2874,form-based (orig=2014-09-19 07:00:26)
10958968,treat subcases content,2014-09-19 07:00:25,2670601,2886,form-based (orig=2014-09-19 07:00:27) ; form-based (orig=2014-09-19 07:00:26)
10958968,creating cover letter decision,2014-09-19 07:00:26,560912,2891,form-based (orig=2014-09-23 07:00:27)
10958968,enter senddate decision,2014-09-23 07:00:27,560912,2894,form-based (orig=2014-09-23 07:00:28)
10958968,enter senddate decision environmental permit,2014-09-23 07:00:27,560912,2896,form-based (orig=2014-09-23 07:00:29) ; form-based (orig=2014-09-23 07:00:27)
10958968,generating decision environmental permit,2014-09-23 07:00:27,560912,2898,form-based (orig=2014-09-23 07:00:30)
10958968,phase decision ready,2014-09-23 07:00:31,560912,2895,
10958968,phase decision sent,2014-09-23 07:00:31,560912,2892,form-based (orig=2014-09-23 07:00:32)
10958968,phase decision taken,2014-09-23 07:00:31,560912,2901,form-based (orig=2014-09-23 07:00:33)
10958968,record date of decision environmental permit,2014-09-23 07:00:33,560912,2893,form-based (orig=2014-09-23 07:00:34)
10958968,register objection and appeal periods,2014-09-23 07:00:33,560912,2890,form-based (orig=2014-09-23 07:00:35) ; form-based (orig=2014-09-23 07:00:33)
10958968,set decision phase decision permitting decided,2014-09-23 07:00:33,560912,2900,form-based (orig=2014-09-23 07:00:36)
10958968,start decision phase decision permitting sent,2014-09-23 07:00:37,560912,2897,
10958968,submit decision,2014-09-23 07:00:38,560912,2889,
10958968,transcript decision environmental permit to stakeholders,2014-09-23 07:00:39,560912,2899,
10963040,OLO messaging active,2014-07-28 07:00:28,560872,2904,
10963040,create procedure confirmation,2014-07-28 07:00:29,560872,2908,
10963040,create publication document,2014-07-28 07:00:29,560872,2911,form-based (orig=2014-07-28 07:00:30)
10963040,create subcases completeness,2014-07-28 07:00:29,560872,2910,form-based (orig=2014-07-28 07:00:31)
10963040,forward to the competent authority,2014-07-28 07:00:32,560872,2906,
10963040,phase application received,2014-07-28 07:00:33,560872,2913,
10963040,publish,2014-07-28 07:00:34,560872,2909,
10963040,registration date publication,2014-07-28 07:00:34,560872,2912,form-based (orig=2014-07-28 07:00:35)
10963040,regular procedure without MER,2014-07-28 07:00:34,560872,2907,form-based (orig=2014-07-28 07:00:36)
10963040,send confirmation receipt,2014-07-28 07:00:37,560872,2905,
10963040,send confirmation receipt,2014-07-28 07:00:38,560872,2915,
10963040,start WABOprocedure,2014-07-28 07:00:39,560872,2914,
10963040,create letter requesting missing data,2014-07-28 07:00:39,2670601,2919,form-based (orig=2014-08-11 07:00:51)
10963040,phase asked additional information,2014-07-28 07:00:39,2670601,2922,form-based (orig=2014-08-11 07:00:52) ; form-based (orig=2014-08-11 07:00:51)
10963040,procedure change,2014-08-11 07:00:51,2670601,2920,form-based (orig=2014-08-11 07:00:53)
10963040,request complete,2014-08-11 07:00:54,2670601,2917,
10963040,retrieve missing data,2014-08-11 07:00:55,2670601,2921,
10963040,term for supplying missing data,2014-08-11 07:00:56,2670601,2918,
10963040,creating decision permanently suspended,2014-10-01 07:00:14,2670601,2927,
10963040,decision date prior to decision,2014-10-01 07:00:15,2670601,2925,
10963040,keep permanently suspended,2014-10-01 07:00:16,2670601,2924,
10963040,receive additional information,2014-10-01 07:00:17,2670601,2926,
10963040,set decision status,2014-10-01 07:00:18,2670601,2928,
10963040,copy decision permanent suspension to stakeholders,2014-10-02 07:00:11,560912,2933,
10963040,create cover letter permanent suspension,2014-10-02 07:00:11,560912,2929,form-based (orig=2014-10-02 07:00:12)
10963040,decision keep permanently suspended,2014-10-02 07:00:11,560912,2932,form-based (orig=2014-10-02 07:00:13)
10963040,enter senddate decision permanent suspension,2014-10-02 07:00:11,560912,2930,form-based (orig=2014-10-02 07:00:14)
10963040,enter senddate decision permanent suspension,2014-10-02 07:00:11,560912,2935,form-based (orig=2014-10-02 07:00:15)
10963040,phase permanently suspended,2014-10-02 07:00:16,560912,2931,
10963040,start decision phase permanent suspension sent,2014-10-02 07:00:16,560912,2936,form-based (orig=2014-10-02 07:00:17)
10963040,start decision phase permanently suspended decided,2014-10-02 07:00:16,560912,2934,form-based (orig=2014-10-02 07:00:18)
10965702,OLO messaging active,2014-07-28 07:00:40,560872,2939,
10965702,create procedure confirmation,2014-07-28 07:00:41,560872,2943,
10965702,create publication document,2014-07-28 07:00:42,560872,2946,
10965702,create subcases completeness,2014-07-28 07:00:43,560872,2945,
10965702,forward to the competent authority,2014-07-28 07:00:43,560872,2941,form-based (orig=2014-07-28 07:00:44)
10965702,phase application received,2014-07-28 07:00:43,560872,2949,form-based (orig=2014-07-28 07:00:45)
10965702,publish,2014-07-28 07:00:46,560872,2944,
10965702,register submission date request,2014-07-28 07:00:47,560872,2948,
10965702,registration date publication,2014-07-28 07:00:47,560872,2950,form-based (orig=2014-07-28 07:00:48)
10965702,regular procedure without MER,2014-07-28 07:00:47,560872,2942,form-based (orig=2014-07-28 07:00:49)
10965702,send confirmation receipt,2014-07-28 07:00:49,560872,2940,form-based (orig=2014-07-28 07:00:50)
10965702,send confirmation receipt,2014-07-28 07:00:49,560872,2947,form-based (orig=2014-07-28 07:00:51)
10965702,start WABOprocedure,2014-07-28 07:00:51,560872,2951,form-based (orig=2014-07-28 07:00:52)
10965702,create letter requesting missing data,2014-07-28 07:00:51,560464,2955,form-based (orig=2014-09-15 07:00:02) ; form-based (orig=2014-07-28 07:00:51)
10965702,enter senddate retrieve missing data,2014-07-28 07:00:51,560890,2957,form-based (orig=2014-09-15 07:00:03)
10965702,procedure change,2014-09-15 07:00:04,560464,2956,
10965702,request complete,2014-09-15 07:00:05,560464,2953,
10965702,term for supplying missing data,2014-09-15 07:00:06,560464,2954,
10965702,phase asked additional information,2014-09-19 07:00:28,560890,2958,
10965702,retrieve missing data,2014-09-19 07:00:28,560890,2959,form-based (orig=2014-09-19 07:00:29)
10965702,enter receipt of additional data,2014-09-19 07:00:28,11744364,2960,form-based (orig=2014-10-23 07:00:06)
10965702,article 34  WABO applies,2014-10-29 08:00:27,11744364,2972,
10965702,ask stakeholders views,2014-10-29 08:00:27,11744364,2974,form-based (orig=2014-10-29 08:00:28)
10965702,by law,2014-10-29 08:00:27,11744364,2977,form-based (orig=2014-10-29 08:00:29)
10965702,coordination of application,2014-10-29 08:00:30,11744364,2976,
10965702,create subcases content,2014-10-29 08:00:31,11744364,2970,
10965702,creating cover letter decision,2014-10-29 08:00:31,560912,2964,form-based (orig=2014-10-29 08:00:32)
10965702,creating environmental permit decision,2014-10-29 08:00:31,11744364,2985,form-based (orig=2014-10-29 08:00:33)
10965702,decision date prior to decision,2014-10-29 08:00:33,11744364,2965,form-based (orig=2014-10-29 08:00:34)
10965702,enter senddate decision,2014-10-29 08:00:33,560912,2989,form-based (orig=2014-10-29 08:00:35)
10965702,enter senddate decision environmental permit,2014-10-29 08:00:33,560912,2978,form-based (orig=2014-10-29 08:00:36)
10965702,generating decision environmental permit,2014-10-29 08:00:33,560912,2986,form-based (orig=2014-10-29 08:00:37)
10965702,grounds for refusal,2014-10-29 08:00:38,11744364,2973,
10965702,phase additional information received,2014-10-29 08:00:38,11744364,2983,form-based (orig=2014-10-29 08:00:39)
10965702,phase advice known,2014-10-29 08:00:38,11744364,2984,form-based (orig=2014-10-29 08:00:40)
10965702,phase application receptive,2014-10-29 08:00:40,11744364,2979,form-based (orig=2014-10-29 08:00:41)
10965702,phase decision ready,2014-10-29 08:00:40,560912,2987,form-based (orig=2014-10-29 08:00:42)
10965702,phase decision sent,2014-10-29 08:00:43,560912,2980,
10965702,phase decision taken,2014-10-29 08:00:44,560912,2982,
10965702,procedure change,2014-10-29 08:00:45,11744364,2971,
10965702,procedure change after completeness,2014-10-29 08:00:46,11744364,2968,
10965702,receive additional information,2014-10-29 08:00:46,11744364,2961,form-based (orig=2014-10-29 08:00:47)
10965702,register objection and appeal periods,2014-10-29 08:00:46,560912,2963,form-based (orig=2014-10-29 08:00:48) ; form-based (orig=2014-10-29 08:00:47)
10965702,request complete,2014-10-29 08:00:47,11744364,2967,form-based (orig=2014-10-29 08:00:49)
10965702,send confirmation receipt additional data,2014-10-29 08:00:50,11744364,2966,
10965702,send letter in progress,2014-10-29 08:00:51,11744364,2969,
10965702,set decision phase decision permitting decided,2014-10-29 08:00:52,560912,2988,
10965702,set decision status,2014-10-29 08:00:53,11744364,2991,
10965702,start decision phase decision permitting sent,2014-10-29 08:00:53,560912,2981,form-based (orig=2014-10-29 08:00:54)
10965702,submit decision,2014-10-29 08:00:53,560912,2962,form-based (orig=2014-10-29 08:00:55)
10965702,suspension ground applicable,2014-10-29 08:00:56,11744364,2975,
10965702,transcript decision environmental permit to stakeholders,2014-10-29 08:00:57,560912,2990,
10984450,register submission date request,2014-07-30 07:00:08,560872,2994,
10984450,OLO messaging active,2014-07-30 07:00:08,560872,2995,form-based (orig=2014-07-31 07:00:33)
10984450,create procedure confirmation,2014-07-30 07:00:08,560872,2999,form-based (orig=2014-07-31 07:00:34)
10984450,create publication document,2014-07-31 07:00:35,560872,3003,
10984450,create subcases completeness,2014-07-31 07:00:36,560872,3001,
10984450,forward to the competent authority,2014-07-31 07:00:37,560872,2997,
10984450,phase application received,2014-07-31 07:00:38,560872,3004,
10984450,procedure change,2014-07-31 07:00:38,560872,3002,form-based (orig=2014-07-31 07:00:39)
10984450,publish,2014-07-31 07:00:38,560872,3000,form-based (orig=2014-07-31 07:00:40) ; form-based (orig=2014-07-31 07:00:38)
10984450,registration date publication,2014-07-31 07:00:38,560872,3006,form-based (orig=2014-07-31 07:00:41)
10984450,regular procedure without MER,2014-07-31 07:00:42,560872,2998,
10984450,send confirmation receipt,2014-07-31 07:00:43,560872,2996,
10984450,send confirmation receipt,2014-07-31 07:00:44,560872,3005,
10984450,start WABOprocedure,2014-07-31 07:00:45,560872,3007,
10984450,enter senddate acknowledgement,2014-08-01 07:01:08,560872,3008,
10984450,create letter requesting missing data,2014-09-12 07:00:23,560464,3010,
10984450,request complete,2014-09-12 07:00:24,560464,3011,
10984450,retrieve missing data,2014-09-12 07:00:24,560464,3012,form-based (orig=2014-09-12 07:00:25)
10984450,term for supplying missing data,2014-09-12 07:00:24,560464,3009,form-based (orig=2014-09-12 07:00:26)
10984450,enter receipt of additional data,2014-09-18 07:00:50,560872,3014,
10984450,phase additional information received,2014-09-18 07:00:50,560872,3017,form-based (orig=2014-09-22 07:00:16)
10984450,phase asked additional information,2014-09-18 07:00:50,560872,3018,form-based (orig=2014-09-22 07:00:17)
10984450,receive additional information,2014-09-22 07:00:18,560872,3015,
10984450,send confirmation receipt additional data,2014-09-22 07:00:19,560872,3016,
10984450,article 34  WABO applies,2014-09-26 07:00:39,2670601,3023,
10984450,ask stakeholders views,2014-09-26 07:00:39,2670601,3025,form-based (orig=2014-09-26 07:00:40)
10984450,by law,2014-09-26 07:00:39,2670601,3028,form-based (orig=2014-09-26 07:00:41)
10984450,coordination of application,2014-09-26 07:00:41,2670601,3027,form-based (orig=2014-09-26 07:00:42)
10984450,create subcases content,2014-09-26 07:00:41,2670601,3021,form-based (orig=2014-09-26 07:00:43)
10984450,creating environmental permit decision,2014-09-26 07:00:41,2670601,3033,form-based (orig=2014-09-26 07:00:44)
10984450,decision date prior to decision,2014-09-26 07:00:41,2670601,3029,form-based (orig=2014-09-26 07:00:45)
10984450,grounds for refusal,2014-09-26 07:00:46,2670601,3024,
10984450,phase advice known,2014-09-26 07:00:46,2670601,3031,form-based (orig=2014-09-26 07:00:47)
10984450,phase application receptive,2014-09-26 07:00:46,2670601,3032,form-based (orig=2014-09-26 07:00:48) ; form-based (orig=2014-09-26 07:00:46)
10984450,procedure change,2014-09-26 07:00:46,2670601,3022,form-based (orig=2014-09-26 07:00:49)
10984450,procedure change after completeness,2014-09-26 07:00:50,2670601,3019,
10984450,request complete,2014-09-26 07:00:51,2670601,3030,
10984450,send letter in progress,2014-09-26 07:00:52,2670601,3020,
10984450,set decision status,2014-09-26 07:00:53,2670601,3034,
10984450,suspension ground applicable,2014-09-26 07:00:54,2670601,3026,
10984450,creating cover letter decision,2014-09-26 07:00:54,560890,3035,form-based (orig=2014-09-29 07:00:33)
10984450,enter senddate decision,2014-09-26 07:00:54,560890,3044,form-based (orig=2014-09-29 07:00:34) ; form-based (orig=2014-09-26 07:00:54)
10984450,enter senddate decision environmental permit,2014-09-26 07:00:54,560890,3042,form-based (orig=2014-09-29 07:00:35)
10984450,generating decision environmental permit,2014-09-29 07:00:35,560890,3039,form-based (orig=2014-09-29 07:00:36)
10984450,phase decision ready,2014-09-29 07:00:35,560890,3046,form-based (orig=2014-09-29 07:00:37) ; form-based (orig=2014-09-29 07:00:35)
10984450,phase decision sent,2014-09-29 07:00:35,560890,3045,form-based (orig=2014-09-29 07:00:38) ; form-based (orig=2014-09-29 07:00:35)
10984450,phase decision taken,2014-09-29 07:00:35,560890,3041,form-based (orig=2014-09-29 07:00:39)
10984450,register objection and appeal periods,2014-09-29 07:00:39,560890,3037,form-based (orig=2014-09-29 07:00:40)
10984450,set decision phase decision permitting decided,2014-09-29 07:00:39,560890,3043,form-based (orig=2014-09-29 07:00:41)
10984450,start decision phase decision permitting sent,2014-09-29 07:00:39,560890,3040,form-based (orig=2014-09-29 07:00:42)
10984450,submit decision,2014-09-29 07:00:39,560890,3036,form-based (orig=2014-09-29 07:00:43)
10984450,transcript decision environmental permit to stakeholders,2014-09-29 07:00:44,560890,3038,
10996067,register submission date request,2014-07-30 07:00:09,560872,3049,
10996067,OLO messaging active,2014-07-31 07:00:46,560872,3050,
10996067,create procedure confirmation,2014-07-31 07:00:47,560872,3054,
10996067,create publication document,2014-07-31 07:00:47,560872,3058,form-based (orig=2014-07-31 07:00:48)
10996067,create subcases completeness,2014-07-31 07:00:47,560872,3056,form-based (orig=2014-07-31 07:00:49)
10996067,forward to the competent authority,2014-07-31 07:00:50,560872,3052,
10996067,phase application received,2014-07-31 07:00:51,560872,3061,
10996067,procedure change,2014-07-31 07:00:52,560872,3057,
10996067,publish,2014-07-31 07:00:52,560872,3055,form-based (orig=2014-07-31 07:00:53)
10996067,registration date publication,2014-07-31 07:00:52,560872,3060,form-based (orig=2014-07-31 07:00:54) ; form-based (orig=2014-07-31 07:00:52)
10996067,regular procedure without MER,2014-07-31 07:00:52,560872,3053,form-based (orig=2014-07-31 07:00:55)
10996067,send confirmation receipt,2014-07-31 07:00:52,560872,3051,form-based (orig=2014-07-31 07:00:56)
10996067,send confirmation receipt,2014-07-31 07:00:52,560872,3059,form-based (orig=2014-07-31 07:00:57) ; form-based (orig=2014-07-31 07:00:52)
10996067,start WABOprocedure,2014-07-31 07:00:52,560872,3062,form-based (orig=2014-07-31 07:00:58) ; form-based (orig=2014-07-31 07:00:57)
10996067,enter senddate acknowledgement,2014-07-31 07:00:57,560872,3063,form-based (orig=2014-08-01 07:01:09)
10996067,article 34  WABO applies,2014-08-01 07:01:09,560890,3067,form-based (orig=2014-09-22 07:00:20)
10996067,ask stakeholders views,2014-08-01 07:01:09,560890,3072,form-based (orig=2014-09-22 07:00:21)
10996067,by law,2014-08-01 07:01:09,560890,3073,form-based (orig=2014-09-22 07:00:22)
10996067,contacting applicant,2014-08-01 07:01:09,560890,3070,form-based (orig=2014-09-22 07:00:23)
10996067,create subcases content,2014-09-22 07:00:23,560890,3065,form-based (orig=2014-09-22 07:00:24)
10996067,creating cover letter decision,2014-09-22 07:00:23,560890,3077,form-based (orig=2014-09-22 07:00:25) ; form-based (orig=2014-09-22 07:00:24)
10996067,creating environmental permit decision,2014-09-22 07:00:23,560890,3084,form-based (orig=2014-09-22 07:00:26) ; form-based (orig=2014-09-22 07:00:24)
10996067,decision date prior to decision,2014-09-22 07:00:23,560890,3074,form-based (orig=2014-09-22 07:00:27)
10996067,enter senddate decision environmental permit,2014-09-22 07:00:28,560890,3079,
10996067,generating decision environmental permit,2014-09-22 07:00:29,560890,3089,
10996067,grounds for refusal,2014-09-22 07:00:30,560890,3068,
10996067,partly permit,2014-09-22 07:00:31,560890,3071,
10996067,phase advice known,2014-09-22 07:00:32,560890,3087,
10996067,phase application receptive,2014-09-22 07:00:33,560890,3082,
10996067,phase decision ready,2014-09-22 07:00:34,560890,3081,
10996067,phase decision sent,2014-09-22 07:00:35,560890,3083,
10996067,phase decision taken,2014-09-22 07:00:36,560890,3088,
10996067,procedure change,2014-09-22 07:00:36,560890,3066,form-based (orig=2014-09-22 07:00:37)
10996067,register objection and appeal periods,2014-09-22 07:00:36,560890,3076,form-based (orig=2014-09-22 07:00:38)
10996067,request complete,2014-09-22 07:00:38,560890,3078,form-based (orig=2014-09-22 07:00:39)
10996067,send letter in progress,2014-09-22 07:00:38,560890,3064,form-based (orig=2014-09-22 07:00:40)
10996067,set decision phase decision permitting decided,2014-09-22 07:00:38,560890,3085,form-based (orig=2014-09-22 07:00:41)
10996067,set decision status,2014-09-22 07:00:38,560890,3080,form-based (orig=2014-09-22 07:00:42)
10996067,start decision phase decision permitting sent,2014-09-22 07:00:42,560890,3086,form-based (orig=2014-09-22 07:00:43)
10996067,submit decision,2014-09-22 07:00:42,560890,3075,form-based (orig=2014-09-22 07:00:44)
10996067,updated plan after review,2014-09-22 07:00:45,560890,3069,
10997930,register submission date request,2014-07-31 07:00:59,560872,3092,
10997930,OLO messaging active,2014-08-01 07:01:10,560872,3093,
10997930,create procedure confirmation,2014-08-01 07:01:10,560872,3097,form-based (orig=2014-08-01 07:01:11)
10997930,create publication document,2014-08-01 07:01:10,560872,3101,form-based (orig=2014-08-01 07:01:12)
10997930,create subcases completeness,2014-08-01 07:01:13,560872,3099,
10997930,forward to the competent authority,2014-08-01 07:01:14,560872,3095,
10997930,phase application received,2014-08-01 07:01:15,560872,3104,
10997930,procedure change,2014-08-01 07:01:16,560872,3100,
10997930,publish,2014-08-01 07:01:17,560872,3098,
10997930,registration date publication,2014-08-01 07:01:18,560872,3105,
10997930,regular procedure without MER,2014-08-01 07:01:19,560872,3096,
