,Case,Activity,Timestamp,Resource,label
30755,358,Check for completeness,2023-10-19 01:37:31.194,Clerk-000002,
30756,358,Perform checks,2023-10-19 01:44:57.066,Clerk-000001,
30757,358,Make decision,2023-10-19 01:47:15.013,Manager-000002,
30758,358,Notify accept,2023-10-19 01:52:07.232,Manager-000006,
30759,358,Deliver card,2023-10-19 01:52:27.898,Manager-000005,
26644,359,Check for completeness,2023-10-19 01:47:55.838,Clerk-000006,
26645,359,Perform checks,2023-10-19 01:48:00.530,Clerk-000004,
26646,359,Make decision,2023-10-19 01:52:00.334,Manager-000004,
26647,359,Notify accept,2023-10-19 02:01:32.044,Manager-000002,
26648,359,Deliver card,2023-10-19 02:02:48.052,Manager-000006,
51085,360,Check for completeness,2023-10-19 02:58:45.054,Clerk-000001,
51086,360,Request info,2023-10-19 03:02:16.478,Manager-000006,
51087,360,info received,2023-10-19 03:25:24.385,,
51088,360,Check for completeness,2023-10-19 03:25:34.385,Clerk-000006,
51089,360,Request info,2023-10-19 03:37:53.086,Manager-000001,
51090,360,info received,2023-10-19 04:14:45.951,,
51091,360,Check for completeness,2023-10-19 04:14:55.951,Clerk-000004,
51092,360,Request info,2023-10-19 04:47:31.987,Manager-000005,
51093,360,info received,2023-10-19 04:49:33.959,,
51094,360,Check for completeness,2023-10-19 04:49:43.959,Clerk-000003,
51095,360,Request info,2023-10-19 04:54:16.378,Manager-000004,
51096,360,info received,2023-10-19 05:36:10.251,,
51097,360,Check for completeness,2023-10-19 05:36:20.251,Clerk-000001,
51098,360,Perform checks,2023-10-19 05:45:54.610,Clerk-000006,
51099,360,Make decision,2023-10-19 06:06:36.242,Manager-000006,
51100,360,Notify accept,2023-10-19 06:10:11.931,Manager-000001,
51101,360,Deliver card,2023-10-19 06:13:37.514,Manager-000005,
30074,361,Verification process,2023-10-19 04:51:51.785,Clerk-000005,HOMONYMOUS(Check for completeness)
30075,361,Perform checks,2023-10-19 04:51:57.810,Clerk-000002,
30076,361,Decision review,2023-10-19 04:54:10.278,Manager-000003,HOMONYMOUS(Make decision)
30077,361,notify reject,2023-10-19 04:55:49.201,Manager-000002,
30078,361,time out,2023-10-19 05:09:14.189,,
37612,362,Check for completeness,2023-10-19 06:36:16.705,Clerk-000004,
37613,362,Perform checks,2023-10-19 06:49:00.227,Clerk-000002,
37614,362,Make decision,2023-10-19 07:16:17.090,Manager-000002,
37615,362,Notify accept,2023-10-19 07:26:00.155,Manager-000004,
37616,362,Deliver card,2023-10-19 07:28:34.207,Manager-000006,
3324,363,Check for completeness,2023-10-19 06:42:00.436,Clerk-000005,
3325,363,Request info,2023-10-19 07:00:08.845,Manager-000003,
3326,363,Information exchange,2023-10-19 07:14:17.804,,HOMONYMOUS(info received)
3327,363,Check for completeness,2023-10-19 07:14:27.804,Clerk-000003,
3328,363,Verification process,2023-10-19 08:01:44.846,Clerk-000006,HOMONYMOUS(Perform checks)
3329,363,Decision review,2023-10-19 08:19:01.175,Manager-000005,HOMONYMOUS(Make decision)
3330,363,notify reject,2023-10-19 08:24:22.441,Manager-000002,
3331,363,time out,2023-10-19 08:29:23.202,,
16924,364,Check for completeness,2023-10-19 07:48:37.030,Clerk-000001,
16925,364,Request info,2023-10-19 08:02:40.435,Manager-000001,
16926,364,info received,2023-10-19 08:11:15.589,,
16927,364,Check for completeness,2023-10-19 08:11:25.589,Clerk-000005,
16928,364,Request info,2023-10-19 08:26:23.577,Manager-000004,
16929,364,info received,2023-10-19 08:54:27.538,,
16930,364,Check for completeness,2023-10-19 08:54:37.538,Clerk-000006,
16931,364,Perform checks,2023-10-19 09:00:23.983,Clerk-000005,
16932,364,Make decision,2023-10-19 09:02:58.727,Manager-000006,
16933,364,Notify accept,2023-10-19 09:13:09.881,Manager-000003,
16934,364,Deliver card,2023-10-19 09:16:16.933,Manager-000005,
37541,365,Check for completeness,2023-10-19 08:08:05.875,Clerk-000004,
37542,365,Perform checks,2023-10-19 08:13:59.094,Clerk-000002,
37543,365,Make decision,2023-10-19 08:34:47.449,Manager-000006,
37544,365,Notify accept,2023-10-19 08:47:46.625,Manager-000001,
37545,365,Deliver card,2023-10-19 08:52:36.941,Manager-000002,
43277,366,Check for completeness,2023-10-19 08:14:54.314,Clerk-000003,
43278,366,Request info,2023-10-19 08:20:11.207,Manager-000003,
43279,366,info received,2023-10-19 09:07:06.578,,
43280,366,Check for completeness,2023-10-19 09:07:16.578,Clerk-000002,
43281,366,Perform checks,2023-10-19 09:11:01.111,Clerk-000001,
43282,366,Make decision,2023-10-19 09:25:33.370,Manager-000006,
43283,366,notify reject,2023-10-19 09:39:24.517,Manager-000003,
43284,366,time out,2023-10-19 09:41:38.376,,
23844,367,Check for completeness,2023-10-19 08:47:34.562,Clerk-000001,
23845,367,Perform checks,2023-10-19 08:50:24.005,Clerk-000004,
23846,367,Make decision,2023-10-19 08:50:24.175,Manager-000005,
23847,367,Notify accept,2023-10-19 09:08:23.724,Manager-000001,
23848,367,Deliver card,2023-10-19 09:14:21.457,Manager-000002,
10574,368,Check for completeness,2023-10-19 08:58:11.197,Clerk-000003,
10575,368,Request info,2023-10-19 09:12:06.177,Manager-000004,
10576,368,info received,2023-10-19 09:21:46.132,,
10577,368,Check for completeness,2023-10-19 09:21:56.132,Clerk-000004,
10578,368,Request info,2023-10-19 09:25:52.404,Manager-000001,
10579,368,info received,2023-10-19 09:29:36.669,,
10580,368,Check for completeness,2023-10-19 09:29:46.669,Clerk-000006,
10581,368,Perform checks,2023-10-19 09:38:11.115,Clerk-000005,
10582,368,Make decision,2023-10-19 10:01:21.672,Manager-000002,
10583,368,notify reject,2023-10-19 10:18:27.171,Manager-000004,
10584,368,time out,2023-10-19 10:21:14.988,,
29828,369,Verification process,2023-10-19 10:23:35.969,Clerk-000002,HOMONYMOUS(Check for completeness)
29829,369,Perform checks,2023-10-19 10:33:41.264,Clerk-000003,
29830,369,Decision review,2023-10-19 10:38:47.698,Manager-000005,HOMONYMOUS(Make decision)
29831,369,Notify accept,2023-10-19 10:53:35.465,Manager-000001,
29832,369,Deliver card,2023-10-19 10:57:23.136,Manager-000006,
2817,370,Check for completeness,2023-10-19 11:31:35.709,Clerk-000001,
2818,370,Information exchange,2023-10-19 11:34:43.466,Manager-000003,HOMONYMOUS(Request info)
2819,370,info received,2023-10-19 11:35:52.150,,
2820,370,Check for completeness,2023-10-19 11:36:02.150,Clerk-000004,
2821,370,Request info,2023-10-19 11:44:02.334,Manager-000002,
2822,370,info received,2023-10-19 11:46:35.276,,
2823,370,Check for completeness,2023-10-19 11:46:45.276,Clerk-000006,
2824,370,Request info,2023-10-19 11:49:46.127,Manager-000004,
2825,370,info received,2023-10-19 11:59:32.181,,
2826,370,Check for completeness,2023-10-19 11:59:42.181,Clerk-000005,
2827,370,Request info,2023-10-19 12:22:05.540,Manager-000005,
2828,370,info received,2023-10-19 12:31:43.676,,
2829,370,Check for completeness,2023-10-19 12:31:53.676,Clerk-000002,
2830,370,Request info,2023-10-19 12:34:39.911,Manager-000001,
2831,370,info received,2023-10-19 12:40:31.055,,
2832,370,Check for completeness,2023-10-19 12:40:41.055,Clerk-000003,
2833,370,Request info,2023-10-19 12:47:28.411,Manager-000006,
2834,370,Information exchange,2023-10-19 13:07:28.074,,HOMONYMOUS(info received)
2835,370,Check for completeness,2023-10-19 13:07:38.074,Clerk-000005,
2836,370,Perform checks,2023-10-19 13:10:42.821,Clerk-000004,
2837,370,Make decision,2023-10-19 13:16:13.742,Manager-000004,
2838,370,Notify accept,2023-10-19 13:42:44.842,Manager-000001,
2839,370,Deliver card,2023-10-19 13:44:26.733,Manager-000003,
50533,371,Check for completeness,2023-10-19 13:02:30.645,Clerk-000001,
50534,371,Request info,2023-10-19 13:19:54.377,Manager-000005,
50535,371,info received,2023-10-19 13:30:30.419,,
50536,371,Check for completeness,2023-10-19 13:30:40.419,Clerk-000006,
50537,371,Request info,2023-10-19 13:31:10.540,Manager-000006,
50538,371,info received,2023-10-19 13:46:23.840,,
50539,371,Check for completeness,2023-10-19 13:46:33.840,Clerk-000003,
50540,371,Request info,2023-10-19 13:55:06.312,Manager-000002,
50541,371,info received,2023-10-19 13:58:49.900,,
50542,371,Check for completeness,2023-10-19 13:58:59.900,Clerk-000005,
50543,371,Request info,2023-10-19 14:03:44.986,Manager-000004,
50544,371,info received,2023-10-19 14:04:24.342,,
50545,371,Check for completeness,2023-10-19 14:04:34.342,Clerk-000004,
50546,371,Request info,2023-10-19 14:17:49.395,Manager-000005,
50547,371,info received,2023-10-19 14:28:46.248,,
50548,371,Check for completeness,2023-10-19 14:28:56.248,Clerk-000006,
50549,371,Request info,2023-10-19 14:39:27.756,Manager-000006,
50550,371,info received,2023-10-19 15:01:27.841,,
50551,371,Check for completeness,2023-10-19 15:01:37.841,Clerk-000003,
50552,371,Request info,2023-10-19 15:15:14.333,Manager-000002,
50553,371,info received,2023-10-19 15:20:20.096,,
50554,371,Check for completeness,2023-10-19 15:20:30.096,Clerk-000001,
50555,371,Request info,2023-10-19 15:33:34.686,Manager-000006,
50556,371,info received,2023-10-19 15:37:24.908,,
50557,371,Check for completeness,2023-10-19 15:37:34.908,Clerk-000002,
50558,371,Request info,2023-10-19 15:49:05.617,Manager-000002,
50559,371,info received,2023-10-19 15:56:06.675,,
50560,371,Check for completeness,2023-10-19 15:56:16.675,Clerk-000004,
50561,371,Perform checks,2023-10-19 16:06:32.297,Clerk-000006,
50562,371,Make decision,2023-10-19 16:10:26.228,Manager-000006,
50563,371,Notify accept,2023-10-19 16:12:09.536,Manager-000001,
50564,371,Deliver card,2023-10-19 16:28:07.966,Manager-000006,
29664,372,Verification process,2023-10-19 13:05:43.028,Clerk-000004,HOMONYMOUS(Check for completeness)
29665,372,Perform checks,2023-10-19 13:07:57.284,Clerk-000002,
29666,372,Decision review,2023-10-19 13:31:17.511,Manager-000003,HOMONYMOUS(Make decision)
29667,372,Notify accept,2023-10-19 13:39:42.395,Manager-000002,
29668,372,Deliver card,2023-10-19 13:41:24.666,Manager-000005,
37063,373,Check for completeness,2023-10-19 13:05:45.761,Clerk-000006,
37064,373,Perform checks,2023-10-19 13:08:53.947,Clerk-000003,
37065,373,Decision review,2023-10-19 13:09:53.974,Manager-000003,HOMONYMOUS(Make decision)
37066,373,Notify accept,2023-10-19 13:12:12.410,Manager-000002,
37067,373,Deliver card,2023-10-19 13:27:46.119,Manager-000001,
50787,374,Check for completeness,2023-10-19 14:27:10.153,Clerk-000001,
50788,374,Request info,2023-10-19 14:33:44.459,Manager-000001,
50789,374,info received,2023-10-19 14:53:31.070,,
50790,374,Check for completeness,2023-10-19 14:53:41.070,Clerk-000002,
50791,374,Request info,2023-10-19 14:57:19.795,Manager-000003,
50792,374,info received,2023-10-19 15:04:03.725,,
50793,374,Check for completeness,2023-10-19 15:04:13.725,Clerk-000005,
50794,374,Perform checks,2023-10-19 15:10:29.344,Clerk-000004,
50795,374,Make decision,2023-10-19 15:19:55.861,Manager-000004,
50796,374,Notify accept,2023-10-19 15:28:23.034,Manager-000005,
50797,374,Deliver card,2023-10-19 15:32:23.429,Manager-000001,
16469,375,Verification process,2023-10-19 15:27:55.971,Clerk-000006,HOMONYMOUS(Check for completeness)
16470,375,Perform checks,2023-10-19 15:42:11.698,Clerk-000005,
16471,375,Decision review,2023-10-19 15:46:01.323,Manager-000003,HOMONYMOUS(Make decision)
16472,375,Notify accept,2023-10-19 15:49:43.087,Manager-000004,
16473,375,Deliver card,2023-10-19 16:07:23.198,Manager-000005,
37025,376,Check for completeness,2023-10-19 15:55:24.811,Clerk-000003,
37026,376,Perform checks,2023-10-19 15:58:20.544,Clerk-000001,
37027,376,Make decision,2023-10-19 16:17:40.193,Manager-000003,
37028,376,Notify accept,2023-10-19 16:21:05.842,Manager-000002,
37029,376,Deliver card,2023-10-19 16:24:59.378,Manager-000004,
43285,377,Check for completeness,2023-10-19 18:39:05.887,Clerk-000005,
43286,377,Perform checks,2023-10-19 18:50:50.356,Clerk-000002,
43287,377,Make decision,2023-10-19 19:01:35.790,Manager-000005,
43288,377,Notify accept,2023-10-19 19:06:36.075,Manager-000003,
43289,377,Deliver card,2023-10-19 19:06:53.233,Manager-000002,
3116,378,Verification process,2023-10-19 18:51:45.846,Clerk-000003,HOMONYMOUS(Check for completeness)
3117,378,Request info,2023-10-19 19:08:22.728,Manager-000001,
3118,378,info received,2023-10-19 19:39:16.817,,
3119,378,Check for completeness,2023-10-19 19:39:26.817,Clerk-000004,
3120,378,Information exchange,2023-10-19 19:41:49.928,Manager-000004,HOMONYMOUS(Request info)
3121,378,info received,2023-10-19 19:53:10.881,,
3122,378,Check for completeness,2023-10-19 19:53:20.881,Clerk-000006,
3123,378,Request info,2023-10-19 19:56:51.435,Manager-000006,
3124,378,info received,2023-10-19 20:07:06.563,,
3125,378,Check for completeness,2023-10-19 20:07:16.563,Clerk-000001,
3126,378,Perform checks,2023-10-19 20:09:26.743,Clerk-000005,
3127,378,Make decision,2023-10-19 20:09:55.924,Manager-000005,
3128,378,Notify accept,2023-10-19 20:19:56.951,Manager-000003,
3129,378,Deliver card,2023-10-19 20:48:51.838,Manager-000002,
10596,379,Check for completeness,2023-10-19 21:04:19.318,Clerk-000002,
10597,379,Request info,2023-10-19 21:21:13.425,Manager-000001,
10598,379,info received,2023-10-19 21:48:48.974,,
10599,379,Check for completeness,2023-10-19 21:48:58.974,Clerk-000005,
10600,379,Perform checks,2023-10-19 22:10:22.196,Clerk-000003,
10601,379,Make decision,2023-10-19 22:15:59.449,Manager-000005,
10602,379,Notify accept,2023-10-19 22:22:57.895,Manager-000002,
10603,379,Deliver card,2023-10-19 22:42:04.481,Manager-000006,
16759,380,Check for completeness,2023-10-19 21:22:03.367,Clerk-000003,
16760,380,Perform checks,2023-10-19 21:31:08.696,Clerk-000004,
16761,380,Make decision,2023-10-19 21:35:22.342,Manager-000004,
16762,380,Notify accept,2023-10-19 21:55:31.236,Manager-000005,
16763,380,Deliver card,2023-10-19 22:06:32.926,Manager-000001,
3213,381,Verification process,2023-10-19 21:33:51.539,Clerk-000006,HOMONYMOUS(Check for completeness)
3214,381,Perform checks,2023-10-19 21:40:46.352,Clerk-000001,
3215,381,Make decision,2023-10-19 21:48:21.303,Manager-000006,
3216,381,Notify accept,2023-10-19 22:02:38.050,Manager-000002,
3217,381,Deliver card,2023-10-19 22:15:28.100,Manager-000006,
51107,382,Check for completeness,2023-10-19 22:00:58.853,Clerk-000002,
51108,382,Request info,2023-10-19 22:02:24.617,Manager-000003,
51109,382,info received,2023-10-19 22:16:05.451,,
51110,382,Check for completeness,2023-10-19 22:16:15.451,Clerk-000001,
51111,382,Perform checks,2023-10-19 22:27:29.898,Clerk-000004,
51112,382,Make decision,2023-10-19 22:40:13.356,Manager-000003,
51113,382,Notify accept,2023-10-19 22:42:42.403,Manager-000004,
51114,382,Deliver card,2023-10-19 22:54:45.152,Manager-000003,
30044,383,Check for completeness,2023-10-19 22:10:23.184,Clerk-000004,
30045,383,Request info,2023-10-19 22:12:08.617,Manager-000004,
30046,383,info received,2023-10-19 22:20:16.554,,
30047,383,Check for completeness,2023-10-19 22:20:26.554,Clerk-000002,
30048,383,Request info,2023-10-19 22:20:33.517,Manager-000001,
30049,383,info received,2023-10-19 22:54:47.005,,
30050,383,Check for completeness,2023-10-19 22:54:57.005,Clerk-000006,
30051,383,Perform checks,2023-10-19 23:08:48.509,Clerk-000001,
30052,383,Make decision,2023-10-19 23:24:09.072,Manager-000005,
30053,383,notify reject,2023-10-19 23:40:38.495,Manager-000001,
30054,383,review request received,2023-10-19 23:44:08.019,,
30055,383,Check for completeness,2023-10-19 23:44:18.019,Clerk-000003,
30056,383,Perform checks,2023-10-20 00:02:10.214,Clerk-000002,
30057,383,Make decision,2023-10-20 00:07:40.581,Manager-000001,
30058,383,notify reject,2023-10-20 00:43:09.349,Manager-000006,
30059,383,review request received,2023-10-20 00:55:57.101,,
30060,383,Check for completeness,2023-10-20 00:56:07.101,Clerk-000004,
30061,383,Request info,2023-10-20 01:20:44.083,Manager-000003,
30062,383,info received,2023-10-20 02:09:04.149,,
30063,383,Check for completeness,2023-10-20 02:09:14.149,Clerk-000006,
30064,383,Request info,2023-10-20 02:12:35.745,Manager-000005,
30065,383,info received,2023-10-20 02:16:36.316,,
30066,383,Check for completeness,2023-10-20 02:16:46.316,Clerk-000003,
30067,383,Request info,2023-10-20 02:16:53.687,Manager-000006,
30068,383,info received,2023-10-20 02:33:48.407,,
30069,383,Check for completeness,2023-10-20 02:33:58.407,Clerk-000002,
30070,383,Perform checks,2023-10-20 02:56:25.812,Clerk-000004,
30071,383,Make decision,2023-10-20 03:01:29.440,Manager-000002,
30072,383,notify reject,2023-10-20 03:15:39.076,Manager-000003,
30073,383,time out,2023-10-20 03:26:13.560,,
37625,384,Check for completeness,2023-10-19 22:14:12.355,Clerk-000006,
37626,384,Perform checks,2023-10-19 22:38:08.760,Clerk-000002,
37627,384,Make decision,2023-10-19 22:55:25.087,Manager-000005,
37628,384,notify reject,2023-10-19 23:00:34.220,Manager-000002,
37629,384,time out,2023-10-19 23:07:06.402,,
51267,385,Check for completeness,2023-10-19 22:22:12.662,Clerk-000005,
51268,385,Verification process,2023-10-19 22:34:30.861,Clerk-000003,HOMONYMOUS(Perform checks)
51269,385,Decision review,2023-10-19 22:45:06.753,Manager-000005,HOMONYMOUS(Make decision)
51270,385,notify reject,2023-10-19 22:46:36.681,Manager-000002,
51271,385,time out,2023-10-19 22:52:34.566,,
16935,386,Check for completeness,2023-10-19 22:45:19.786,Clerk-000001,
16936,386,Perform checks,2023-10-19 22:48:59.541,Clerk-000005,
16937,386,Make decision,2023-10-19 23:28:27.365,Manager-000002,
16938,386,Notify accept,2023-10-19 23:35:52.583,Manager-000004,
16939,386,Deliver card,2023-10-20 00:01:45.157,Manager-000005,
37516,387,Check for completeness,2023-10-19 23:04:32.096,Clerk-000004,
37517,387,Request info,2023-10-19 23:06:34.948,Manager-000004,
37518,387,info received,2023-10-19 23:07:43.468,,
37519,387,Check for completeness,2023-10-19 23:07:53.468,Clerk-000003,
37520,387,Perform checks,2023-10-19 23:12:27.455,Clerk-000002,
37521,387,Make decision,2023-10-19 23:13:07.917,Manager-000001,
37522,387,notify reject,2023-10-19 23:18:49.238,Manager-000003,
37523,387,time out,2023-10-19 23:19:06.691,,
42444,388,Check for completeness,2023-10-19 23:17:21.820,Clerk-000004,
42445,388,Perform checks,2023-10-19 23:17:48.644,Clerk-000006,
42446,388,Make decision,2023-10-19 23:39:02.142,Manager-000006,
42447,388,Notify accept,2023-10-19 23:45:00.802,Manager-000003,
42448,388,Deliver card,2023-10-19 23:48:32.088,Manager-000002,
4090,389,Check for completeness,2023-10-20 01:35:15.141,Clerk-000001,
4091,389,Verification process,2023-10-20 01:35:23.209,Clerk-000005,HOMONYMOUS(Perform checks)
4092,389,Decision review,2023-10-20 01:41:21.769,Manager-000002,HOMONYMOUS(Make decision)
4093,389,Notify accept,2023-10-20 01:56:10.795,Manager-000004,
4094,389,Deliver card,2023-10-20 02:14:30.968,Manager-000001,
51493,390,Check for completeness,2023-10-20 05:13:49.505,Clerk-000001,
51494,390,Request info,2023-10-20 05:13:52.215,Manager-000004,
51495,390,info received,2023-10-20 05:18:31.983,,
51496,390,Check for completeness,2023-10-20 05:18:41.983,Clerk-000005,
51497,390,Request info,2023-10-20 05:30:58.072,Manager-000005,
51498,390,info received,2023-10-20 05:34:11.443,,
51499,390,Check for completeness,2023-10-20 05:34:21.443,Clerk-000006,
51500,390,Perform checks,2023-10-20 05:44:13.758,Clerk-000003,
51501,390,Make decision,2023-10-20 05:55:16.773,Manager-000001,
51502,390,notify reject,2023-10-20 05:55:42.449,Manager-000006,
51503,390,time out,2023-10-20 05:57:53.250,,
15687,391,Check for completeness,2023-10-20 06:08:11.112,Clerk-000002,
15688,391,Request info,2023-10-20 06:14:54.573,Manager-000002,
15689,391,info received,2023-10-20 06:23:04.464,,
15690,391,Check for completeness,2023-10-20 06:23:14.464,Clerk-000004,
15691,391,Request info,2023-10-20 06:28:28.200,Manager-000003,
15692,391,info received,2023-10-20 06:30:43.542,,
15693,391,Check for completeness,2023-10-20 06:30:53.542,Clerk-000001,
15694,391,Request info,2023-10-20 06:41:15.729,Manager-000004,
15695,391,info received,2023-10-20 06:46:33.863,,
15696,391,Check for completeness,2023-10-20 06:46:43.863,Clerk-000005,
15697,391,Request info,2023-10-20 06:49:19.765,Manager-000005,
15698,391,info received,2023-10-20 06:50:09.911,,
15699,391,Check for completeness,2023-10-20 06:50:19.911,Clerk-000006,
15700,391,Request info,2023-10-20 06:53:44.097,Manager-000001,
15701,391,info received,2023-10-20 06:59:08.160,,
15702,391,Check for completeness,2023-10-20 06:59:18.160,Clerk-000003,
15703,391,Request info,2023-10-20 07:19:47.684,Manager-000006,
15704,391,info received,2023-10-20 07:24:55.347,,
15705,391,Check for completeness,2023-10-20 07:25:05.347,Clerk-000002,
15706,391,Request info,2023-10-20 07:25:53.860,Manager-000002,
15707,391,info received,2023-10-20 07:51:00.668,,
15708,391,Check for completeness,2023-10-20 07:51:10.668,Clerk-000004,
15709,391,Request info,2023-10-20 08:02:49.686,Manager-000003,
15710,391,info received,2023-10-20 08:15:02.405,,
15711,391,Check for completeness,2023-10-20 08:15:12.405,Clerk-000001,
15712,391,Request info,2023-10-20 08:40:30.524,Manager-000004,
15713,391,info received,2023-10-20 08:42:46.844,,
15714,391,Check for completeness,2023-10-20 08:42:56.844,Clerk-000006,
15715,391,Perform checks,2023-10-20 08:53:25.762,Clerk-000003,
15716,391,Make decision,2023-10-20 09:00:37.373,Manager-000001,
15717,391,Notify accept,2023-10-20 09:08:37.386,Manager-000006,
15718,391,Deliver card,2023-10-20 09:14:54.347,Manager-000002,
3677,392,Check for completeness,2023-10-20 08:29:29.360,Clerk-000005,
3678,392,Request info,2023-10-20 08:47:40.962,Manager-000005,
3679,392,info received,2023-10-20 09:10:21.244,,
3680,392,Check for completeness,2023-10-20 09:10:31.244,Clerk-000002,
3681,392,Perform checks,2023-10-20 09:16:25.216,Clerk-000004,
3682,392,Make decision,2023-10-20 09:29:32.376,Manager-000003,
3683,392,notify reject,2023-10-20 09:34:22.154,Manager-000004,
3684,392,review request received,2023-10-20 09:55:36.223,,
3685,392,Check for completeness,2023-10-20 09:55:46.223,Clerk-000001,
3686,392,Perform checks,2023-10-20 09:56:07.969,Clerk-000005,
3687,392,Make decision,2023-10-20 10:11:23.320,Manager-000001,
3688,392,notify reject,2023-10-20 10:16:40.069,Manager-000005,
3689,392,time out,2023-10-20 10:35:08.146,,
53420,393,Check for completeness,2023-10-20 11:32:23.464,Clerk-000006,
53421,393,Request info,2023-10-20 11:51:12.649,Manager-000006,
53422,393,info received,2023-10-20 11:56:35.537,,
53423,393,Check for completeness,2023-10-20 11:56:45.537,Clerk-000003,
53424,393,Request info,2023-10-20 12:14:57.790,Manager-000002,
53425,393,info received,2023-10-20 12:17:58.961,,
53426,393,Check for completeness,2023-10-20 12:18:08.961,Clerk-000001,
53427,393,Perform checks,2023-10-20 12:44:45.170,Clerk-000005,
53428,393,Make decision,2023-10-20 12:46:18.841,Manager-000004,
53429,393,Notify accept,2023-10-20 12:46:42.261,Manager-000001,
53430,393,Deliver card,2023-10-20 12:50:44.463,Manager-000006,
30510,394,Check for completeness,2023-10-20 12:05:20.675,Clerk-000002,
30511,394,Perform checks,2023-10-20 12:09:27.281,Clerk-000004,
30512,394,Make decision,2023-10-20 12:15:29.455,Manager-000003,
30513,394,notify reject,2023-10-20 12:46:53.705,Manager-000005,
30514,394,review request received,2023-10-20 13:00:42.872,,
30515,394,Check for completeness,2023-10-20 13:00:52.872,Clerk-000006,
30516,394,Request info,2023-10-20 13:08:21.830,Manager-000002,
30517,394,info received,2023-10-20 13:12:29.765,,
30518,394,Check for completeness,2023-10-20 13:12:39.765,Clerk-000002,
30519,394,Request info,2023-10-20 13:20:04.284,Manager-000004,
30520,394,info received,2023-10-20 13:21:32.691,,
30521,394,Check for completeness,2023-10-20 13:21:42.691,Clerk-000003,
30522,394,Perform checks,2023-10-20 13:29:09.180,Clerk-000004,
30523,394,Make decision,2023-10-20 13:51:52.072,Manager-000003,
30524,394,notify reject,2023-10-20 14:04:52.999,Manager-000001,
30525,394,review request received,2023-10-20 14:09:45.499,,
30526,394,Check for completeness,2023-10-20 14:09:55.499,Clerk-000001,
30527,394,Request info,2023-10-20 14:11:36.898,Manager-000006,
30528,394,info received,2023-10-20 14:15:28.132,,
30529,394,Check for completeness,2023-10-20 14:15:38.132,Clerk-000005,
30530,394,Request info,2023-10-20 14:16:57.682,Manager-000005,
30531,394,info received,2023-10-20 14:36:18.707,,
30532,394,Check for completeness,2023-10-20 14:36:28.707,Clerk-000006,
30533,394,Request info,2023-10-20 14:56:49.382,Manager-000002,
30534,394,info received,2023-10-20 15:06:30.798,,
30535,394,Check for completeness,2023-10-20 15:06:40.798,Clerk-000004,
30536,394,Request info,2023-10-20 15:33:38.140,Manager-000005,
30537,394,info received,2023-10-20 16:13:57.820,,
30538,394,Check for completeness,2023-10-20 16:14:07.820,Clerk-000004,
30539,394,Request info,2023-10-20 16:27:33.488,Manager-000006,
30540,394,info received,2023-10-20 16:29:46.940,,
30541,394,Check for completeness,2023-10-20 16:29:56.940,Clerk-000006,
30542,394,Request info,2023-10-20 16:33:47.381,Manager-000002,
30543,394,info received,2023-10-20 17:02:36.448,,
30544,394,Check for completeness,2023-10-20 17:02:46.448,Clerk-000002,
30545,394,Perform checks,2023-10-20 17:08:11.954,Clerk-000003,
30546,394,Make decision,2023-10-20 17:17:18.157,Manager-000004,
30547,394,notify reject,2023-10-20 17:19:18.871,Manager-000005,
30548,394,time out,2023-10-20 17:22:02.469,,
15818,395,Check for completeness,2023-10-20 14:50:46.989,Clerk-000002,
15819,395,Perform checks,2023-10-20 14:51:59.867,Clerk-000003,
15820,395,Make decision,2023-10-20 14:56:54.367,Manager-000004,
15821,395,notify reject,2023-10-20 14:57:11.473,Manager-000003,
15822,395,Decision review,2023-10-20 15:06:45.820,,HOMONYMOUS(review request received)
15823,395,Check for completeness,2023-10-20 15:06:55.820,Clerk-000001,
15824,395,Perform checks,2023-10-20 15:17:21.061,Clerk-000005,
15825,395,Make decision,2023-10-20 15:18:30.717,Manager-000001,
15826,395,notify reject,2023-10-20 15:27:48.145,Manager-000006,
15827,395,review request received,2023-10-20 15:27:58.396,,
15828,395,Check for completeness,2023-10-20 15:28:08.396,Clerk-000003,
15829,395,Request info,2023-10-20 15:40:16.907,Manager-000004,
15830,395,info received,2023-10-20 15:50:38.673,,
15831,395,Check for completeness,2023-10-20 15:50:48.673,Clerk-000001,
15832,395,Request info,2023-10-20 15:54:02.787,Manager-000003,
15833,395,info received,2023-10-20 16:00:59.733,,
15834,395,Check for completeness,2023-10-20 16:01:09.733,Clerk-000005,
15835,395,Perform checks,2023-10-20 16:03:20.445,Clerk-000002,
15836,395,Make decision,2023-10-20 16:28:27.677,Manager-000004,
15837,395,notify reject,2023-10-20 16:37:15.142,Manager-000003,
15838,395,review request received,2023-10-20 16:56:18.228,,
15839,395,Check for completeness,2023-10-20 16:56:28.228,Clerk-000005,
15840,395,Verification process,2023-10-20 17:04:37.475,Clerk-000006,HOMONYMOUS(Perform checks)
15841,395,Make decision,2023-10-20 17:05:50.073,Manager-000006,
15842,395,Notify accept,2023-10-20 17:28:26.880,Manager-000001,
15843,395,Deliver card,2023-10-20 17:31:18.538,Manager-000002,
51572,396,Check for completeness,2023-10-20 15:19:45.221,Clerk-000002,
51573,396,Perform checks,2023-10-20 15:24:41.573,Clerk-000006,
51574,396,Make decision,2023-10-20 15:42:44.415,Manager-000002,
