Case,Activity,Timestamp,Resource,Event,label
5875084,close case,2013-10-14 07:00:04.000,560872,34641,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:04.300,560872,34641,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:04.600,560872,34635,collateral events(send confirmation receipt)
5875084,completed subcases content,2013-10-14 07:00:05.000,560872,34653,
5875084,send confirmation receipt_signed2,2013-10-14 07:00:05.000,560872,34641,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed1,2013-10-14 07:00:05.600,560872,34653,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:05.800,560872,34653,collateral events(send confirmation receipt)
5875084,create publication document,2013-10-14 07:00:06.000,560872,34625,
5875084,create publication document,2013-10-14 07:00:07.000,560872,34639,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:07.000,560872,34625,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:07.700,560872,34625,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed1,2013-10-14 07:00:07.900,560872,34639,collateral events(send confirmation receipt)
5875084,creating environmental permit decision,2013-10-14 07:00:08.000,560872,34643,
5875084,send confirmation receipt_signed2,2013-10-14 07:00:08.400,560872,34639,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed1,2013-10-14 07:00:08.500,560872,34643,collateral events(send confirmation receipt)
5875084,decision date prior to decision,2013-10-14 07:00:09.000,560872,34636,
5875084,send confirmation receipt_signed2,2013-10-14 07:00:09.100,560872,34643,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed1,2013-10-14 07:00:09.900,560872,34636,collateral events(send confirmation receipt)
5875084,enter senddate decision environmental permit,2013-10-14 07:00:10.000,560872,34657,
5875084,send confirmation receipt_signed2,2013-10-14 07:00:10.300,560872,34636,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed1,2013-10-14 07:00:10.700,560872,34657,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:10.900,560872,34657,collateral events(send confirmation receipt)
5875084,generating decision environmental permit,2013-10-14 07:00:11.000,560872,34656,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:11.300,560872,34656,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:11.700,560872,34656,collateral events(send confirmation receipt)
5875084,grounds for refusal,2013-10-14 07:00:12.000,560872,34632,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:12.500,560872,34632,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:12.800,560872,34632,collateral events(send confirmation receipt)
5875084,objection lodged against decision,2013-10-14 07:00:13.000,560872,34640,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:13.300,560872,34640,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:13.600,560872,34640,collateral events(send confirmation receipt)
5875084,phase advice known,2013-10-14 07:00:14.000,560872,34644,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:14.600,560872,34644,collateral events(send confirmation receipt)
5875084,phase application receptive,2013-10-14 07:00:15.000,560872,34652,
5875084,send confirmation receipt_signed2,2013-10-14 07:00:15.200,560872,34644,collateral events(send confirmation receipt)
5875084,phase archived case,2013-10-14 07:00:16.000,560872,34646,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:16.000,560872,34652,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed1,2013-10-14 07:00:16.000,560872,34646,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:16.700,560872,34652,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:16.700,560872,34646,collateral events(send confirmation receipt)
5875084,phase case handled,2013-10-14 07:00:17.000,560872,34642,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:17.900,560872,34642,collateral events(send confirmation receipt)
5875084,phase decision irrevocable,2013-10-14 07:00:18.000,560872,34648,
5875084,send confirmation receipt_signed2,2013-10-14 07:00:18.200,560872,34642,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed1,2013-10-14 07:00:18.500,560872,34648,collateral events(send confirmation receipt)
5875084,phase decision sent,2013-10-14 07:00:19.000,560872,34651,
5875084,send confirmation receipt_signed2,2013-10-14 07:00:19.100,560872,34648,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed1,2013-10-14 07:00:19.100,560872,34651,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:19.400,560872,34651,collateral events(send confirmation receipt)
5875084,phase decision taken,2013-10-14 07:00:20.000,560872,34650,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:20.300,560872,34650,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:20.500,560872,34650,collateral events(send confirmation receipt)
5875084,procedure change,2013-10-14 07:00:21.000,560872,34626,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:21.100,560872,34626,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:21.400,560872,34626,collateral events(send confirmation receipt)
5875084,procedure change,2013-10-14 07:00:22.000,560872,34630,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:22.700,560872,34630,collateral events(send confirmation receipt)
5875084,procedure change after completeness,2013-10-14 07:00:23.000,560872,34628,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:23.400,560872,34628,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:23.500,560872,34630,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:23.600,560872,34628,collateral events(send confirmation receipt)
5875084,register objection and appeal periods,2013-10-14 07:00:24.000,560872,34638,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:24.700,560872,34638,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:24.800,560872,34638,collateral events(send confirmation receipt)
5875084,request complete,2013-10-14 07:00:25.000,560872,34627,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:25.500,560872,34627,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:25.800,560872,34627,collateral events(send confirmation receipt)
5875084,send letter in progress,2013-10-14 07:00:26.000,560872,34629,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:26.800,560872,34629,collateral events(send confirmation receipt)
5875084,subcases completeness completed,2013-10-14 07:00:27.000,560872,34645,
5875084,send confirmation receipt_signed2,2013-10-14 07:00:27.300,560872,34629,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed1,2013-10-14 07:00:27.500,560872,34645,collateral events(send confirmation receipt)
5875084,submit decision,2013-10-14 07:00:28.000,560872,34637,
5875084,send confirmation receipt_signed2,2013-10-14 07:00:28.100,560872,34645,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed1,2013-10-14 07:00:28.400,560872,34637,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:28.600,560872,34637,collateral events(send confirmation receipt)
5875084,suspension ground applicable,2013-10-14 07:00:29.000,560872,34634,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:29.100,560872,34634,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:29.500,560872,34634,collateral events(send confirmation receipt)
5875084,transcript decision environmental permit to stakeholders,2013-10-14 07:00:30.000,560872,34647,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:30.300,560872,34647,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:30.900,560872,34647,collateral events(send confirmation receipt)
5875084,treat subcases completeness,2013-10-14 07:00:31.000,560872,34654,
5875084,send confirmation receipt_signed1,2013-10-14 07:00:31.300,560872,34654,collateral events(send confirmation receipt)
5875084,treat subcases content,2013-10-14 07:00:32.000,560872,34655,
5875084,send confirmation receipt_signed2,2013-10-14 07:00:32.200,560872,34654,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed1,2013-10-14 07:00:32.500,560872,34655,collateral events(send confirmation receipt)
5875084,send confirmation receipt_signed2,2013-10-14 07:00:33.200,560872,34655,collateral events(send confirmation receipt)
5878428,register submission date request,2012-09-18 07:00:04.000,560912,34659,
5878428,phase application received,2012-09-25 21:08:12.000,560912,34661,
5878428,send confirmation receipt,2012-09-25 22:30:14.000,560912,34663,
5878428,regular procedure without MER,2012-09-25 22:30:17.000,560912,34666,
5878428,start WABOprocedure,2012-09-25 22:30:18.000,560912,34667,
5878428,enter senddate procedure confirmation,2012-09-25 22:30:19.000,560912,34668,
5878428,send procedure confirmation,2012-09-25 22:30:20.000,560912,34669,
5888724,register submission date request,2012-09-20 07:00:03.000,560872,34672,
5888724,send confirmation receipt_signed1,2012-09-20 07:00:03.100,560872,34672,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2012-09-20 07:00:03.200,560872,34672,collateral events(send confirmation receipt)
5888724,phase application received,2012-09-24 23:09:36.000,560872,34674,
5888724,send confirmation receipt_signed1,2012-09-24 23:09:36.900,560872,34674,collateral events(send confirmation receipt)
5888724,send confirmation receipt,2012-09-24 23:09:37.000,560872,34675,
5888724,send confirmation receipt_signed2,2012-09-24 23:09:37.200,560872,34674,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed1,2012-09-24 23:09:38.000,560872,34675,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2012-09-24 23:09:38.100,560872,34675,collateral events(send confirmation receipt)
5888724,start WABOprocedure,2012-09-24 23:09:49.000,560872,34679,
5888724,send confirmation receipt_signed1,2012-09-24 23:09:49.300,560872,34679,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2012-09-24 23:09:49.900,560872,34679,collateral events(send confirmation receipt)
5888724,enter senddate acknowledgement,2012-09-25 07:00:04.000,560872,34683,
5888724,send confirmation receipt_signed1,2012-09-25 07:00:04.300,560872,34683,collateral events(send confirmation receipt)
5888724,enter senddate procedure confirmation,2012-09-25 07:00:05.000,560872,34682,
5888724,send confirmation receipt_signed2,2012-09-25 07:00:05.200,560872,34683,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed1,2012-09-25 07:00:05.700,560872,34682,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2012-09-25 07:00:06.200,560872,34682,collateral events(send confirmation receipt)
5888724,enter senddate retrieve missing data,2012-11-06 08:00:03.000,560950,34690,
5888724,send confirmation receipt_signed1,2012-11-06 08:00:03.400,560950,34690,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2012-11-06 08:00:04.400,560950,34690,collateral events(send confirmation receipt)
5888724,phase additional information received,2013-04-10 17:23:40.000,560950,34696,
5888724,send confirmation receipt_signed1,2013-04-10 17:23:40.500,560950,34696,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-04-10 17:23:40.600,560950,34696,collateral events(send confirmation receipt)
5888724,phase advice known,2013-04-10 17:24:23.000,560950,34709,
5888724,grounds for refusal,2013-04-10 17:24:24.000,560950,34711,
5888724,send confirmation receipt_signed1,2013-04-10 17:24:24.000,560950,34709,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-04-10 17:24:24.200,560950,34709,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed1,2013-04-10 17:24:24.900,560950,34711,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-04-10 17:24:25.800,560950,34711,collateral events(send confirmation receipt)
5888724,create draft environtmental permit,2013-04-10 17:25:29.000,560950,34713,
5888724,send confirmation receipt_signed1,2013-04-10 17:25:29.700,560950,34713,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-04-10 17:25:30.400,560950,34713,collateral events(send confirmation receipt)
5888724,phase concept draft decision ready,2013-04-10 17:25:48.000,560950,34715,
5888724,send confirmation receipt_signed1,2013-04-10 17:25:48.200,560950,34715,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-04-10 17:25:48.300,560950,34715,collateral events(send confirmation receipt)
5888724,entering senddate draft decision environmental permit,2013-04-15 07:00:01.000,560872,34725,
5888724,send confirmation receipt_signed1,2013-04-15 07:00:01.800,560872,34725,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-04-15 07:00:01.900,560872,34725,collateral events(send confirmation receipt)
5888724,create publication document,2013-06-13 07:00:01.000,560872,34733,
5888724,send confirmation receipt_signed1,2013-06-13 07:00:01.800,560872,34733,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-06-13 07:00:01.900,560872,34733,collateral events(send confirmation receipt)
5888724,creating environmental permit decision,2013-06-13 07:00:02.000,560872,34736,
5888724,send confirmation receipt_signed1,2013-06-13 07:00:02.200,560872,34736,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-06-13 07:00:02.800,560872,34736,collateral events(send confirmation receipt)
5888724,decision date prior to decision,2013-06-13 07:00:03.000,560872,34730,
5888724,send confirmation receipt_signed1,2013-06-13 07:00:03.900,560872,34730,collateral events(send confirmation receipt)
5888724,enter senddate decision environmental permit,2013-06-13 07:00:04.000,560872,34737,
5888724,send confirmation receipt_signed2,2013-06-13 07:00:04.500,560872,34730,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed1,2013-06-13 07:00:04.500,560872,34737,collateral events(send confirmation receipt)
5888724,generating decision environmental permit,2013-06-13 07:00:05.000,560872,34738,
5888724,send confirmation receipt_signed2,2013-06-13 07:00:05.000,560872,34737,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed1,2013-06-13 07:00:05.900,560872,34738,collateral events(send confirmation receipt)
5888724,perspective on draft decision environmental permit received,2013-06-13 07:00:06.000,560872,34727,
5888724,send confirmation receipt_signed2,2013-06-13 07:00:06.100,560872,34738,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed1,2013-06-13 07:00:06.200,560872,34727,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-06-13 07:00:06.400,560872,34727,collateral events(send confirmation receipt)
5888724,phase decision sent,2013-06-13 07:00:07.000,560872,34739,
5888724,send confirmation receipt_signed1,2013-06-13 07:00:07.300,560872,34739,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-06-13 07:00:07.900,560872,34739,collateral events(send confirmation receipt)
5888724,phase decision taken,2013-06-13 07:00:08.000,560872,34734,
5888724,send confirmation receipt_signed1,2013-06-13 07:00:08.700,560872,34734,collateral events(send confirmation receipt)
5888724,register objection and appeal periods,2013-06-13 07:00:09.000,560872,34732,
5888724,send confirmation receipt_signed2,2013-06-13 07:00:09.200,560872,34734,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed1,2013-06-13 07:00:09.700,560872,34732,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-06-13 07:00:09.900,560872,34732,collateral events(send confirmation receipt)
5888724,submit decision,2013-06-13 07:00:10.000,560872,34731,
5888724,send confirmation receipt_signed1,2013-06-13 07:00:10.900,560872,34731,collateral events(send confirmation receipt)
5888724,suspension ground applicable,2013-06-13 07:00:11.000,560872,34728,
5888724,send confirmation receipt_signed1,2013-06-13 07:00:11.600,560872,34728,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-06-13 07:00:11.700,560872,34731,collateral events(send confirmation receipt)
5888724,transcript decision environmental permit to stakeholders,2013-06-13 07:00:12.000,560872,34735,
5888724,send confirmation receipt_signed2,2013-06-13 07:00:12.600,560872,34728,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed1,2013-06-13 07:00:12.800,560872,34735,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-06-13 07:00:12.900,560872,34735,collateral events(send confirmation receipt)
5888724,date decision for inspection,2013-06-20 07:00:10.000,560872,34742,
5888724,send confirmation receipt_signed1,2013-06-20 07:00:10.000,560872,34742,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-06-20 07:00:10.200,560872,34742,collateral events(send confirmation receipt)
5888724,register deadline,2013-08-02 07:00:03.000,560872,34744,
5888724,send confirmation receipt_signed1,2013-08-02 07:00:03.100,560872,34744,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-08-02 07:00:03.400,560872,34744,collateral events(send confirmation receipt)
5888724,set phase: phase permitting irrevocable,2013-08-02 07:00:04.000,560872,34743,
5888724,send confirmation receipt_signed1,2013-08-02 07:00:04.300,560872,34743,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-08-02 07:00:05.200,560872,34743,collateral events(send confirmation receipt)
5888724,objection lodged against decision,2013-08-19 07:00:01.000,560872,34745,
5888724,send confirmation receipt_signed1,2013-08-19 07:00:01.100,560872,34745,collateral events(send confirmation receipt)
5888724,phase archived case,2013-08-19 07:00:02.000,560872,34747,
5888724,send confirmation receipt_signed2,2013-08-19 07:00:02.000,560872,34745,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed1,2013-08-19 07:00:02.800,560872,34747,collateral events(send confirmation receipt)
5888724,phase case handled,2013-08-19 07:00:03.000,560872,34749,
5888724,send confirmation receipt_signed1,2013-08-19 07:00:03.500,560872,34749,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-08-19 07:00:03.700,560872,34749,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-08-19 07:00:03.800,560872,34747,collateral events(send confirmation receipt)
5888724,phase decision irrevocable,2013-08-19 07:00:04.000,560872,34746,
5888724,send confirmation receipt_signed1,2013-08-19 07:00:04.200,560872,34746,collateral events(send confirmation receipt)
5888724,send confirmation receipt_signed2,2013-08-19 07:00:04.200,560872,34746,collateral events(send confirmation receipt)
5902127,register submission date request,2012-09-25 07:00:06.000,560872,34750,
5902127,send confirmation receipt,2012-09-27 15:30:00.000,560872,34755,
5902127,regular procedure without MER,2012-09-27 15:32:23.000,560872,34757,
5902127,start WABOprocedure,2012-09-27 15:32:24.000,560872,34758,
5902127,enter senddate procedure confirmation,2012-09-27 15:32:25.000,560872,34759,
5902127,send procedure confirmation,2012-09-27 15:32:26.000,560872,34760,
5902127,treat subcases completeness,2012-10-17 21:54:45.000,3273854,34764,
5902127,procedure change,2012-10-17 21:54:46.000,3273854,34765,
5902127,request complete,2012-10-17 21:54:51.000,3273854,34766,
5902127,procedure change after completeness,2012-10-17 21:54:52.000,3273854,34768,
5902127,send letter in progress,2012-10-17 21:54:53.000,3273854,34769,
5902127,completed subcases content,2012-10-17 21:54:54.000,3273854,34770,
5902127,treat subcases content,2012-10-17 21:54:55.000,3273854,34771,
5902127,procedure change,2012-10-17 21:54:56.000,3273854,34772,
5902127,article 34  WABO applies,2012-10-17 21:54:57.000,3273854,34773,
5902127,assessment of content completed,2012-10-17 21:54:58.000,3273854,34774,
5902127,phase advice known,2012-10-17 21:54:59.000,3273854,34775,
5902127,ask stakeholders views,2012-10-17 21:55:00.000,3273854,34777,
5902127,grounds for refusal,2012-10-17 21:55:01.000,3273854,34776,
5902127,suspension ground applicable,2012-10-17 21:55:02.000,3273854,34778,
5902127,by law,2012-10-17 21:55:03.000,3273854,34779,
5902127,creating environmental permit decision,2012-10-17 21:55:04.000,3273854,34780,
5902127,decision date prior to decision,2012-10-17 21:55:05.000,3273854,34781,
5902127,generating decision environmental permit,2012-10-17 21:55:06.000,3273854,34782,
5902127,submit decision,2012-10-19 16:59:53.000,560890,34783,
5902127,transcript decision environmental permit to stakeholders,2012-10-19 17:01:13.000,560890,34788,
5902127,enter senddate decision environmental permit,2012-10-19 17:01:15.000,560890,34789,
5902127,phase decision sent,2012-10-19 17:01:16.000,560890,34790,
5902127,date decision for inspection,2012-11-01 08:00:05.000,560890,34793,
5906692,register submission date request,2012-09-26 07:00:04.000,560925,34794,
5906692,send confirmation receipt_signed1,2012-09-26 07:00:04.700,560925,34794,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed2,2012-09-26 07:00:05.000,560925,34794,collateral events(send confirmation receipt)
5906692,phase application received,2012-09-27 22:06:35.000,560925,34796,
5906692,send confirmation receipt_signed1,2012-09-27 22:06:35.600,560925,34796,collateral events(send confirmation receipt)
5906692,send confirmation receipt,2012-09-27 22:06:36.000,560925,34797,
5906692,send confirmation receipt_signed2,2012-09-27 22:06:36.200,560925,34796,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed1,2012-09-27 22:06:36.600,560925,34797,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed2,2012-09-27 22:06:36.800,560925,34797,collateral events(send confirmation receipt)
5906692,regular procedure without MER,2012-09-27 22:09:07.000,560925,34800,
5906692,send confirmation receipt_signed1,2012-09-27 22:09:07.400,560925,34800,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed2,2012-09-27 22:09:07.500,560925,34800,collateral events(send confirmation receipt)
5906692,start WABOprocedure,2012-09-27 22:09:08.000,560925,34801,
5906692,send confirmation receipt_signed1,2012-09-27 22:09:08.500,560925,34801,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed2,2012-09-27 22:09:09.300,560925,34801,collateral events(send confirmation receipt)
5906692,enter senddate procedure confirmation,2012-09-28 07:00:01.000,560925,34804,
5906692,send confirmation receipt_signed1,2012-09-28 07:00:02.000,560925,34804,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed2,2012-09-28 07:00:02.700,560925,34804,collateral events(send confirmation receipt)
5906692,request complete,2012-10-16 23:04:02.000,3273854,34810,
5906692,send confirmation receipt_signed1,2012-10-16 23:04:02.100,3273854,34810,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed2,2012-10-16 23:04:02.700,3273854,34810,collateral events(send confirmation receipt)
5906692,phase advice known,2012-10-16 23:04:42.000,3273854,34819,
5906692,send confirmation receipt_signed1,2012-10-16 23:04:42.700,3273854,34819,collateral events(send confirmation receipt)
5906692,grounds for refusal,2012-10-16 23:04:43.000,3273854,34820,
5906692,send confirmation receipt_signed2,2012-10-16 23:04:43.600,3273854,34819,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed1,2012-10-16 23:04:43.900,3273854,34820,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed2,2012-10-16 23:04:44.700,3273854,34820,collateral events(send confirmation receipt)
5906692,creating environmental permit decision,2012-10-16 23:04:47.000,3273854,34824,
5906692,send confirmation receipt_signed1,2012-10-16 23:04:47.100,3273854,34824,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed2,2012-10-16 23:04:47.900,3273854,34824,collateral events(send confirmation receipt)
5906692,enter senddate decision environmental permit,2012-10-29 17:41:45.000,560890,34831,
5906692,send confirmation receipt_signed1,2012-10-29 17:41:45.100,560890,34831,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed2,2012-10-29 17:41:45.500,560890,34831,collateral events(send confirmation receipt)
5906692,phase decision sent,2012-10-29 17:41:46.000,560890,34833,
5906692,send confirmation receipt_signed1,2012-10-29 17:41:46.900,560890,34833,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed2,2012-10-29 17:41:47.100,560890,34833,collateral events(send confirmation receipt)
5906692,record date of decision environmental permit,2012-10-30 08:00:01.000,560890,34835,
5906692,send confirmation receipt_signed1,2012-10-30 08:00:01.200,560890,34835,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed2,2012-10-30 08:00:02.200,560890,34835,collateral events(send confirmation receipt)
5906692,date decision for inspection,2012-11-08 08:00:02.000,560890,34837,
5906692,send confirmation receipt_signed1,2012-11-08 08:00:02.800,560890,34837,collateral events(send confirmation receipt)
5906692,send confirmation receipt_signed2,2012-11-08 08:00:03.700,560890,34837,collateral events(send confirmation receipt)
5910758,register submission date request,2012-09-28 07:00:02.000,560872,34838,
5910758,phase application received,2012-10-01 16:15:58.000,560872,34840,
5910758,send confirmation receipt,2012-10-01 16:15:59.000,560872,34841,
5910758,send confirmation receipt,2012-10-01 16:18:40.000,560872,34843,
5910758,regular procedure without MER,2012-10-01 16:18:44.000,560872,34845,
5910758,start WABOprocedure,2012-10-01 16:18:45.000,560872,34846,
5910758,enter senddate procedure confirmation,2012-10-01 16:18:46.000,560872,34848,
5910758,send procedure confirmation,2012-10-01 16:18:47.000,560872,34847,
5910758,request complete,2012-11-12 20:18:39.000,2670601,34853,
5910758,phase advice known,2012-11-12 20:18:55.000,2670601,34862,
5910758,creating environmental permit decision,2012-11-12 20:19:02.000,2670601,34867,
5910758,record date of decision environmental permit,2012-11-20 17:49:07.000,560890,34873,
5910758,transcript decision environmental permit to stakeholders,2012-11-20 23:22:29.000,560890,34876,
5910758,enter senddate decision environmental permit,2012-11-20 23:22:34.000,560890,34878,
5910758,phase decision sent,2012-11-20 23:22:35.000,560890,34880,
5910758,date decision for inspection,2012-11-29 08:00:02.000,560890,34882,
5912784,register submission date request,2012-09-28 07:00:03.000,560872,34883,
5912784,phase application received,2012-10-01 16:48:48.000,560872,34885,
5912784,send confirmation receipt,2012-10-01 16:48:49.000,560872,34886,
5912784,send confirmation receipt,2012-10-01 16:50:44.000,560872,34887,
5912784,regular procedure without MER,2012-10-01 16:50:48.000,560872,34890,
5912784,start WABOprocedure,2012-10-01 16:50:49.000,560872,34891,
5912784,enter senddate procedure confirmation,2012-10-01 16:50:50.000,560872,34893,
5912784,send procedure confirmation,2012-10-01 16:50:51.000,560872,34892,
5912784,request complete,2012-10-15 17:58:09.000,560872,34899,
5912784,phase advice known,2012-10-15 17:58:28.000,560872,34907,
5912784,grounds for refusal,2012-10-15 17:58:29.000,560872,34909,
5912784,creating environmental permit decision,2012-10-15 17:58:45.000,560872,34913,
5912784,enter senddate decision environmental permit,2012-10-15 18:06:30.000,560872,34920,
5912784,phase decision sent,2012-10-15 18:06:31.000,560872,34919,
5912784,register date environmental permit decision,2012-10-16 07:00:04.000,560872,34924,
5912784,set phase: phase permitting irrevocable,2012-10-16 07:00:05.000,560872,34923,
5912784,enter senddate decision environmental permit,2012-10-22 07:00:01.000,560872,34925,
5912784,date decision for inspection,2012-10-25 07:00:03.000,560872,34926,
5912784,register deadline,2012-12-07 20:04:18.000,560872,34928,
5912784,phase case handled,2012-12-07 20:05:55.000,560872,34931,
5913868,register submission date request,2012-09-28 07:00:04.000,560872,34933,
5913868,phase application received,2012-10-01 17:28:33.000,560872,34935,
5913868,send confirmation receipt,2012-10-01 17:28:34.000,560872,34936,
5913868,regular procedure without MER,2012-10-01 17:32:11.000,560872,34940,
5913868,start WABOprocedure,2012-10-01 17:32:12.000,560872,34941,
5913868,enter senddate procedure confirmation,2012-10-01 17:32:13.000,560872,34943,
5913868,send procedure confirmation,2012-10-01 17:32:14.000,560872,34942,
5913868,enter senddate retrieve missing data,2012-11-22 08:00:01.000,3273854,34945,
5913868,phase additional information received,2013-01-24 22:27:10.000,3273854,34957,
5913868,request complete,2013-01-24 22:27:27.000,3273854,34962,
5913868,phase advice known,2013-01-24 22:27:43.000,3273854,34970,
5913868,create draft environtmental permit,2013-06-05 07:00:01.000,3273854,34973,
5913868,grounds for refusal,2013-06-05 07:00:02.000,3273854,34972,
5913868,create publication document,2013-07-01 07:00:09.000,560890,34978,
5913868,enrich draft decision,2013-07-01 07:00:10.000,560890,34976,
5913868,enter date advice on treatment of environmental permit,2013-07-01 07:00:11.000,560890,34975,
5913868,enter senddate draft decision,2013-07-01 07:00:12.000,560890,34983,
5913868,generate draft decision environmental permit,2013-07-01 07:00:13.000,560890,34981,
5913868,open draft decision for inspection,2013-07-01 07:00:14.000,560890,34977,
5913868,phase concept draft decision ready,2013-07-01 07:00:15.000,560890,34980,
5913868,phase draft decision made,2013-07-01 07:00:16.000,560890,34982,
5913868,send design decision to stakeholders,2013-07-01 07:00:17.000,560890,34979,
5913868,submit draft decision,2013-07-01 07:00:18.000,560890,34974,
5913868,date draft decision for inspection,2013-07-04 07:00:05.000,560890,34986,
